time	V(vc)	V(vout)
4.027965042758903e-003	-1.412356e+000	4.247710e+000
4.028326468443397e-003	-1.409624e+000	7.257359e+000
4.028737215392910e-003	-1.405801e+000	8.406790e+000
4.029206045704227e-003	-1.401189e+000	8.452985e+000
4.031680357762945e-003	-1.376803e+000	8.473701e+000
4.052991668138867e-003	-1.169273e+000	8.475096e+000
4.074302978514788e-003	-9.658952e-001	8.476167e+000
4.095614288890709e-003	-7.666690e-001	8.476915e+000
4.116925599266631e-003	-5.715946e-001	8.477339e+000
4.138236909642552e-003	-3.806722e-001	8.477439e+000
4.159548220018473e-003	-1.939015e-001	8.477215e+000
4.180859530394395e-003	-1.128278e-002	8.476668e+000
4.185058749144394e-003	2.428530e-002	8.476664e+000
4.197656405394394e-003	1.300976e-001	8.476650e+000
4.211453838430107e-003	2.444271e-001	8.477334e+000
4.225251271465821e-003	3.572338e-001	8.477489e+000
4.239048704501534e-003	4.685177e-001	8.477114e+000
4.252846137537247e-003	5.782789e-001	8.476210e+000
4.266643570572961e-003	6.865174e-001	8.474777e+000
4.280441003608674e-003	7.932331e-001	8.472814e+000
4.294238436644388e-003	8.984260e-001	8.470323e+000
4.298437655394388e-003	9.301745e-001	8.469071e+000
4.300000000000000e-003	9.419562e-001	8.468577e+000
