1.000000000000000000e+00 2.287944367354535657e+01
5.263167368421052815e+05 2.125811900851267211e+01
1.052632473684210563e+06 1.577606299913691323e+01
1.578948210526315961e+06 8.915664639744967701e+00
2.105263947368421126e+06 3.486227475749076987e+00
2.631579684210526291e+06 -8.317180186566974776e-01
3.157895421052631922e+06 -4.520177576319375667e+00
3.684211157894737087e+06 -7.918006085604307742e+00
4.210526894736842252e+06 -1.108051352212787677e+01
4.736842631578947417e+06 -1.393826128969343614e+01
5.263158368421052583e+06 -1.647848101860018488e+01
5.789474105263157748e+06 -1.859878595593048090e+01
6.315789842105263844e+06 -2.024234503086709935e+01
6.842105578947369009e+06 -2.144180220451260510e+01
7.368421315789474174e+06 -2.280204264578352991e+01
7.894737052631579340e+06 -2.302810558524365803e+01
8.421052789473684505e+06 -2.163911530071046485e+01
8.947368526315789670e+06 -1.880726532146441343e+01
9.473684263157894835e+06 -1.580894104738973560e+01
1.000000000000000000e+07 -1.309421091815292471e+01
