TIME  IN1  IN2
-3.838  -3.248291  -4.187012
-3.848  -2.911377  -4.169312
-3.857  -2.745361  -4.161377
-3.867  -2.578125  -4.152832
-3.877  -2.412109  -4.145508
-3.887  -2.247314  -4.137573
-3.896  -2.08313  -4.130859
-3.906  -1.757202  -4.118042
-3.916  -1.593628  -4.111328
-3.926  -1.431274  -4.104614
-3.936  -1.269531  -4.099121
-3.945  -1.109009  -4.093018
-3.955  -0.787354  -4.082031
-3.965  -0.626221  -4.077148
-3.975  -0.466309  -4.071655
-3.984  -0.308228  -4.066772
-3.994  -0.148315  -4.066162
-4.004  0.168457  -4.035645
-4.014  0.3302  -3.457031
-4.023  0.536499  4.6875
-4.033  0.689697  4.80835
-4.043  0.845337  4.796143
-4.053  1.159058  4.749146
-4.063  1.315918  4.724121
-4.072  1.471558  4.699707
-4.082  1.628418  4.677734
-4.092  1.785278  4.658203
-4.102  2.098389  4.620972
-4.111  2.253418  4.605713
-4.121  2.409668  4.591064
-4.131  2.565308  4.577026
-4.141  2.721558  4.56604
-4.15  2.877808  4.555054
-4.16  3.187256  4.536133
-4.17  3.343506  4.528809
-4.18  3.499756  4.520874
-4.189  3.656006  4.514771
-4.199  3.811646  4.510498
-4.209  4.123535  4.503784
-4.219  4.280396  4.504395
-4.229  4.437256  4.507446
-4.238  4.596558  4.53064
-4.248  4.754028  4.647827
-4.258  4.830933  4.754639
-4.268  4.644775  4.578857
-4.277  4.466553  4.477539
-4.287  4.28894  4.451294
-4.297  4.11377  4.436035
-4.307  3.766479  4.413452
-4.316  3.596191  4.403076
-4.326  3.425293  4.394531
-4.336  3.255615  4.385986
-4.346  3.085327  4.376831
-4.355  2.750854  4.362793
-4.365  2.584229  4.354858
-4.375  2.418213  4.348145
-4.385  2.252808  4.342041
-4.395  2.088623  4.335327
-4.404  1.925659  4.329224
-4.414  1.599121  4.317627
-4.424  1.436157  4.311523
-4.434  1.274414  4.306641
-4.443  1.112671  4.301758
-4.453  0.952759  4.296265
-4.463  0.631714  4.287109
-4.473  0.471802  4.281616
-4.482  0.311279  4.276733
-4.492  0.152588  4.272461
-4.502  -0.006714  4.267578
-4.512  -0.324097  4.259033
-4.521  -0.52124  -2.227173
-4.531  -0.687256  -4.587402
-4.541  -0.841675  -4.588013
-4.551  -0.998535  -4.56604
-4.561  -1.313477  -4.511719
-4.57  -1.470337  -4.486084
-4.58  -1.625977  -4.46167
-4.59  -1.782837  -4.439697
-4.6  -1.940308  -4.419556
-4.609  -2.252808  -4.382935
-4.619  -2.408447  -4.366455
-4.629  -2.564697  -4.351807
-4.639  -2.720337  -4.337769
-4.648  -2.875366  -4.324951
-4.658  -3.031616  -4.312744
-4.668  -3.342285  -4.293213
-4.678  -3.497925  -4.283447
-4.688  -3.653564  -4.274292
-4.697  -3.809814  -4.266968
-4.707  -3.964233  -4.260254
-4.717  -4.273682  -4.246216
-4.727  -4.428711  -4.238892
-4.736  -4.581909  -4.026489
-4.746  -4.7229  -1.540527
-4.756  -4.857178  1.522827
-4.766  -4.643555  -2.338257
-4.775  -4.475098  -4.203491
-4.785  -4.297485  -4.241943
-4.795  -4.119873  -4.237671
-4.805  -3.944702  -4.228516
-4.814  -3.600464  -4.207153
-4.824  -3.430176  -4.197388
-4.834  -3.259888  -4.187622
-4.844  -3.0896  -4.177856
-4.854  -2.922363  -4.169312
-4.863  -2.589722  -4.153442
-4.873  -2.423096  -4.145508
-4.883  -2.258301  -4.137573
-4.893  -2.093506  -4.13147
-4.902  -1.930542  -4.124146
-4.912  -1.766357  -4.116821
-4.922  -1.44104  -4.105225
-4.932  -1.278687  -4.098511
-4.941  -1.118164  -4.093018
-4.951  -0.957031  -4.087524
-4.961  -0.796509  -4.082031
-4.971  -0.475464  -4.071655
-4.98  -0.316162  -4.066162
-4.99  -0.15686  -4.065552
