TIME  IN1  IN2
-3.828  -3.33313  4.368896
-3.838  -3.162842  4.363403
-3.848  -2.826538  4.354858
-3.857  -2.658691  4.349365
-3.867  -2.492065  4.344482
-3.877  -2.324829  4.342041
-3.887  -2.160645  4.337769
-3.896  -1.99585  4.333496
-3.906  -1.66748  4.328613
-3.916  -1.504517  4.324951
-3.926  -1.341553  4.32251
-3.936  -1.179199  4.320679
-3.945  -1.018677  4.317017
-3.955  -0.69397  4.314575
-3.965  -0.532837  4.311523
-3.975  -0.372925  4.309082
-3.984  -0.214844  4.307861
-3.994  -0.054932  4.306641
-4.004  0.263062  4.302979
-4.014  0.422974  4.302368
-4.023  0.579834  4.299927
-4.033  0.739746  4.299316
-4.043  0.897217  4.298706
-4.053  1.21521  4.296265
-4.063  1.372681  4.296265
-4.072  1.528931  4.282227
-4.082  1.677246  -4.01062
-4.092  1.84021  -4.596558
-4.102  2.156372  -4.562988
-4.111  2.312622  -4.533081
-4.121  2.470093  -4.503174
-4.131  2.626953  -4.475708
-4.141  2.783813  -4.448242
-4.15  2.939453  -4.424438
-4.16  3.252563  -4.379272
-4.17  3.410034  -4.35791
-4.18  3.566895  -4.338989
-4.189  3.723145  -4.32251
-4.199  3.880005  -4.304199
-4.209  4.192505  -4.274902
-4.219  4.351807  -4.260864
-4.229  4.509277  -4.248657
-4.238  4.667358  -4.23645
-4.248  4.82666  -4.224854
-4.258  4.742432  -4.200439
-4.268  4.560547  -4.190674
-4.277  4.381714  -4.181519
-4.287  4.205322  -4.173584
-4.297  4.028931  -4.16626
-4.307  3.681641  -4.152832
-4.316  3.511353  -4.145508
-4.326  3.338623  -4.140625
-4.336  3.168335  -4.134521
-4.346  2.998657  -4.129639
-4.355  2.662354  -4.119873
-4.365  2.496338  -4.11499
-4.375  2.329102  -4.110718
-4.385  2.163086  -4.107666
-4.395  1.998291  -4.103394
-4.404  1.835327  -4.100342
-4.414  1.507568  -4.093628
-4.424  1.345215  -4.090576
-4.434  1.181641  -4.088745
-4.443  1.021118  -4.085693
-4.453  0.860596  -4.083862
-4.463  0.536499  -4.080811
-4.473  0.377197  -4.077148
-4.482  0.216675  -4.075928
-4.492  0.057983  -4.073486
-4.502  -0.102539  -4.072876
-4.512  -0.419922  -4.067993
-4.521  -0.579834  -4.067993
-4.531  -0.736694  -4.066772
-4.541  -0.895386  -4.065552
-4.551  -1.054688  -4.067383
-4.561  -1.37146  -4.031372
-4.57  -1.519775  2.888794
-4.58  -1.680298  4.833374
-4.59  -1.841431  4.821167
-4.6  -1.999512  4.796143
-4.609  -2.315063  4.736938
-4.619  -2.470703  4.708252
-4.629  -2.628174  4.682007
-4.639  -2.785645  4.656372
-4.648  -2.941895  4.632568
-4.658  -3.098145  4.611206
-4.668  -3.410034  4.571533
-4.678  -3.568726  4.552002
-4.688  -3.722534  4.537354
-4.697  -3.879395  4.520874
-4.707  -4.034424  4.505615
-4.717  -4.346924  4.47937
-4.727  -4.503174  4.466553
-4.736  -4.658203  4.456177
-4.746  -4.813232  4.44519
-4.756  -4.902344  4.434204
-4.766  -4.568481  4.417114
-4.775  -4.389648  4.40918
-4.785  -4.213257  4.400635
-4.795  -4.037476  4.394531
-4.805  -3.864136  4.386597
-4.814  -3.518066  4.375
-4.824  -3.345337  4.369507
-4.834  -3.174438  4.364624
-4.844  -3.005371  4.359131
-4.854  -2.838745  4.354248
-4.863  -2.503052  4.345093
-4.873  -2.336426  4.342651
-4.883  -2.171631  4.337158
-4.893  -2.007446  4.334106
-4.902  -1.843872  4.332275
-4.912  -1.680298  4.328003
-4.922  -1.352539  4.32251
-4.932  -1.190186  4.321289
-4.941  -1.029663  4.318237
-4.951  -0.86792  4.315796
-4.961  -0.706177  4.313965
-4.971  -0.384521  4.309082
-4.98  -0.22583  4.308472
-4.99  -0.065308  4.306641
