TIME  IN1  IN2
-3.76  -3.657837  0.593872
-3.77  -3.641968  0.554199
-3.779  -3.623047  0.515137
-3.789  -3.602905  0.476685
-3.799  -3.566895  0.402222
-3.809  -3.549805  0.367432
-3.818  -3.535767  0.331421
-3.828  -3.521729  0.299072
-3.838  -3.510132  0.264282
-3.848  -3.48877  0.198975
-3.857  -3.478394  0.167847
-3.867  -3.471069  0.135498
-3.877  -3.462524  0.10498
-3.887  -3.456421  0.073853
-3.896  -3.449097  0.044556
-3.906  -3.439331  -0.015869
-3.916  -3.436279  -0.043945
-3.926  -3.4375  -0.073853
-3.936  -3.432617  -0.101318
-3.945  -3.429565  -0.129395
-3.955  -3.424072  -0.185547
-3.965  -3.421021  -0.211792
-3.975  -3.4198  -0.239258
-3.984  -3.416748  -0.264893
-3.994  -3.415527  -0.291748
-4.004  -3.412476  -0.343628
-4.014  -3.411255  -0.369263
-4.023  -3.408813  -0.393677
-4.033  -3.408813  -0.419922
-4.043  -3.406372  -0.443726
-4.053  -3.40271  -0.492554
-4.063  -3.401489  -0.516968
-4.072  -3.398438  -0.540771
-4.082  -3.393555  -0.564575
-4.092  -3.386841  -0.587769
-4.102  3.915405  -0.556641
-4.111  3.934326  -0.514526
-4.121  3.919067  -0.472412
-4.131  3.898926  -0.432739
-4.141  3.877563  -0.393066
-4.15  3.858032  -0.352783
-4.16  3.823242  -0.27832
-4.17  3.806152  -0.24231
-4.18  3.792725  -0.206299
-4.189  3.779297  -0.171509
-4.199  3.765869  -0.137329
-4.209  3.746948  -0.06958
-4.219  3.736572  -0.037231
-4.229  3.728027  -0.004272
-4.238  3.721313  0.027466
-4.248  3.7146  0.059814
-4.258  3.702393  0.12085
-4.268  3.69751  0.151978
-4.277  3.693237  0.181885
-4.287  3.688965  0.211182
-4.297  3.685913  0.240479
-4.307  3.68103  0.298462
-4.316  3.678589  0.325928
-4.326  3.677368  0.354614
-4.336  3.674316  0.38208
-4.346  3.674927  0.409546
-4.355  3.672485  0.463867
-4.365  3.672485  0.490112
-4.375  3.672485  0.516968
-4.385  3.671875  0.542603
-4.395  3.673096  0.568848
-4.404  3.674927  0.595093
-4.414  3.675537  0.645752
-4.424  3.677368  0.670166
-4.434  -0.371704  0.662842
-4.443  -3.660278  0.610962
-4.453  -3.649902  0.570679
-4.463  -3.61145  0.492554
-4.473  -3.592529  0.454712
-4.482  -3.574219  0.418091
-4.492  -3.55835  0.38147
-4.502  -3.54187  0.34729
-4.512  -3.515625  0.27832
-4.521  -3.503418  0.245361
-4.531  -3.493042  0.212402
-4.541  -3.482056  0.181274
-4.551  -3.474121  0.148315
-4.561  -3.458252  0.08667
-4.57  -3.452148  0.056152
-4.58  -3.446655  0.025635
-4.59  -3.441162  -0.003052
-4.6  -3.4375  -0.032349
-4.609  -3.434448  -0.089722
-4.619  -3.431396  -0.118408
-4.629  -3.427734  -0.145264
-4.639  -3.426514  -0.17395
-4.648  -3.422241  -0.200195
-4.658  -3.42041  -0.227051
-4.668  -3.416138  -0.281372
-4.678  -3.414917  -0.307007
-4.688  -3.413086  -0.332642
-4.697  -3.412476  -0.358276
-4.707  -3.411255  -0.383911
-4.717  -3.406982  -0.43335
-4.727  -3.405762  -0.458374
-4.736  -3.405151  -0.483398
-4.746  -3.40271  -0.507202
-4.756  -3.400269  -0.531006
-4.766  -3.389893  -0.577393
-4.775  -3.378296  -0.601196
-4.785  1.235352  -0.584717
-4.795  3.936157  -0.532837
-4.805  3.926392  -0.491333
-4.814  3.886719  -0.409546
-4.824  3.866577  -0.370483
-4.834  3.847046  -0.332031
-4.844  3.829346  -0.294189
-4.854  3.812866  -0.258789
-4.863  3.78418  -0.186157
-4.873  3.772583  -0.151978
-4.883  3.760376  -0.118408
-4.893  3.75  -0.084229
-4.902  3.741455  -0.05188
-4.912  3.731689  -0.018921
-4.922  3.716431  0.045166
-4.932  3.710938  0.076904
-4.941  3.704834  0.108032
-4.951  3.69812  0.137939
-4.961  3.695068  0.168457
-4.971  3.686523  0.227051
-4.98  3.685303  0.256958
-4.99  3.68042  0.285034
