t,u
-2.7218E-05,2.200E+00
-2.6714E-05,1.800E+00
-2.6210E-05,2.200E+00
-2.5706E-05,1.800E+00
-2.5202E-05,2.200E+00
-2.4698E-05,2.200E+00
-2.4193E-05,1.800E+00
-2.3689E-05,1.800E+00
-2.3185E-05,2.200E+00
-2.2681E-05,1.800E+00
-2.2177E-05,1.800E+00
-2.1673E-05,2.200E+00
-2.1169E-05,1.800E+00
-2.0665E-05,2.200E+00
-2.0161E-05,2.200E+00
-1.9657E-05,1.800E+00
-1.9153E-05,2.200E+00
-1.8649E-05,1.800E+00
-1.8145E-05,2.200E+00
-1.7641E-05,2.200E+00
-1.7137E-05,2.200E+00
-1.6633E-05,2.200E+00
-1.6129E-05,2.200E+00
-1.5625E-05,1.800E+00
-1.5121E-05,2.200E+00
-1.4617E-05,2.200E+00
-1.4113E-05,2.200E+00
-1.3609E-05,1.800E+00
-1.3105E-05,2.200E+00
-1.2601E-05,1.800E+00
-1.2097E-05,2.200E+00
-1.1593E-05,2.200E+00
-1.1089E-05,2.200E+00
-1.0585E-05,2.200E+00
-1.0081E-05,1.800E+00
-9.5765E-06,1.800E+00
-9.0725E-06,2.200E+00
-8.5685E-06,2.200E+00
-8.0644E-06,1.800E+00
-7.5604E-06,1.800E+00
-7.0564E-06,2.200E+00
-6.5523E-06,2.200E+00
-6.0483E-06,2.200E+00
-5.5443E-06,2.200E+00
-5.0402E-06,2.200E+00
-4.5362E-06,2.200E+00
-4.0322E-06,1.800E+00
-3.5281E-06,2.200E+00
-3.0241E-06,1.800E+00
-2.5201E-06,1.800E+00
-2.0161E-06,2.200E+00
-1.5120E-06,2.200E+00
-1.0080E-06,2.200E+00
-5.0395E-07,1.800E+00
7.8785E-11,2.200E+00
5.0411E-07,4.600E+00
1.0081E-06,7.800E+00
1.5122E-06,7.800E+00
2.0162E-06,7.800E+00
2.5202E-06,7.800E+00
3.0243E-06,7.800E+00
3.5283E-06,7.800E+00
4.0323E-06,7.800E+00
4.5364E-06,7.800E+00
5.0404E-06,8.200E+00
5.5444E-06,7.800E+00
6.0485E-06,8.200E+00
6.5525E-06,7.800E+00
7.0565E-06,7.800E+00
7.5606E-06,7.800E+00
8.0646E-06,7.800E+00
8.5686E-06,8.200E+00
9.0727E-06,7.800E+00
9.5767E-06,7.800E+00
1.0081E-05,7.800E+00
1.0585E-05,7.800E+00
1.1089E-05,7.800E+00
1.1593E-05,7.800E+00
1.2097E-05,8.200E+00
1.2601E-05,7.800E+00
1.3105E-05,8.200E+00
1.3609E-05,7.800E+00
1.4113E-05,8.200E+00
1.4617E-05,7.800E+00
1.5121E-05,8.200E+00
1.5625E-05,7.800E+00
1.6129E-05,7.800E+00
1.6633E-05,7.800E+00
1.7137E-05,7.800E+00
1.7641E-05,7.800E+00
1.8145E-05,7.800E+00
1.8649E-05,7.800E+00
1.9153E-05,8.200E+00
1.9657E-05,8.200E+00
2.0161E-05,7.800E+00
2.0665E-05,8.200E+00
2.1169E-05,7.800E+00
2.1673E-05,7.800E+00
2.2177E-05,7.800E+00
2.2682E-05,7.800E+00
2.3186E-05,7.800E+00
2.3690E-05,7.800E+00
2.4194E-05,8.200E+00
2.4698E-05,7.800E+00
2.5202E-05,7.800E+00
2.5706E-05,8.200E+00
2.6210E-05,8.200E+00
2.6714E-05,7.800E+00
2.7218E-05,7.800E+00
2.7722E-05,8.200E+00
2.8226E-05,7.800E+00
2.8730E-05,8.200E+00
2.9234E-05,8.200E+00
2.9738E-05,7.800E+00
3.0242E-05,7.800E+00
3.0746E-05,7.800E+00
3.1250E-05,7.800E+00
3.1754E-05,7.800E+00
3.2258E-05,7.800E+00
3.2762E-05,8.200E+00
3.3266E-05,7.800E+00
3.3770E-05,7.800E+00
3.4274E-05,7.800E+00
3.4778E-05,7.800E+00
3.5282E-05,8.200E+00
3.5786E-05,7.800E+00
3.6290E-05,8.200E+00
3.6794E-05,7.800E+00
3.7298E-05,8.200E+00
3.7803E-05,7.800E+00
3.8307E-05,7.800E+00
3.8811E-05,7.800E+00
3.9315E-05,7.800E+00
3.9819E-05,7.800E+00
4.0323E-05,8.200E+00
4.0827E-05,7.800E+00
4.1331E-05,8.200E+00
4.1835E-05,7.800E+00
4.2339E-05,7.800E+00
4.2843E-05,7.800E+00
4.3347E-05,7.800E+00
4.3851E-05,8.200E+00
4.4355E-05,7.800E+00
4.4859E-05,7.800E+00
4.5363E-05,7.800E+00
4.5867E-05,7.800E+00
4.6371E-05,8.200E+00
4.6875E-05,7.800E+00
4.7379E-05,7.800E+00
4.7883E-05,7.800E+00
4.8387E-05,7.800E+00
4.8891E-05,7.800E+00
4.9395E-05,7.800E+00
4.9899E-05,7.800E+00
5.0403E-05,8.200E+00
5.0907E-05,8.200E+00
5.1411E-05,8.200E+00
5.1915E-05,7.800E+00
5.2419E-05,7.800E+00
5.2923E-05,7.800E+00
5.3428E-05,8.200E+00
5.3932E-05,7.800E+00
5.4436E-05,7.800E+00
5.4940E-05,7.800E+00
5.5444E-05,7.800E+00
5.5948E-05,8.200E+00
5.6452E-05,7.800E+00
5.6956E-05,8.200E+00
5.7460E-05,7.800E+00
5.7964E-05,7.800E+00
5.8468E-05,7.800E+00
5.8972E-05,7.800E+00
5.9476E-05,7.800E+00
5.9980E-05,7.800E+00
6.0484E-05,7.800E+00
6.0988E-05,7.800E+00
6.1492E-05,7.800E+00
6.1996E-05,7.800E+00
6.2500E-05,7.800E+00
6.3004E-05,7.800E+00
6.3508E-05,7.800E+00
6.4012E-05,7.800E+00
6.4516E-05,8.200E+00
6.5020E-05,7.800E+00
6.5524E-05,7.800E+00
6.6028E-05,7.800E+00
6.6532E-05,7.800E+00
6.7036E-05,7.800E+00
6.7540E-05,8.200E+00
6.8044E-05,8.200E+00
6.8548E-05,7.800E+00
6.9053E-05,7.800E+00
6.9557E-05,7.800E+00
7.0061E-05,7.800E+00
7.0565E-05,8.200E+00
7.1069E-05,7.800E+00
7.1573E-05,7.800E+00
7.2077E-05,7.800E+00
7.2581E-05,7.800E+00
7.3085E-05,8.200E+00
7.3589E-05,7.800E+00
7.4093E-05,7.800E+00
7.4597E-05,7.800E+00
7.5101E-05,7.800E+00
7.5605E-05,7.800E+00
7.6109E-05,8.200E+00
7.6613E-05,7.800E+00
7.7117E-05,7.800E+00
7.7621E-05,7.800E+00
7.8125E-05,7.800E+00
7.8629E-05,7.800E+00
7.9133E-05,7.800E+00
7.9637E-05,7.800E+00
8.0141E-05,7.800E+00
8.0645E-05,8.200E+00
8.1149E-05,7.800E+00
8.1653E-05,7.800E+00
8.2157E-05,7.800E+00
8.2661E-05,7.800E+00
8.3165E-05,7.800E+00
8.3669E-05,7.800E+00
8.4173E-05,7.800E+00
8.4678E-05,7.800E+00
8.5182E-05,7.800E+00
8.5686E-05,7.800E+00
8.6190E-05,7.800E+00
8.6694E-05,7.800E+00
8.7198E-05,7.800E+00
8.7702E-05,7.800E+00
8.8206E-05,7.800E+00
8.8710E-05,7.800E+00
8.9214E-05,8.200E+00
8.9718E-05,8.200E+00
9.0222E-05,8.200E+00
9.0726E-05,7.800E+00
9.1230E-05,7.800E+00
9.1734E-05,7.800E+00
9.2238E-05,7.800E+00
9.2742E-05,7.800E+00
9.3246E-05,7.800E+00
9.3750E-05,7.800E+00
9.4254E-05,7.800E+00
9.4758E-05,8.200E+00
9.5262E-05,8.200E+00
9.5766E-05,7.800E+00
9.6270E-05,7.800E+00
9.6774E-05,8.200E+00
9.7278E-05,7.800E+00
9.7782E-05,7.800E+00
9.8286E-05,7.800E+00
9.8790E-05,8.200E+00
9.9294E-05,7.800E+00
9.9798E-05,8.200E+00
1.0030E-04,7.800E+00
1.0081E-04,8.200E+00
1.0131E-04,8.200E+00
1.0181E-04,8.200E+00
1.0232E-04,7.800E+00
1.0282E-04,7.800E+00
1.0333E-04,8.200E+00
1.0383E-04,7.800E+00
1.0433E-04,7.800E+00
1.0484E-04,7.800E+00
1.0534E-04,8.200E+00
1.0585E-04,8.200E+00
1.0635E-04,8.200E+00
1.0685E-04,7.800E+00
1.0736E-04,7.800E+00
1.0786E-04,7.800E+00
1.0837E-04,7.800E+00
1.0887E-04,7.800E+00
1.0938E-04,8.200E+00
1.0988E-04,7.800E+00
1.1038E-04,8.200E+00
1.1089E-04,7.800E+00
1.1139E-04,7.800E+00
1.1190E-04,7.800E+00
1.1240E-04,8.200E+00
1.1290E-04,8.200E+00
1.1341E-04,8.200E+00
1.1391E-04,7.800E+00
1.1442E-04,7.800E+00
1.1492E-04,8.200E+00
1.1542E-04,7.800E+00
1.1593E-04,7.800E+00
1.1643E-04,7.800E+00
1.1694E-04,8.200E+00
1.1744E-04,7.800E+00
1.1794E-04,7.800E+00
1.1845E-04,7.800E+00
1.1895E-04,7.800E+00
1.1946E-04,8.200E+00
1.1996E-04,8.200E+00
1.2046E-04,8.200E+00
1.2097E-04,8.200E+00
1.2147E-04,7.800E+00
1.2198E-04,7.800E+00
1.2248E-04,8.200E+00
1.2298E-04,7.800E+00
1.2349E-04,8.200E+00
1.2399E-04,7.800E+00
1.2450E-04,7.800E+00
1.2500E-04,7.800E+00
1.2550E-04,8.200E+00
1.2601E-04,7.800E+00
1.2651E-04,8.200E+00
1.2702E-04,7.800E+00
1.2752E-04,7.800E+00
1.2802E-04,8.200E+00
1.2853E-04,7.800E+00
1.2903E-04,8.200E+00
1.2954E-04,7.800E+00
1.3004E-04,7.800E+00
1.3054E-04,8.200E+00
1.3105E-04,7.800E+00
1.3155E-04,7.800E+00
1.3206E-04,7.800E+00
1.3256E-04,8.200E+00
1.3306E-04,7.800E+00
1.3357E-04,7.800E+00
1.3407E-04,7.800E+00
1.3458E-04,7.800E+00
1.3508E-04,7.800E+00
1.3558E-04,7.800E+00
1.3609E-04,8.200E+00
1.3659E-04,7.800E+00
1.3710E-04,7.800E+00
1.3760E-04,8.200E+00
1.3810E-04,7.800E+00
1.3861E-04,8.200E+00
1.3911E-04,7.800E+00
1.3962E-04,7.800E+00
1.4012E-04,7.800E+00
1.4063E-04,7.800E+00
1.4113E-04,7.800E+00
1.4163E-04,7.800E+00
1.4214E-04,7.800E+00
1.4264E-04,7.800E+00
1.4315E-04,8.200E+00
1.4365E-04,7.800E+00
1.4415E-04,7.800E+00
1.4466E-04,7.800E+00
1.4516E-04,8.200E+00
1.4567E-04,8.200E+00
1.4617E-04,7.800E+00
1.4667E-04,7.800E+00
1.4718E-04,7.800E+00
1.4768E-04,7.800E+00
1.4819E-04,8.200E+00
1.4869E-04,7.800E+00
1.4919E-04,7.800E+00
1.4970E-04,7.800E+00
1.5020E-04,7.800E+00
1.5071E-04,7.800E+00
1.5121E-04,8.200E+00
1.5171E-04,7.800E+00
1.5222E-04,7.800E+00
1.5272E-04,7.800E+00
1.5323E-04,7.800E+00
1.5373E-04,7.800E+00
1.5423E-04,7.800E+00
1.5474E-04,7.800E+00
1.5524E-04,7.800E+00
1.5575E-04,7.800E+00
1.5625E-04,8.200E+00
1.5675E-04,7.800E+00
1.5726E-04,7.800E+00
1.5776E-04,7.800E+00
1.5827E-04,8.200E+00
1.5877E-04,7.800E+00
1.5927E-04,8.200E+00
1.5978E-04,7.800E+00
1.6028E-04,8.200E+00
1.6079E-04,7.800E+00
1.6129E-04,7.800E+00
1.6179E-04,7.800E+00
1.6230E-04,7.800E+00
1.6280E-04,8.200E+00
1.6331E-04,7.800E+00
1.6381E-04,7.800E+00
1.6431E-04,7.800E+00
1.6482E-04,7.800E+00
1.6532E-04,7.800E+00
1.6583E-04,8.200E+00
1.6633E-04,7.800E+00
1.6683E-04,7.800E+00
1.6734E-04,8.200E+00
1.6784E-04,7.800E+00
1.6835E-04,8.200E+00
1.6885E-04,7.800E+00
1.6935E-04,7.800E+00
1.6986E-04,8.200E+00
1.7036E-04,7.800E+00
1.7087E-04,7.800E+00
1.7137E-04,7.800E+00
1.7188E-04,7.800E+00
1.7238E-04,7.800E+00
1.7288E-04,7.800E+00
1.7339E-04,7.800E+00
1.7389E-04,7.800E+00
1.7440E-04,8.200E+00
1.7490E-04,8.200E+00
1.7540E-04,7.800E+00
1.7591E-04,8.200E+00
1.7641E-04,7.800E+00
1.7692E-04,7.800E+00
1.7742E-04,8.200E+00
1.7792E-04,7.800E+00
1.7843E-04,8.200E+00
1.7893E-04,7.800E+00
1.7944E-04,8.200E+00
1.7994E-04,7.800E+00
1.8044E-04,7.800E+00
1.8095E-04,7.800E+00
1.8145E-04,7.800E+00
1.8196E-04,8.200E+00
1.8246E-04,8.200E+00
1.8296E-04,7.800E+00
1.8347E-04,7.800E+00
1.8397E-04,8.200E+00
1.8448E-04,8.200E+00
1.8498E-04,7.800E+00
1.8548E-04,7.800E+00
1.8599E-04,8.200E+00
1.8649E-04,7.800E+00
1.8700E-04,7.800E+00
1.8750E-04,7.800E+00
1.8800E-04,7.800E+00
1.8851E-04,7.800E+00
1.8901E-04,8.200E+00
1.8952E-04,8.200E+00
1.9002E-04,7.800E+00
1.9052E-04,7.800E+00
1.9103E-04,7.800E+00
1.9153E-04,7.800E+00
1.9204E-04,7.800E+00
1.9254E-04,8.200E+00
1.9304E-04,7.800E+00
1.9355E-04,7.800E+00
1.9405E-04,7.800E+00
1.9456E-04,8.200E+00
1.9506E-04,7.800E+00
1.9556E-04,7.800E+00
1.9607E-04,7.800E+00
1.9657E-04,7.800E+00
1.9708E-04,8.200E+00
1.9758E-04,8.200E+00
1.9808E-04,7.800E+00
1.9859E-04,8.200E+00
1.9909E-04,7.800E+00
1.9960E-04,8.200E+00
2.0010E-04,7.800E+00
2.0060E-04,8.200E+00
2.0111E-04,7.800E+00
2.0161E-04,7.800E+00
2.0212E-04,8.200E+00
2.0262E-04,7.800E+00
2.0313E-04,7.800E+00
2.0363E-04,7.800E+00
2.0413E-04,8.200E+00
2.0464E-04,7.800E+00
2.0514E-04,8.200E+00
2.0565E-04,7.800E+00
2.0615E-04,7.800E+00
2.0665E-04,7.800E+00
2.0716E-04,8.200E+00
2.0766E-04,7.800E+00
2.0817E-04,7.800E+00
2.0867E-04,7.800E+00
2.0917E-04,7.800E+00
2.0968E-04,7.800E+00
2.1018E-04,7.800E+00
2.1069E-04,7.800E+00
2.1119E-04,8.200E+00
2.1169E-04,7.800E+00
2.1220E-04,7.800E+00
2.1270E-04,7.800E+00
2.1321E-04,7.800E+00
2.1371E-04,7.800E+00
2.1421E-04,8.200E+00
2.1472E-04,7.800E+00
2.1522E-04,8.200E+00
2.1573E-04,7.400E+00
2.1623E-04,8.200E+00
2.1673E-04,7.800E+00
2.1724E-04,7.800E+00
2.1774E-04,7.800E+00
2.1825E-04,7.800E+00
2.1875E-04,7.800E+00
2.1925E-04,8.200E+00
2.1976E-04,7.800E+00
2.2026E-04,7.800E+00
2.2077E-04,8.200E+00
2.2127E-04,8.200E+00
2.2177E-04,7.800E+00
2.2228E-04,7.800E+00
2.2278E-04,7.800E+00
2.2329E-04,7.800E+00
2.2379E-04,7.800E+00
2.2429E-04,7.800E+00
2.2480E-04,7.800E+00
2.2530E-04,8.200E+00
2.2581E-04,7.800E+00
2.2631E-04,7.800E+00
2.2681E-04,7.800E+00
2.2732E-04,8.200E+00
2.2782E-04,8.200E+00
2.2833E-04,8.200E+00
2.2883E-04,7.800E+00
2.2933E-04,7.800E+00
2.2984E-04,7.800E+00
2.3034E-04,7.800E+00
2.3085E-04,8.200E+00
2.3135E-04,7.800E+00
2.3185E-04,7.800E+00
2.3236E-04,7.800E+00
2.3286E-04,7.800E+00
2.3337E-04,7.800E+00
2.3387E-04,7.800E+00
2.3438E-04,7.800E+00
2.3488E-04,7.800E+00
2.3538E-04,8.200E+00
2.3589E-04,7.800E+00
2.3639E-04,7.800E+00
2.3690E-04,7.800E+00
2.3740E-04,8.200E+00
2.3790E-04,8.200E+00
2.3841E-04,7.800E+00
2.3891E-04,7.800E+00
2.3942E-04,7.800E+00
2.3992E-04,7.800E+00
2.4042E-04,8.200E+00
2.4093E-04,7.800E+00
2.4143E-04,8.200E+00
2.4194E-04,7.800E+00
2.4244E-04,7.800E+00
2.4294E-04,8.200E+00
2.4345E-04,7.800E+00
2.4395E-04,7.800E+00
2.4446E-04,7.800E+00
2.4496E-04,7.800E+00
2.4546E-04,8.200E+00
2.4597E-04,7.800E+00
2.4647E-04,7.800E+00
2.4698E-04,7.800E+00
2.4748E-04,8.200E+00
2.4798E-04,7.800E+00
2.4849E-04,8.200E+00
2.4899E-04,7.800E+00
2.4950E-04,8.200E+00
2.5000E-04,7.800E+00
2.5050E-04,7.800E+00
2.5101E-04,7.800E+00
2.5151E-04,7.800E+00
2.5202E-04,7.800E+00
2.5252E-04,8.200E+00
2.5302E-04,8.200E+00
2.5353E-04,7.800E+00
2.5403E-04,8.200E+00
2.5454E-04,8.200E+00
2.5504E-04,7.800E+00
2.5554E-04,7.800E+00
2.5605E-04,7.800E+00
2.5655E-04,8.200E+00
2.5706E-04,8.200E+00
2.5756E-04,7.800E+00
2.5806E-04,8.200E+00
2.5857E-04,7.800E+00
2.5907E-04,7.800E+00
2.5958E-04,7.800E+00
2.6008E-04,8.200E+00
2.6058E-04,8.200E+00
2.6109E-04,7.800E+00
2.6159E-04,7.800E+00
2.6210E-04,7.800E+00
2.6260E-04,7.800E+00
2.6310E-04,7.800E+00
2.6361E-04,7.800E+00
2.6411E-04,7.800E+00
2.6462E-04,7.800E+00
2.6512E-04,8.200E+00
2.6563E-04,7.800E+00
2.6613E-04,8.200E+00
2.6663E-04,8.200E+00
2.6714E-04,8.200E+00
2.6764E-04,7.800E+00
2.6815E-04,7.800E+00
2.6865E-04,7.800E+00
2.6915E-04,8.200E+00
2.6966E-04,8.200E+00
2.7016E-04,8.200E+00
2.7067E-04,7.800E+00
2.7117E-04,7.800E+00
2.7167E-04,7.800E+00
2.7218E-04,8.200E+00
2.7268E-04,7.800E+00
2.7319E-04,8.200E+00
2.7369E-04,7.800E+00
2.7419E-04,7.800E+00
2.7470E-04,8.200E+00
2.7520E-04,7.800E+00
2.7571E-04,7.800E+00
2.7621E-04,7.800E+00
2.7671E-04,8.200E+00
2.7722E-04,7.800E+00
2.7772E-04,7.800E+00
2.7823E-04,8.200E+00
2.7873E-04,8.200E+00
2.7923E-04,7.800E+00
2.7974E-04,7.800E+00
2.8024E-04,7.800E+00
2.8075E-04,7.800E+00
2.8125E-04,8.200E+00
2.8175E-04,8.200E+00
2.8226E-04,7.800E+00
2.8276E-04,7.800E+00
2.8327E-04,7.800E+00
2.8377E-04,7.800E+00
2.8427E-04,8.200E+00
2.8478E-04,7.800E+00
2.8528E-04,8.200E+00
2.8579E-04,7.800E+00
2.8629E-04,7.800E+00
2.8679E-04,7.800E+00
2.8730E-04,7.800E+00
2.8780E-04,7.800E+00
2.8831E-04,7.800E+00
2.8881E-04,7.800E+00
2.8931E-04,8.200E+00
2.8982E-04,7.800E+00
2.9032E-04,8.200E+00
2.9083E-04,7.800E+00
2.9133E-04,8.200E+00
2.9183E-04,7.800E+00
2.9234E-04,7.800E+00
2.9284E-04,7.800E+00
2.9335E-04,7.800E+00
2.9385E-04,7.800E+00
2.9435E-04,8.200E+00
2.9486E-04,8.200E+00
2.9536E-04,7.800E+00
2.9587E-04,7.800E+00
2.9637E-04,7.800E+00
2.9688E-04,7.800E+00
2.9738E-04,7.800E+00
2.9788E-04,7.800E+00
2.9839E-04,7.800E+00
2.9889E-04,7.800E+00
2.9940E-04,8.200E+00
2.9990E-04,7.800E+00
3.0040E-04,7.800E+00
3.0091E-04,7.800E+00
3.0141E-04,7.800E+00
3.0192E-04,8.200E+00
3.0242E-04,7.800E+00
3.0292E-04,7.800E+00
3.0343E-04,7.800E+00
3.0393E-04,7.800E+00
3.0444E-04,8.200E+00
3.0494E-04,7.800E+00
3.0544E-04,7.800E+00
3.0595E-04,7.800E+00
3.0645E-04,8.200E+00
3.0696E-04,7.800E+00
3.0746E-04,8.200E+00
3.0796E-04,8.200E+00
3.0847E-04,7.800E+00
3.0897E-04,7.800E+00
3.0948E-04,8.200E+00
3.0998E-04,8.200E+00
3.1048E-04,8.200E+00
3.1099E-04,7.800E+00
3.1149E-04,7.800E+00
3.1200E-04,7.800E+00
3.1250E-04,7.800E+00
3.1300E-04,7.800E+00
3.1351E-04,7.800E+00
3.1401E-04,7.800E+00
3.1452E-04,7.800E+00
3.1502E-04,7.800E+00
3.1552E-04,8.200E+00
3.1603E-04,7.800E+00
3.1653E-04,7.800E+00
3.1704E-04,7.800E+00
3.1754E-04,8.200E+00
3.1804E-04,7.800E+00
3.1855E-04,8.200E+00
3.1905E-04,7.800E+00
3.1956E-04,8.200E+00
3.2006E-04,8.200E+00
3.2056E-04,7.800E+00
3.2107E-04,8.200E+00
3.2157E-04,8.200E+00
3.2208E-04,7.800E+00
3.2258E-04,8.200E+00
3.2308E-04,8.200E+00
3.2359E-04,8.200E+00
3.2409E-04,8.200E+00
3.2460E-04,7.800E+00
3.2510E-04,7.800E+00
3.2560E-04,7.800E+00
3.2611E-04,7.800E+00
3.2661E-04,7.800E+00
3.2712E-04,8.200E+00
3.2762E-04,7.800E+00
3.2813E-04,7.800E+00
3.2863E-04,7.800E+00
3.2913E-04,8.200E+00
3.2964E-04,7.800E+00
3.3014E-04,7.800E+00
3.3065E-04,7.800E+00
3.3115E-04,8.200E+00
3.3165E-04,7.800E+00
3.3216E-04,8.200E+00
3.3266E-04,7.800E+00
3.3317E-04,7.800E+00
3.3367E-04,7.800E+00
3.3417E-04,7.800E+00
3.3468E-04,7.800E+00
3.3518E-04,7.800E+00
3.3569E-04,7.800E+00
3.3619E-04,7.800E+00
3.3669E-04,7.800E+00
3.3720E-04,7.800E+00
3.3770E-04,7.800E+00
3.3821E-04,8.200E+00
3.3871E-04,7.800E+00
3.3921E-04,7.800E+00
3.3972E-04,7.800E+00
3.4022E-04,7.800E+00
3.4073E-04,7.800E+00
3.4123E-04,8.200E+00
3.4173E-04,7.800E+00
3.4224E-04,7.800E+00
3.4274E-04,7.800E+00
3.4325E-04,7.800E+00
3.4375E-04,7.800E+00
3.4425E-04,7.800E+00
3.4476E-04,7.800E+00
3.4526E-04,7.800E+00
3.4577E-04,7.800E+00
3.4627E-04,7.800E+00
3.4677E-04,7.800E+00
3.4728E-04,7.800E+00
3.4778E-04,7.800E+00
3.4829E-04,7.800E+00
3.4879E-04,8.200E+00
3.4929E-04,7.800E+00
3.4980E-04,7.800E+00
3.5030E-04,7.800E+00
3.5081E-04,7.800E+00
3.5131E-04,7.800E+00
3.5181E-04,7.800E+00
3.5232E-04,7.800E+00
3.5282E-04,7.800E+00
3.5333E-04,7.800E+00
3.5383E-04,7.800E+00
3.5433E-04,7.800E+00
3.5484E-04,8.200E+00
3.5534E-04,7.800E+00
3.5585E-04,7.800E+00
3.5635E-04,7.800E+00
3.5685E-04,8.200E+00
3.5736E-04,7.800E+00
3.5786E-04,7.800E+00
3.5837E-04,7.800E+00
3.5887E-04,7.800E+00
3.5938E-04,8.200E+00
3.5988E-04,7.800E+00
3.6038E-04,7.800E+00
3.6089E-04,7.800E+00
3.6139E-04,8.200E+00
3.6190E-04,8.200E+00
3.6240E-04,8.200E+00
3.6290E-04,7.800E+00
3.6341E-04,7.800E+00
3.6391E-04,7.800E+00
3.6442E-04,7.800E+00
3.6492E-04,7.800E+00
3.6542E-04,8.200E+00
3.6593E-04,7.800E+00
3.6643E-04,7.800E+00
3.6694E-04,7.800E+00
3.6744E-04,7.800E+00
3.6794E-04,8.200E+00
3.6845E-04,8.200E+00
3.6895E-04,8.200E+00
3.6946E-04,7.800E+00
3.6996E-04,8.200E+00
3.7046E-04,7.800E+00
3.7097E-04,7.800E+00
3.7147E-04,8.200E+00
3.7198E-04,7.800E+00
3.7248E-04,7.800E+00
3.7298E-04,7.800E+00
3.7349E-04,8.200E+00
3.7399E-04,7.800E+00
3.7450E-04,8.200E+00
3.7500E-04,7.800E+00
3.7550E-04,7.800E+00
3.7601E-04,8.200E+00
3.7651E-04,7.800E+00
3.7702E-04,7.800E+00
3.7752E-04,7.800E+00
3.7802E-04,7.800E+00
3.7853E-04,8.200E+00
3.7903E-04,8.200E+00
3.7954E-04,7.800E+00
3.8004E-04,7.800E+00
3.8054E-04,7.800E+00
3.8105E-04,8.200E+00
3.8155E-04,7.800E+00
3.8206E-04,7.800E+00
3.8256E-04,8.200E+00
3.8306E-04,7.800E+00
3.8357E-04,8.200E+00
3.8407E-04,7.800E+00
3.8458E-04,7.800E+00
3.8508E-04,7.800E+00
3.8558E-04,7.800E+00
3.8609E-04,7.800E+00
3.8659E-04,7.800E+00
3.8710E-04,7.800E+00
3.8760E-04,7.800E+00
3.8810E-04,8.200E+00
3.8861E-04,7.800E+00
3.8911E-04,8.200E+00
3.8962E-04,7.800E+00
3.9012E-04,7.800E+00
3.9063E-04,8.200E+00
3.9113E-04,7.800E+00
3.9163E-04,8.200E+00
3.9214E-04,7.800E+00
3.9264E-04,7.800E+00
3.9315E-04,7.800E+00
3.9365E-04,7.800E+00
3.9415E-04,7.800E+00
3.9466E-04,8.200E+00
3.9516E-04,7.800E+00
3.9567E-04,7.800E+00
3.9617E-04,7.800E+00
3.9667E-04,7.800E+00
3.9718E-04,7.800E+00
3.9768E-04,7.800E+00
3.9819E-04,8.200E+00
3.9869E-04,7.800E+00
3.9919E-04,7.800E+00
3.9970E-04,7.800E+00
4.0020E-04,8.200E+00
4.0071E-04,7.800E+00
4.0121E-04,8.200E+00
4.0171E-04,7.800E+00
4.0222E-04,7.800E+00
4.0272E-04,7.800E+00
4.0323E-04,7.800E+00
4.0373E-04,7.800E+00
4.0423E-04,8.200E+00
4.0474E-04,8.200E+00
4.0524E-04,7.800E+00
4.0575E-04,8.200E+00
4.0625E-04,7.800E+00
4.0675E-04,8.200E+00
4.0726E-04,7.800E+00
4.0776E-04,7.800E+00
4.0827E-04,7.800E+00
4.0877E-04,7.800E+00
4.0927E-04,7.800E+00
4.0978E-04,7.800E+00
4.1028E-04,7.800E+00
4.1079E-04,7.800E+00
4.1129E-04,7.800E+00
4.1179E-04,7.800E+00
4.1230E-04,7.800E+00
4.1280E-04,7.800E+00
4.1331E-04,7.800E+00
4.1381E-04,7.800E+00
4.1431E-04,7.800E+00
4.1482E-04,8.200E+00
4.1532E-04,7.800E+00
4.1583E-04,7.800E+00
4.1633E-04,7.800E+00
4.1683E-04,7.800E+00
4.1734E-04,7.800E+00
4.1784E-04,7.800E+00
4.1835E-04,8.200E+00
4.1885E-04,8.200E+00
4.1935E-04,7.800E+00
4.1986E-04,8.200E+00
4.2036E-04,8.200E+00
4.2087E-04,7.800E+00
4.2137E-04,7.800E+00
4.2188E-04,8.200E+00
4.2238E-04,8.200E+00
4.2288E-04,7.800E+00
4.2339E-04,8.200E+00
4.2389E-04,8.200E+00
4.2440E-04,7.800E+00
4.2490E-04,7.800E+00
4.2540E-04,7.800E+00
4.2591E-04,7.800E+00
4.2641E-04,8.200E+00
4.2692E-04,7.800E+00
4.2742E-04,8.200E+00
4.2792E-04,8.200E+00
4.2843E-04,8.200E+00
4.2893E-04,7.800E+00
4.2944E-04,7.800E+00
4.2994E-04,7.800E+00
4.3044E-04,8.200E+00
4.3095E-04,7.800E+00
4.3145E-04,8.200E+00
4.3196E-04,8.200E+00
4.3246E-04,8.200E+00
4.3296E-04,7.800E+00
4.3347E-04,7.800E+00
4.3397E-04,7.800E+00
4.3448E-04,7.800E+00
4.3498E-04,7.800E+00
4.3548E-04,8.200E+00
4.3599E-04,7.800E+00
4.3649E-04,7.800E+00
4.3700E-04,7.800E+00
4.3750E-04,8.200E+00
4.3800E-04,7.800E+00
4.3851E-04,7.800E+00
4.3901E-04,7.800E+00
4.3952E-04,7.800E+00
4.4002E-04,7.800E+00
4.4052E-04,7.800E+00
