t,u
-1.2893E-03,2.200E+00
-1.2888E-03,2.200E+00
-1.2883E-03,1.800E+00
-1.2878E-03,1.800E+00
-1.2873E-03,1.800E+00
-1.2868E-03,2.200E+00
-1.2863E-03,1.800E+00
-1.2858E-03,1.800E+00
-1.2853E-03,2.200E+00
-1.2848E-03,1.800E+00
-1.2843E-03,2.200E+00
-1.2838E-03,1.800E+00
-1.2833E-03,1.800E+00
-1.2828E-03,1.800E+00
-1.2823E-03,2.200E+00
-1.2818E-03,1.800E+00
-1.2813E-03,2.200E+00
-1.2807E-03,2.200E+00
-1.2802E-03,2.200E+00
-1.2797E-03,1.800E+00
-1.2792E-03,1.800E+00
-1.2787E-03,2.200E+00
-1.2782E-03,2.200E+00
-1.2777E-03,1.800E+00
-1.2772E-03,1.800E+00
-1.2767E-03,1.800E+00
-1.2762E-03,2.200E+00
-1.2757E-03,1.800E+00
-1.2752E-03,2.200E+00
-1.2747E-03,1.800E+00
-1.2742E-03,1.800E+00
-1.2737E-03,1.800E+00
-1.2732E-03,1.800E+00
-1.2727E-03,2.200E+00
-1.2722E-03,2.200E+00
-1.2717E-03,2.200E+00
-1.2712E-03,2.200E+00
-1.2707E-03,1.800E+00
-1.2702E-03,2.200E+00
-1.2697E-03,2.200E+00
-1.2692E-03,2.200E+00
-1.2686E-03,1.800E+00
-1.2681E-03,1.800E+00
-1.2676E-03,1.800E+00
-1.2671E-03,1.800E+00
-1.2666E-03,1.800E+00
-1.2661E-03,1.800E+00
-1.2656E-03,1.800E+00
-1.2651E-03,1.800E+00
-1.2646E-03,1.800E+00
-1.2641E-03,2.200E+00
-1.2636E-03,2.200E+00
-1.2631E-03,1.800E+00
-1.2626E-03,2.200E+00
-1.2621E-03,1.800E+00
-1.2616E-03,2.200E+00
-1.2611E-03,1.800E+00
-1.2606E-03,1.800E+00
-1.2601E-03,2.200E+00
-1.2596E-03,1.800E+00
-1.2591E-03,1.800E+00
-1.2586E-03,1.800E+00
-1.2581E-03,2.200E+00
-1.2576E-03,1.800E+00
-1.2571E-03,1.800E+00
-1.2566E-03,1.800E+00
-1.2560E-03,1.800E+00
-1.2555E-03,2.200E+00
-1.2550E-03,2.200E+00
-1.2545E-03,2.200E+00
-1.2540E-03,1.800E+00
-1.2535E-03,1.800E+00
-1.2530E-03,1.800E+00
-1.2525E-03,1.800E+00
-1.2520E-03,1.800E+00
-1.2515E-03,2.200E+00
-1.2510E-03,1.800E+00
-1.2505E-03,1.800E+00
-1.2500E-03,1.800E+00
-1.2495E-03,2.200E+00
-1.2490E-03,2.200E+00
-1.2485E-03,1.800E+00
-1.2480E-03,1.800E+00
-1.2475E-03,2.200E+00
-1.2470E-03,2.200E+00
-1.2465E-03,2.200E+00
-1.2460E-03,2.200E+00
-1.2455E-03,1.800E+00
-1.2450E-03,2.200E+00
-1.2445E-03,2.200E+00
-1.2440E-03,1.800E+00
-1.2434E-03,1.800E+00
-1.2429E-03,2.200E+00
-1.2424E-03,2.200E+00
-1.2419E-03,2.200E+00
-1.2414E-03,2.200E+00
-1.2409E-03,2.200E+00
-1.2404E-03,2.200E+00
-1.2399E-03,1.800E+00
-1.2394E-03,1.800E+00
-1.2389E-03,2.200E+00
-1.2384E-03,1.800E+00
-1.2379E-03,2.200E+00
-1.2374E-03,1.800E+00
-1.2369E-03,2.200E+00
-1.2364E-03,1.800E+00
-1.2359E-03,1.800E+00
-1.2354E-03,1.800E+00
-1.2349E-03,1.800E+00
-1.2344E-03,2.200E+00
-1.2339E-03,2.200E+00
-1.2334E-03,1.800E+00
-1.2329E-03,1.800E+00
-1.2324E-03,1.800E+00
-1.2319E-03,1.800E+00
-1.2314E-03,1.800E+00
-1.2308E-03,2.200E+00
-1.2303E-03,1.800E+00
-1.2298E-03,1.800E+00
-1.2293E-03,2.200E+00
-1.2288E-03,2.200E+00
-1.2283E-03,1.800E+00
-1.2278E-03,2.200E+00
-1.2273E-03,1.800E+00
-1.2268E-03,1.800E+00
-1.2263E-03,1.800E+00
-1.2258E-03,2.200E+00
-1.2253E-03,1.800E+00
-1.2248E-03,2.200E+00
-1.2243E-03,1.800E+00
-1.2238E-03,2.200E+00
-1.2233E-03,2.200E+00
-1.2228E-03,1.800E+00
-1.2223E-03,1.800E+00
-1.2218E-03,1.800E+00
-1.2213E-03,2.200E+00
-1.2208E-03,2.200E+00
-1.2203E-03,1.800E+00
-1.2198E-03,1.800E+00
-1.2193E-03,2.200E+00
-1.2188E-03,2.200E+00
-1.2182E-03,2.200E+00
-1.2177E-03,2.200E+00
-1.2172E-03,1.800E+00
-1.2167E-03,1.800E+00
-1.2162E-03,2.200E+00
-1.2157E-03,2.200E+00
-1.2152E-03,1.800E+00
-1.2147E-03,2.200E+00
-1.2142E-03,1.800E+00
-1.2137E-03,2.200E+00
-1.2132E-03,2.200E+00
-1.2127E-03,2.200E+00
-1.2122E-03,1.800E+00
-1.2117E-03,1.800E+00
-1.2112E-03,1.800E+00
-1.2107E-03,1.800E+00
-1.2102E-03,1.800E+00
-1.2097E-03,2.200E+00
-1.2092E-03,1.800E+00
-1.2087E-03,2.200E+00
-1.2082E-03,2.200E+00
-1.2077E-03,1.800E+00
-1.2072E-03,1.800E+00
-1.2067E-03,2.200E+00
-1.2061E-03,1.800E+00
-1.2056E-03,1.800E+00
-1.2051E-03,1.800E+00
-1.2046E-03,2.200E+00
-1.2041E-03,1.800E+00
-1.2036E-03,2.200E+00
-1.2031E-03,2.200E+00
-1.2026E-03,1.800E+00
-1.2021E-03,2.200E+00
-1.2016E-03,1.800E+00
-1.2011E-03,1.800E+00
-1.2006E-03,2.200E+00
-1.2001E-03,1.800E+00
-1.1996E-03,1.800E+00
-1.1991E-03,1.800E+00
-1.1986E-03,2.200E+00
-1.1981E-03,1.800E+00
-1.1976E-03,2.200E+00
-1.1971E-03,2.200E+00
-1.1966E-03,2.200E+00
-1.1961E-03,2.200E+00
-1.1956E-03,1.800E+00
-1.1951E-03,2.200E+00
-1.1946E-03,2.200E+00
-1.1941E-03,1.800E+00
-1.1935E-03,2.200E+00
-1.1930E-03,1.800E+00
-1.1925E-03,2.200E+00
-1.1920E-03,1.800E+00
-1.1915E-03,2.200E+00
-1.1910E-03,1.800E+00
-1.1905E-03,1.800E+00
-1.1900E-03,1.800E+00
-1.1895E-03,1.800E+00
-1.1890E-03,2.200E+00
-1.1885E-03,2.200E+00
-1.1880E-03,2.200E+00
-1.1875E-03,1.800E+00
-1.1870E-03,2.200E+00
-1.1865E-03,1.800E+00
-1.1860E-03,1.800E+00
-1.1855E-03,2.200E+00
-1.1850E-03,1.800E+00
-1.1845E-03,1.800E+00
-1.1840E-03,1.800E+00
-1.1835E-03,1.800E+00
-1.1830E-03,1.800E+00
-1.1825E-03,1.800E+00
-1.1820E-03,2.200E+00
-1.1815E-03,2.200E+00
-1.1809E-03,2.200E+00
-1.1804E-03,2.200E+00
-1.1799E-03,1.800E+00
-1.1794E-03,2.200E+00
-1.1789E-03,2.200E+00
-1.1784E-03,2.200E+00
-1.1779E-03,2.200E+00
-1.1774E-03,1.800E+00
-1.1769E-03,1.800E+00
-1.1764E-03,2.200E+00
-1.1759E-03,2.200E+00
-1.1754E-03,1.800E+00
-1.1749E-03,2.200E+00
-1.1744E-03,1.800E+00
-1.1739E-03,2.200E+00
-1.1734E-03,1.800E+00
-1.1729E-03,2.200E+00
-1.1724E-03,2.200E+00
-1.1719E-03,1.800E+00
-1.1714E-03,1.800E+00
-1.1709E-03,2.200E+00
-1.1704E-03,1.800E+00
-1.1699E-03,1.800E+00
-1.1694E-03,2.200E+00
-1.1689E-03,2.200E+00
-1.1683E-03,1.800E+00
-1.1678E-03,2.200E+00
-1.1673E-03,1.800E+00
-1.1668E-03,1.800E+00
-1.1663E-03,1.800E+00
-1.1658E-03,2.200E+00
-1.1653E-03,2.200E+00
-1.1648E-03,2.200E+00
-1.1643E-03,2.200E+00
-1.1638E-03,1.800E+00
-1.1633E-03,1.800E+00
-1.1628E-03,2.200E+00
-1.1623E-03,1.800E+00
-1.1618E-03,2.200E+00
-1.1613E-03,1.800E+00
-1.1608E-03,2.200E+00
-1.1603E-03,1.800E+00
-1.1598E-03,1.800E+00
-1.1593E-03,1.800E+00
-1.1588E-03,2.200E+00
-1.1583E-03,2.200E+00
-1.1578E-03,1.800E+00
-1.1573E-03,2.200E+00
-1.1568E-03,2.200E+00
-1.1563E-03,2.200E+00
-1.1557E-03,1.800E+00
-1.1552E-03,2.200E+00
-1.1547E-03,2.200E+00
-1.1542E-03,1.800E+00
-1.1537E-03,1.800E+00
-1.1532E-03,2.200E+00
-1.1527E-03,2.200E+00
-1.1522E-03,2.200E+00
-1.1517E-03,2.200E+00
-1.1512E-03,1.800E+00
-1.1507E-03,2.200E+00
-1.1502E-03,2.200E+00
-1.1497E-03,1.800E+00
-1.1492E-03,2.200E+00
-1.1487E-03,2.200E+00
-1.1482E-03,1.800E+00
-1.1477E-03,1.800E+00
-1.1472E-03,1.800E+00
-1.1467E-03,2.200E+00
-1.1462E-03,2.200E+00
-1.1457E-03,1.800E+00
-1.1452E-03,2.200E+00
-1.1447E-03,2.200E+00
-1.1442E-03,1.800E+00
-1.1436E-03,2.200E+00
-1.1431E-03,1.800E+00
-1.1426E-03,2.200E+00
-1.1421E-03,2.200E+00
-1.1416E-03,2.200E+00
-1.1411E-03,2.200E+00
-1.1406E-03,2.200E+00
-1.1401E-03,1.800E+00
-1.1396E-03,1.800E+00
-1.1391E-03,2.200E+00
-1.1386E-03,2.200E+00
-1.1381E-03,1.800E+00
-1.1376E-03,2.200E+00
-1.1371E-03,1.800E+00
-1.1366E-03,1.800E+00
-1.1361E-03,2.200E+00
-1.1356E-03,2.200E+00
-1.1351E-03,2.200E+00
-1.1346E-03,1.800E+00
-1.1341E-03,1.800E+00
-1.1336E-03,2.200E+00
-1.1331E-03,1.800E+00
-1.1326E-03,1.800E+00
-1.1321E-03,1.800E+00
-1.1316E-03,2.200E+00
-1.1310E-03,2.200E+00
-1.1305E-03,2.200E+00
-1.1300E-03,1.800E+00
-1.1295E-03,2.200E+00
-1.1290E-03,1.800E+00
-1.1285E-03,1.800E+00
-1.1280E-03,2.200E+00
-1.1275E-03,2.200E+00
-1.1270E-03,1.800E+00
-1.1265E-03,2.200E+00
-1.1260E-03,1.800E+00
-1.1255E-03,2.200E+00
-1.1250E-03,1.800E+00
-1.1245E-03,2.200E+00
-1.1240E-03,1.800E+00
-1.1235E-03,1.800E+00
-1.1230E-03,1.800E+00
-1.1225E-03,1.800E+00
-1.1220E-03,1.800E+00
-1.1215E-03,1.800E+00
-1.1210E-03,1.800E+00
-1.1205E-03,2.200E+00
-1.1200E-03,1.800E+00
-1.1195E-03,2.200E+00
-1.1190E-03,2.200E+00
-1.1184E-03,2.200E+00
-1.1179E-03,1.800E+00
-1.1174E-03,1.800E+00
-1.1169E-03,2.200E+00
-1.1164E-03,2.200E+00
-1.1159E-03,2.200E+00
-1.1154E-03,1.800E+00
-1.1149E-03,1.800E+00
-1.1144E-03,1.800E+00
-1.1139E-03,2.200E+00
-1.1134E-03,1.800E+00
-1.1129E-03,1.800E+00
-1.1124E-03,2.200E+00
-1.1119E-03,2.200E+00
-1.1114E-03,1.800E+00
-1.1109E-03,1.800E+00
-1.1104E-03,2.200E+00
-1.1099E-03,1.800E+00
-1.1094E-03,1.800E+00
-1.1089E-03,2.200E+00
-1.1084E-03,1.800E+00
-1.1079E-03,2.200E+00
-1.1074E-03,2.200E+00
-1.1069E-03,2.200E+00
-1.1064E-03,2.200E+00
-1.1058E-03,1.800E+00
-1.1053E-03,1.800E+00
-1.1048E-03,2.200E+00
-1.1043E-03,1.800E+00
-1.1038E-03,2.200E+00
-1.1033E-03,1.800E+00
-1.1028E-03,2.200E+00
-1.1023E-03,2.200E+00
-1.1018E-03,2.200E+00
-1.1013E-03,1.800E+00
-1.1008E-03,1.800E+00
-1.1003E-03,1.800E+00
-1.0998E-03,1.800E+00
-1.0993E-03,1.800E+00
-1.0988E-03,1.800E+00
-1.0983E-03,2.200E+00
-1.0978E-03,1.800E+00
-1.0973E-03,1.800E+00
-1.0968E-03,2.200E+00
-1.0963E-03,1.800E+00
-1.0958E-03,2.200E+00
-1.0953E-03,1.800E+00
-1.0948E-03,1.800E+00
-1.0943E-03,2.200E+00
-1.0938E-03,1.800E+00
-1.0932E-03,2.200E+00
-1.0927E-03,2.200E+00
-1.0922E-03,1.800E+00
-1.0917E-03,2.200E+00
-1.0912E-03,2.200E+00
-1.0907E-03,1.800E+00
-1.0902E-03,2.200E+00
-1.0897E-03,1.800E+00
-1.0892E-03,1.800E+00
-1.0887E-03,1.800E+00
-1.0882E-03,2.200E+00
-1.0877E-03,2.200E+00
-1.0872E-03,2.200E+00
-1.0867E-03,1.800E+00
-1.0862E-03,1.800E+00
-1.0857E-03,2.200E+00
-1.0852E-03,1.800E+00
-1.0847E-03,1.800E+00
-1.0842E-03,1.800E+00
-1.0837E-03,1.800E+00
-1.0832E-03,1.800E+00
-1.0827E-03,2.200E+00
-1.0822E-03,2.200E+00
-1.0817E-03,2.200E+00
-1.0811E-03,1.800E+00
-1.0806E-03,2.200E+00
-1.0801E-03,1.800E+00
-1.0796E-03,1.800E+00
-1.0791E-03,2.200E+00
-1.0786E-03,1.800E+00
-1.0781E-03,2.200E+00
-1.0776E-03,1.800E+00
-1.0771E-03,2.200E+00
-1.0766E-03,1.800E+00
-1.0761E-03,2.200E+00
-1.0756E-03,2.200E+00
-1.0751E-03,2.200E+00
-1.0746E-03,2.200E+00
-1.0741E-03,2.200E+00
-1.0736E-03,1.800E+00
-1.0731E-03,1.800E+00
-1.0726E-03,1.800E+00
-1.0721E-03,1.800E+00
-1.0716E-03,1.800E+00
-1.0711E-03,1.800E+00
-1.0706E-03,1.800E+00
-1.0701E-03,2.200E+00
-1.0696E-03,2.200E+00
-1.0691E-03,1.800E+00
-1.0685E-03,2.200E+00
-1.0680E-03,1.800E+00
-1.0675E-03,2.200E+00
-1.0670E-03,1.800E+00
-1.0665E-03,1.800E+00
-1.0660E-03,1.800E+00
-1.0655E-03,2.200E+00
-1.0650E-03,2.200E+00
-1.0645E-03,2.200E+00
-1.0640E-03,2.200E+00
-1.0635E-03,2.200E+00
-1.0630E-03,2.200E+00
-1.0625E-03,1.800E+00
-1.0620E-03,2.200E+00
-1.0615E-03,1.800E+00
-1.0610E-03,2.200E+00
-1.0605E-03,1.800E+00
-1.0600E-03,1.800E+00
-1.0595E-03,2.200E+00
-1.0590E-03,2.200E+00
-1.0585E-03,2.200E+00
-1.0580E-03,1.800E+00
-1.0575E-03,1.800E+00
-1.0570E-03,1.800E+00
-1.0565E-03,1.800E+00
-1.0559E-03,1.800E+00
-1.0554E-03,1.800E+00
-1.0549E-03,1.800E+00
-1.0544E-03,1.800E+00
-1.0539E-03,2.200E+00
-1.0534E-03,2.200E+00
-1.0529E-03,1.800E+00
-1.0524E-03,2.200E+00
-1.0519E-03,1.800E+00
-1.0514E-03,2.200E+00
-1.0509E-03,1.800E+00
-1.0504E-03,1.800E+00
-1.0499E-03,2.200E+00
-1.0494E-03,2.200E+00
-1.0489E-03,1.800E+00
-1.0484E-03,2.200E+00
-1.0479E-03,2.200E+00
-1.0474E-03,2.200E+00
-1.0469E-03,2.200E+00
-1.0464E-03,2.200E+00
-1.0459E-03,2.200E+00
-1.0454E-03,2.200E+00
-1.0449E-03,1.800E+00
-1.0444E-03,2.200E+00
-1.0439E-03,1.800E+00
-1.0433E-03,2.200E+00
-1.0428E-03,2.200E+00
-1.0423E-03,1.800E+00
-1.0418E-03,2.200E+00
-1.0413E-03,2.200E+00
-1.0408E-03,1.800E+00
-1.0403E-03,2.200E+00
-1.0398E-03,2.200E+00
-1.0393E-03,2.200E+00
-1.0388E-03,1.800E+00
-1.0383E-03,1.800E+00
-1.0378E-03,2.200E+00
-1.0373E-03,2.200E+00
-1.0368E-03,2.200E+00
-1.0363E-03,2.200E+00
-1.0358E-03,1.800E+00
-1.0353E-03,2.200E+00
-1.0348E-03,1.800E+00
-1.0343E-03,2.200E+00
-1.0338E-03,1.800E+00
-1.0333E-03,2.200E+00
-1.0328E-03,1.800E+00
-1.0323E-03,1.800E+00
-1.0318E-03,2.200E+00
-1.0313E-03,1.800E+00
-1.0307E-03,2.200E+00
-1.0302E-03,1.800E+00
-1.0297E-03,1.800E+00
-1.0292E-03,1.800E+00
-1.0287E-03,2.200E+00
-1.0282E-03,1.800E+00
-1.0277E-03,1.800E+00
-1.0272E-03,1.800E+00
-1.0267E-03,1.800E+00
-1.0262E-03,1.800E+00
-1.0257E-03,2.200E+00
-1.0252E-03,2.200E+00
-1.0247E-03,1.800E+00
-1.0242E-03,1.800E+00
-1.0237E-03,2.200E+00
-1.0232E-03,2.200E+00
-1.0227E-03,1.800E+00
-1.0222E-03,1.800E+00
-1.0217E-03,1.800E+00
-1.0212E-03,1.800E+00
-1.0207E-03,2.200E+00
-1.0202E-03,2.200E+00
-1.0197E-03,1.800E+00
-1.0192E-03,2.200E+00
-1.0186E-03,1.800E+00
-1.0181E-03,2.200E+00
-1.0176E-03,2.200E+00
-1.0171E-03,1.800E+00
-1.0166E-03,1.800E+00
-1.0161E-03,1.800E+00
-1.0156E-03,2.200E+00
-1.0151E-03,1.800E+00
-1.0146E-03,1.800E+00
-1.0141E-03,1.800E+00
-1.0136E-03,2.200E+00
-1.0131E-03,2.200E+00
-1.0126E-03,2.200E+00
-1.0121E-03,1.800E+00
-1.0116E-03,2.200E+00
-1.0111E-03,1.800E+00
-1.0106E-03,2.200E+00
-1.0101E-03,2.200E+00
-1.0096E-03,2.200E+00
-1.0091E-03,1.800E+00
-1.0086E-03,1.800E+00
-1.0081E-03,2.200E+00
-1.0076E-03,1.800E+00
-1.0071E-03,2.200E+00
-1.0066E-03,1.800E+00
-1.0060E-03,1.800E+00
-1.0055E-03,1.800E+00
-1.0050E-03,2.200E+00
-1.0045E-03,2.200E+00
-1.0040E-03,1.800E+00
-1.0035E-03,2.200E+00
-1.0030E-03,2.200E+00
-1.0025E-03,1.800E+00
-1.0020E-03,1.800E+00
-1.0015E-03,1.800E+00
-1.0010E-03,2.200E+00
-1.0005E-03,1.800E+00
-1.0000E-03,2.200E+00
-9.9950E-04,2.200E+00
-9.9899E-04,2.200E+00
-9.9849E-04,2.200E+00
-9.9798E-04,1.800E+00
-9.9748E-04,2.200E+00
-9.9698E-04,1.800E+00
-9.9647E-04,1.800E+00
-9.9597E-04,1.800E+00
-9.9546E-04,1.800E+00
-9.9496E-04,2.200E+00
-9.9446E-04,1.800E+00
-9.9395E-04,2.200E+00
-9.9345E-04,1.800E+00
-9.9294E-04,2.200E+00
-9.9244E-04,1.800E+00
-9.9194E-04,1.800E+00
-9.9143E-04,2.200E+00
-9.9093E-04,1.800E+00
-9.9042E-04,1.800E+00
-9.8992E-04,1.800E+00
-9.8942E-04,2.200E+00
-9.8891E-04,2.200E+00
-9.8841E-04,2.200E+00
-9.8790E-04,2.200E+00
-9.8740E-04,1.800E+00
-9.8690E-04,1.800E+00
-9.8639E-04,1.800E+00
-9.8589E-04,2.200E+00
-9.8538E-04,1.800E+00
-9.8488E-04,1.800E+00
-9.8438E-04,1.800E+00
-9.8387E-04,2.200E+00
-9.8337E-04,1.800E+00
-9.8286E-04,1.800E+00
-9.8236E-04,1.800E+00
-9.8185E-04,1.800E+00
-9.8135E-04,2.200E+00
-9.8085E-04,2.200E+00
-9.8034E-04,2.200E+00
-9.7984E-04,1.800E+00
-9.7933E-04,1.800E+00
-9.7883E-04,2.200E+00
-9.7833E-04,1.800E+00
-9.7782E-04,2.200E+00
-9.7732E-04,1.800E+00
-9.7681E-04,1.800E+00
-9.7631E-04,2.200E+00
-9.7581E-04,1.800E+00
-9.7530E-04,1.800E+00
-9.7480E-04,1.800E+00
-9.7429E-04,1.800E+00
-9.7379E-04,1.800E+00
-9.7329E-04,2.200E+00
-9.7278E-04,1.800E+00
-9.7228E-04,2.200E+00
-9.7177E-04,1.800E+00
-9.7127E-04,1.800E+00
-9.7077E-04,1.800E+00
-9.7026E-04,2.200E+00
-9.6976E-04,1.800E+00
-9.6925E-04,2.200E+00
-9.6875E-04,1.800E+00
-9.6825E-04,2.200E+00
-9.6774E-04,2.200E+00
-9.6724E-04,1.800E+00
-9.6673E-04,2.200E+00
-9.6623E-04,1.800E+00
-9.6573E-04,1.800E+00
-9.6522E-04,2.200E+00
-9.6472E-04,1.800E+00
-9.6421E-04,1.800E+00
-9.6371E-04,1.800E+00
-9.6321E-04,1.800E+00
-9.6270E-04,1.800E+00
-9.6220E-04,1.800E+00
-9.6169E-04,2.200E+00
-9.6119E-04,2.200E+00
-9.6069E-04,2.200E+00
-9.6018E-04,1.800E+00
-9.5968E-04,2.200E+00
-9.5917E-04,1.800E+00
-9.5867E-04,2.200E+00
-9.5817E-04,1.800E+00
-9.5766E-04,1.800E+00
-9.5716E-04,2.200E+00
-9.5665E-04,1.800E+00
-9.5615E-04,1.800E+00
-9.5565E-04,2.200E+00
-9.5514E-04,2.200E+00
-9.5464E-04,1.800E+00
-9.5413E-04,2.200E+00
-9.5363E-04,1.800E+00
-9.5313E-04,2.200E+00
-9.5262E-04,2.200E+00
-9.5212E-04,1.800E+00
-9.5161E-04,1.800E+00
-9.5111E-04,1.800E+00
-9.5060E-04,2.200E+00
-9.5010E-04,2.200E+00
-9.4960E-04,2.200E+00
-9.4909E-04,2.200E+00
-9.4859E-04,2.200E+00
-9.4808E-04,1.800E+00
-9.4758E-04,2.200E+00
-9.4708E-04,2.200E+00
-9.4657E-04,2.200E+00
-9.4607E-04,2.200E+00
-9.4556E-04,2.200E+00
-9.4506E-04,2.200E+00
-9.4456E-04,1.800E+00
-9.4405E-04,2.200E+00
-9.4355E-04,2.200E+00
-9.4304E-04,2.200E+00
-9.4254E-04,2.200E+00
-9.4204E-04,1.800E+00
-9.4153E-04,2.200E+00
-9.4103E-04,1.800E+00
-9.4052E-04,2.200E+00
-9.4002E-04,2.200E+00
-9.3952E-04,2.200E+00
-9.3901E-04,1.800E+00
-9.3851E-04,2.200E+00
-9.3800E-04,1.800E+00
-9.3750E-04,1.800E+00
-9.3700E-04,2.200E+00
-9.3649E-04,1.800E+00
-9.3599E-04,2.200E+00
-9.3548E-04,2.200E+00
-9.3498E-04,1.800E+00
-9.3448E-04,2.200E+00
-9.3397E-04,1.800E+00
-9.3347E-04,1.800E+00
-9.3296E-04,2.200E+00
-9.3246E-04,2.200E+00
-9.3196E-04,1.800E+00
-9.3145E-04,2.200E+00
-9.3095E-04,1.800E+00
-9.3044E-04,1.800E+00
-9.2994E-04,1.800E+00
-9.2944E-04,1.800E+00
-9.2893E-04,2.200E+00
-9.2843E-04,1.800E+00
-9.2792E-04,1.800E+00
-9.2742E-04,1.800E+00
-9.2692E-04,2.200E+00
-9.2641E-04,1.800E+00
-9.2591E-04,2.200E+00
-9.2540E-04,2.200E+00
-9.2490E-04,1.800E+00
-9.2440E-04,1.800E+00
-9.2389E-04,2.200E+00
-9.2339E-04,2.200E+00
-9.2288E-04,1.800E+00
-9.2238E-04,2.200E+00
-9.2187E-04,1.800E+00
-9.2137E-04,1.800E+00
-9.2087E-04,2.200E+00
-9.2036E-04,1.800E+00
-9.1986E-04,2.200E+00
-9.1935E-04,1.800E+00
-9.1885E-04,1.800E+00
-9.1835E-04,2.200E+00
-9.1784E-04,2.200E+00
-9.1734E-04,2.200E+00
-9.1683E-04,1.800E+00
-9.1633E-04,1.800E+00
-9.1583E-04,1.800E+00
-9.1532E-04,2.200E+00
-9.1482E-04,1.800E+00
-9.1431E-04,2.200E+00
-9.1381E-04,1.800E+00
-9.1331E-04,2.200E+00
-9.1280E-04,2.200E+00
-9.1230E-04,1.800E+00
-9.1179E-04,2.200E+00
-9.1129E-04,2.200E+00
-9.1079E-04,1.800E+00
-9.1028E-04,1.800E+00
-9.0978E-04,2.200E+00
-9.0927E-04,2.200E+00
-9.0877E-04,1.800E+00
-9.0827E-04,1.800E+00
-9.0776E-04,1.800E+00
-9.0726E-04,1.800E+00
-9.0675E-04,2.200E+00
-9.0625E-04,1.800E+00
-9.0575E-04,1.800E+00
-9.0524E-04,1.800E+00
-9.0474E-04,2.200E+00
-9.0423E-04,2.200E+00
-9.0373E-04,1.800E+00
-9.0323E-04,2.200E+00
-9.0272E-04,2.200E+00
-9.0222E-04,1.800E+00
-9.0171E-04,1.800E+00
-9.0121E-04,1.800E+00
-9.0071E-04,2.200E+00
-9.0020E-04,1.800E+00
-8.9970E-04,1.800E+00
-8.9919E-04,2.200E+00
-8.9869E-04,2.200E+00
-8.9819E-04,2.200E+00
-8.9768E-04,1.800E+00
-8.9718E-04,1.800E+00
-8.9667E-04,2.200E+00
-8.9617E-04,1.800E+00
-8.9567E-04,1.800E+00
-8.9516E-04,1.800E+00
-8.9466E-04,1.800E+00
-8.9415E-04,1.800E+00
-8.9365E-04,1.800E+00
-8.9315E-04,2.200E+00
-8.9264E-04,2.200E+00
-8.9214E-04,2.200E+00
-8.9163E-04,1.800E+00
-8.9113E-04,1.800E+00
-8.9062E-04,2.200E+00
-8.9012E-04,1.800E+00
-8.8962E-04,1.800E+00
-8.8911E-04,1.800E+00
-8.8861E-04,1.800E+00
-8.8810E-04,2.200E+00
-8.8760E-04,1.800E+00
-8.8710E-04,2.200E+00
-8.8659E-04,2.200E+00
-8.8609E-04,1.800E+00
-8.8558E-04,2.200E+00
-8.8508E-04,1.800E+00
-8.8458E-04,2.200E+00
-8.8407E-04,2.200E+00
-8.8357E-04,1.800E+00
-8.8306E-04,1.800E+00
-8.8256E-04,2.200E+00
-8.8206E-04,1.800E+00
-8.8155E-04,1.800E+00
-8.8105E-04,2.200E+00
-8.8054E-04,1.800E+00
-8.8004E-04,2.200E+00
-8.7954E-04,2.200E+00
-8.7903E-04,1.800E+00
-8.7853E-04,2.600E+00
-8.7802E-04,1.800E+00
-8.7752E-04,2.200E+00
-8.7702E-04,1.800E+00
-8.7651E-04,1.800E+00
-8.7601E-04,1.800E+00
-8.7550E-04,2.200E+00
-8.7500E-04,2.200E+00
-8.7450E-04,2.200E+00
-8.7399E-04,1.800E+00
-8.7349E-04,2.200E+00
-8.7298E-04,2.200E+00
-8.7248E-04,1.800E+00
-8.7198E-04,2.200E+00
-8.7147E-04,2.200E+00
-8.7097E-04,2.200E+00
-8.7046E-04,1.800E+00
-8.6996E-04,1.800E+00
-8.6946E-04,2.200E+00
-8.6895E-04,1.800E+00
-8.6845E-04,2.200E+00
-8.6794E-04,1.800E+00
-8.6744E-04,2.200E+00
-8.6694E-04,1.800E+00
-8.6643E-04,2.200E+00
-8.6593E-04,1.800E+00
-8.6542E-04,2.200E+00
-8.6492E-04,2.200E+00
-8.6442E-04,2.200E+00
-8.6391E-04,2.200E+00
-8.6341E-04,1.800E+00
-8.6290E-04,2.200E+00
-8.6240E-04,2.200E+00
-8.6190E-04,2.200E+00
-8.6139E-04,1.800E+00
-8.6089E-04,2.200E+00
-8.6038E-04,2.200E+00
-8.5988E-04,1.800E+00
-8.5937E-04,2.200E+00
-8.5887E-04,1.800E+00
-8.5837E-04,1.800E+00
-8.5786E-04,2.200E+00
-8.5736E-04,2.200E+00
-8.5685E-04,1.800E+00
-8.5635E-04,1.800E+00
-8.5585E-04,1.800E+00
-8.5534E-04,2.200E+00
-8.5484E-04,2.200E+00
-8.5433E-04,2.200E+00
-8.5383E-04,1.800E+00
-8.5333E-04,2.200E+00
-8.5282E-04,1.800E+00
-8.5232E-04,2.200E+00
-8.5181E-04,1.800E+00
-8.5131E-04,2.200E+00
-8.5081E-04,1.800E+00
-8.5030E-04,2.200E+00
-8.4980E-04,1.800E+00
-8.4929E-04,2.200E+00
