time	V(vc)	V(vout)
3.726067701146839e-003	-1.493775e+000	-8.413891e+000
3.727266615804363e-003	-1.502820e+000	-8.394205e+000
3.728465530461887e-003	-1.511837e+000	-8.367353e+000
3.729664445119411e-003	-1.520827e+000	-8.333334e+000
3.729897334632762e-003	-1.522558e+000	-8.288983e+000
3.729999315521279e-003	-1.523310e+000	-8.241097e+000
3.730124232413388e-003	-1.524220e+000	-8.142858e+000
3.730262671565552e-003	-1.525208e+000	-7.969230e+000
3.730415438715506e-003	-1.526254e+000	-7.650366e+000
3.730603657332408e-003	-1.527446e+000	-6.995664e+000
3.730776184753018e-003	-1.528400e+000	-6.044107e+000
3.730920920311236e-003	-1.529053e+000	-4.914762e+000
3.731008117974651e-003	-1.529344e+000	-4.064881e+000
3.731111291791711e-003	-1.529562e+000	-2.946968e+000
3.731216905662398e-003	-1.529656e+000	-1.773439e+000
3.731677949945494e-003	-1.528256e+000	3.363773e+000
3.732044149668230e-003	-1.525469e+000	6.577617e+000
3.732469045552555e-003	-1.521327e+000	8.372927e+000
3.732531562261111e-003	-1.520661e+000	8.438375e+000
3.733837635651531e-003	-1.506404e+000	8.455190e+000
3.735143709041952e-003	-1.492164e+000	8.468230e+000
3.736449782432373e-003	-1.477942e+000	8.477495e+000
3.737755855822793e-003	-1.463736e+000	8.482985e+000
3.739061929213213e-003	-1.449548e+000	8.484700e+000
3.740368002603634e-003	-1.435377e+000	8.482639e+000
3.741674075994055e-003	-1.421223e+000	8.476804e+000
3.761979455026072e-003	-1.204019e+000	8.476797e+000
3.782284834058089e-003	-9.913343e-001	8.476786e+000
3.802590213090106e-003	-7.831697e-001	8.476771e+000
3.822895592122123e-003	-5.795250e-001	8.476752e+000
3.843200971154140e-003	-3.804003e-001	8.476728e+000
3.863506350186157e-003	-1.857954e-001	8.476700e+000
3.883811729218174e-003	4.289523e-003	8.476667e+000
3.892210166718175e-003	8.178286e-002	8.476657e+000
3.915605814039602e-003	2.937821e-001	8.482632e+000
3.939001461361029e-003	5.006236e-001	8.483952e+000
3.962397108682457e-003	7.023074e-001	8.480615e+000
3.985792756003884e-003	8.988335e-001	8.472624e+000
4.009188403325312e-003	1.090202e+000	8.459976e+000
4.032584050646739e-003	1.276412e+000	8.442673e+000
4.055979697968166e-003	1.457465e+000	8.420713e+000
4.057176708163798e-003	1.466606e+000	8.429857e+000
4.058373718359432e-003	1.475718e+000	8.431753e+000
4.059570728555064e-003	1.484803e+000	8.426400e+000
4.060767738750696e-003	1.493861e+000	8.413799e+000
4.061964748946328e-003	1.502891e+000	8.393949e+000
4.063161759141961e-003	1.511893e+000	8.366852e+000
4.064358769337593e-003	1.520868e+000	8.332506e+000
4.064591083209567e-003	1.522594e+000	8.287067e+000
4.064694537971399e-003	1.523357e+000	8.237548e+000
4.064819182568088e-003	1.524264e+000	8.137716e+000
4.064963082002084e-003	1.525289e+000	7.953442e+000
4.065118735639126e-003	1.526351e+000	7.621300e+000
4.065306748567909e-003	1.527534e+000	6.950379e+000
4.065483198857633e-003	1.528504e+000	5.966712e+000
4.065612712933140e-003	1.529085e+000	4.955699e+000
4.065699609098949e-003	1.529376e+000	4.114203e+000
4.065803571260091e-003	1.529601e+000	3.001049e+000
4.065909638119244e-003	1.529701e+000	1.834620e+000
4.066137653270457e-003	1.529418e+000	-6.851525e-001
4.066370060654715e-003	1.528346e+000	-3.260455e+000
4.066743606723543e-003	1.525525e+000	-6.546671e+000
4.067166355989219e-003	1.521422e+000	-8.369571e+000
4.067229230723668e-003	1.520752e+000	-8.438034e+000
4.068534715105773e-003	1.506502e+000	-8.455008e+000
4.069840199487878e-003	1.492268e+000	-8.468171e+000
4.071145683869982e-003	1.478052e+000	-8.477522e+000
4.072451168252088e-003	1.463853e+000	-8.483062e+000
4.073756652634193e-003	1.449671e+000	-8.484790e+000
4.075062137016298e-003	1.435506e+000	-8.482706e+000
4.076367621398402e-003	1.421358e+000	-8.476811e+000
4.096671120775007e-003	1.204170e+000	-8.476833e+000
4.116974620151612e-003	9.915009e-001	-8.476850e+000
4.137278119528217e-003	7.833500e-001	-8.476862e+000
4.157581618904822e-003	5.797179e-001	-8.476869e+000
4.177885118281426e-003	3.806043e-001	-8.476871e+000
4.198188617658032e-003	1.860094e-001	-8.476868e+000
4.218492117034636e-003	-4.066956e-003	-8.476860e+000
4.226890554534636e-003	-8.156414e-002	-8.476860e+000
4.236488768820350e-003	-1.692412e-001	-8.476862e+000
4.246086983106063e-003	-2.560258e-001	-8.476863e+000
4.255685197391777e-003	-3.419178e-001	-8.476863e+000
4.265283411677491e-003	-4.269173e-001	-8.476861e+000
4.274881625963204e-003	-5.110243e-001	-8.476858e+000
4.284479840248918e-003	-5.942387e-001	-8.476853e+000
4.294078054534632e-003	-6.765606e-001	-8.476847e+000
4.298277273284632e-003	-7.123397e-001	-8.476792e+000
4.300000000000000e-003	-7.269773e-001	-8.476747e+000
