TIME  IN1  IN2
-2.266  4.822388  4.845581
-2.275  4.457397  4.561157
-2.285  4.280396  4.533691
-2.295  4.104614  4.515991
-2.305  3.930664  4.498901
-2.314  3.757935  4.485474
-2.324  3.416138  4.460449
-2.334  3.24585  4.449463
-2.344  3.076782  4.439697
-2.354  2.907715  4.429321
-2.363  2.741089  4.419556
-2.373  2.407837  4.403076
-2.383  2.242432  4.393921
-2.393  2.077637  4.385986
-2.402  1.914673  4.380493
-2.412  1.751709  4.372559
-2.422  1.588135  4.365845
-2.432  1.263428  4.353027
-2.441  1.101074  4.346924
-2.451  0.941772  4.342041
-2.461  0.78064  4.335938
-2.471  0.618896  4.330444
-2.48  0.298462  4.321289
-2.49  0.139771  4.315796
-2.5  -0.020142  4.310913
-2.51  -0.179443  4.307251
-2.52  -0.337524  4.302368
-2.529  -0.653076  4.295044
-2.539  -0.810547  4.290161
-2.549  -0.968628  4.285889
-2.559  -1.126709  4.282227
-2.568  -1.28479  4.279175
-2.578  -1.599121  4.27124
-2.588  -1.755981  4.268799
-2.598  -1.913452  4.263916
-2.607  -2.070312  4.260864
-2.617  -2.238159  1.992188
-2.627  -2.573853  -4.63623
-2.637  -2.728271  -4.620972
-2.646  -2.883911  -4.594116
-2.656  -3.039551  -4.56604
-2.666  -3.193359  -4.539185
-2.676  -3.349609  -4.512939
-2.686  -3.662109  -4.467163
-2.695  -3.817749  -4.446411
-2.705  -3.972168  -4.42688
-2.715  -4.127808  -4.40979
-2.725  -4.282837  -4.3927
-2.734  -4.594116  -4.356689
-2.744  -4.748535  -4.299316
-2.754  -4.893188  -3.988647
-2.764  -4.818726  -4.101562
-2.773  -4.641113  -4.279785
-2.783  -4.285278  -4.282227
-2.793  -4.108887  -4.269409
-2.803  -3.934937  -4.257812
-2.813  -3.762817  -4.246216
-2.822  -3.590088  -4.235229
-2.832  -3.248901  -4.215088
-2.842  -3.079834  -4.205322
-2.852  -2.911987  -4.196167
-2.861  -2.744751  -4.187012
-2.871  -2.577515  -4.179688
-2.881  -2.246704  -4.164429
-2.891  -2.081909  -4.157104
-2.9  -1.918945  -4.150391
-2.91  -1.755371  -4.143677
-2.92  -1.591187  -4.136963
-2.93  -1.428833  -4.13147
-2.939  -1.106567  -4.119263
-2.949  -0.944824  -4.11499
-2.959  -0.784302  -4.109497
-2.969  -0.622559  -4.104004
-2.979  -0.462646  -4.099121
-2.988  -0.144653  -4.090576
-2.998  0.014038  -4.085693
-3.008  0.17334  -4.081421
-3.018  0.332031  -4.077148
-3.027  0.489502  -4.073486
-3.037  0.806274  -4.066162
-3.047  0.964355  -4.06189
-3.057  1.122437  -4.058228
-3.066  1.279297  -4.059448
-3.076  1.436768  -4.055176
-3.086  1.750488  -4.035034
-3.096  1.907349  -4.014893
-3.105  2.08313  -0.116577
-3.115  2.25647  4.873047
-3.125  2.409668  4.873657
-3.135  2.719727  4.829712
-3.145  2.875366  4.802246
-3.154  3.031616  4.777832
-3.164  3.186646  4.753418
-3.174  3.342896  4.731445
-3.184  3.499146  4.711914
-3.193  3.811646  4.676514
-3.203  3.966675  4.663086
-3.213  4.122925  4.649658
-3.223  4.280396  4.639893
-3.232  4.437866  4.634399
-3.242  4.754028  4.745483
-3.252  4.909058  4.898682
-3.262  4.837036  4.858398
-3.271  4.650879  4.675293
-3.281  4.471436  4.564819
-3.291  4.118042  4.516602
-3.301  3.944092  4.500732
-3.311  3.770752  4.487305
-3.32  3.600464  4.473877
-3.33  3.428955  4.46106
-3.34  3.088379  4.440308
-3.35  2.920532  4.429932
-3.359  2.753906  4.420166
-3.369  2.58728  4.412842
-3.379  2.421265  4.403687
-3.389  2.090454  4.387817
-3.398  1.92627  4.380493
-3.408  1.763916  4.373169
-3.418  1.600342  4.366455
-3.428  1.437378  4.360352
-3.438  1.275024  4.353638
-3.447  0.953369  4.342651
-3.457  0.792847  4.335938
-3.467  0.630493  4.330444
-3.477  0.471191  4.326782
-3.486  0.311279  4.321289
-3.496  -0.007935  4.312134
-3.506  -0.166626  4.307251
-3.516  -0.325928  4.302979
-3.525  -0.484009  4.298706
-3.535  -0.641479  4.295044
-3.545  -0.957031  4.285889
-3.555  -1.115112  4.282837
-3.564  -1.273193  4.279175
-3.574  -1.430664  4.274292
-3.584  -1.587524  4.272461
-3.594  -1.901855  4.264526
-3.604  -2.058105  4.261475
-3.613  -2.2229  2.652588
-3.623  -2.410889  -4.611206
-3.633  -2.561646  -4.636841
-3.643  -2.871704  -4.596558
-3.652  -3.027954  -4.569092
-3.662  -3.182983  -4.541016
-3.672  -3.338623  -4.51416
-3.682  -3.494263  -4.490967
-3.691  -3.650513  -4.468384
-3.701  -3.960571  -4.428101
-3.711  -4.116211  -4.4104
-3.721  -4.271851  -4.393921
-3.73  -4.42749  -4.377441
-3.74  -4.581909  -4.3573
-3.75  -4.885864  -4.008179
-3.76  -4.830933  -4.080811
-3.77  -4.65271  -4.277344
-3.779  -4.474487  -4.290771
-3.789  -4.298096  -4.282837
-3.799  -3.947144  -4.259033
-3.809  -3.774414  -4.246826
-3.818  -3.602905  -4.23584
