TIME  IN1  IN2
-3.828  -3.431396  -4.224854
-3.838  -3.260498  -4.214478
-3.848  -2.923584  -4.196777
-3.857  -2.756958  -4.187622
-3.867  -2.589111  -4.179688
-3.877  -2.423096  -4.171753
-3.887  -2.25769  -4.164429
-3.896  -2.093506  -4.157104
-3.906  -1.766968  -4.143677
-3.916  -1.602783  -4.137573
-3.926  -1.439819  -4.13147
-3.936  -1.276855  -4.124756
-3.945  -1.116943  -4.119873
-3.955  -0.795288  -4.109497
-3.965  -0.633545  -4.104614
-3.975  -0.473633  -4.100342
-3.984  -0.314331  -4.094849
-3.994  -0.155029  -4.090576
-4.004  0.162354  -4.082031
-4.014  0.320435  -4.077759
-4.023  0.478516  -4.073486
-4.033  0.636597  -4.070435
-4.043  0.794067  -4.066162
-4.053  1.11084  -4.058838
-4.063  1.2677  -4.058228
-4.072  1.42395  -4.055786
-4.082  1.581421  -4.047852
-4.092  1.738281  -4.036255
-4.102  2.067261  -0.759277
-4.111  2.245483  4.871826
-4.121  2.397461  4.874878
-4.131  2.55188  4.855957
-4.141  2.70813  4.830933
-4.15  2.86377  4.805298
-4.16  3.174438  4.754028
-4.17  3.330078  4.733276
-4.18  3.486328  4.712524
-4.189  3.642578  4.693604
-4.199  3.798218  4.677124
-4.209  4.110107  4.649658
-4.219  4.267578  4.639893
-4.229  4.424438  4.63501
-4.238  4.58313  4.642334
-4.248  4.740601  4.733276
-4.258  4.848022  4.868774
-4.268  4.660645  4.686279
-4.277  4.481201  4.567261
-4.287  4.303589  4.536743
-4.297  4.127197  4.517212
-4.307  3.779907  4.487915
-4.316  3.609009  4.473877
-4.326  3.43811  4.46167
-4.336  3.267822  4.451294
-4.346  3.097534  4.439697
-4.355  2.762451  4.420166
-4.365  2.595825  4.411621
-4.375  2.42981  4.403076
-4.385  2.263794  4.395752
-4.395  2.098999  4.388428
-4.404  1.934814  4.379883
-4.414  1.609497  4.367065
-4.424  1.445923  4.360352
-4.434  1.283569  4.353638
-4.443  1.121826  4.348145
-4.453  0.962524  4.342041
-4.463  0.640259  4.331665
-4.473  0.479736  4.326172
-4.482  0.319824  4.321289
-4.492  0.159912  4.315796
-4.502  0.001221  4.312134
-4.512  -0.316162  4.302979
-4.521  -0.474243  4.298706
-4.531  -0.632324  4.294434
-4.541  -0.790405  4.290161
-4.551  -0.947876  4.286499
-4.561  -1.264038  4.279175
-4.57  -1.421509  4.274902
-4.58  -1.577759  4.271851
-4.59  -1.735229  4.268188
-4.6  -1.8927  4.263916
-4.609  -2.210693  3.217773
-4.619  -2.401733  -4.607544
-4.629  -2.55249  -4.636841
-4.639  -2.706909  -4.624023
-4.648  -2.862549  -4.598999
-4.658  -3.018188  -4.570923
-4.668  -3.328247  -4.516602
-4.678  -3.484497  -4.492798
-4.688  -3.641357  -4.469604
-4.697  -3.796387  -4.449463
-4.707  -3.951416  -4.429321
-4.717  -4.260864  -4.395142
-4.727  -4.417725  -4.379272
-4.736  -4.572144  -4.359131
-4.746  -4.726562  -4.319458
-4.756  -4.877319  -4.028931
-4.766  -4.666138  -4.27063
-4.775  -4.486694  -4.290771
-4.785  -4.310303  -4.283447
-4.795  -4.133911  -4.27124
-4.805  -3.960571  -4.259644
-4.814  -3.614502  -4.23645
-4.824  -3.442383  -4.225464
-4.834  -3.271484  -4.215698
-4.844  -3.101807  -4.205933
-4.854  -2.93457  -4.197388
-4.863  -2.600708  -4.180298
-4.873  -2.434082  -4.172363
-4.883  -2.269287  -4.165039
-4.893  -2.104492  -4.157715
-4.902  -1.941528  -4.151001
-4.912  -1.777954  -4.144287
-4.922  -1.452026  -4.13269
-4.932  -1.289673  -4.125977
-4.941  -1.12915  -4.120483
-4.951  -0.967407  -4.11499
-4.961  -0.806274  -4.109497
-4.971  -0.484619  -4.099731
-4.98  -0.325928  -4.095459
-4.99  -0.167236  -4.091187
