TIME  IN1  IN2
-3.828  -3.378906  4.309692
-3.838  -3.208008  4.306641
-3.848  -2.871094  4.299316
-3.857  -2.703247  4.297485
-3.867  -2.536011  4.293823
-3.877  -2.369995  4.290771
-3.887  -2.203979  4.28894
-3.896  -2.039795  4.286499
-3.906  -1.711426  4.282837
-3.916  -1.547241  4.281006
-3.926  -1.384888  4.278564
-3.936  -1.222534  4.276733
-3.945  -1.061401  4.276123
-3.955  -0.737305  4.273071
-3.965  -0.575562  4.273071
-3.975  -0.415039  4.27063
-3.984  -0.256348  4.268799
-3.994  -0.096436  4.268799
-4.004  0.222168  4.266357
-4.014  0.379028  2.700806
-4.023  0.531006  -4.544067
-4.033  0.69519  -4.569092
-4.043  0.855103  -4.554443
-4.053  1.173706  -4.498291
-4.063  1.331177  -4.468994
-4.072  1.488037  -4.441528
-4.082  1.645508  -4.415283
-4.092  1.802979  -4.391479
-4.102  2.11731  -4.348145
-4.111  2.27356  -4.327393
-4.121  2.43042  -4.309082
-4.131  2.58728  -4.291382
-4.141  2.74353  -4.275513
-4.15  2.900391  -4.259644
-4.16  3.213501  -4.232788
-4.17  3.369751  -4.219971
-4.18  3.526611  -4.208374
-4.189  3.683472  -4.196777
-4.199  3.840332  -4.186401
-4.209  4.153442  -4.16748
-4.219  4.310913  -4.159546
-4.229  4.468994  -4.151611
-4.238  4.627686  -4.143677
-4.248  4.786377  -4.136353
-4.258  4.793701  -4.120483
-4.268  4.609375  -4.112549
-4.277  4.430542  -4.107056
-4.287  4.25354  -4.102173
-4.297  4.076538  -4.09729
-4.307  3.729858  -4.088135
-4.316  3.55835  -4.084473
-4.326  3.386841  -4.081421
-4.336  3.215332  -4.077759
-4.346  3.045654  -4.074097
-4.355  2.709961  -4.068604
-4.365  2.542114  -4.065552
-4.375  2.376099  -4.0625
-4.385  2.210083  -4.060059
-4.395  2.044678  -4.058228
-4.404  1.880493  -4.056396
-4.414  1.553345  -4.051514
-4.424  1.390381  -4.050293
-4.434  1.227417  -4.049072
-4.443  1.065674  -4.047241
-4.453  0.905151  -4.046021
-4.463  0.581055  -4.042969
-4.473  0.421143  -4.041748
-4.482  0.26062  -4.041138
-4.492  0.101318  -4.042358
-4.502  -0.059204  -4.034424
-4.512  -0.372925  -0.449829
-4.521  -0.529785  4.796143
-4.531  -0.691528  4.796143
-4.541  -0.85144  4.77478
-4.551  -1.010132  4.746094
-4.561  -1.328125  4.68811
-4.57  -1.484985  4.660034
-4.58  -1.642456  4.63501
-4.59  -1.799927  4.611816
-4.6  -1.958618  4.588623
-4.609  -2.272949  4.54834
-4.619  -2.429199  4.528809
-4.629  -2.58606  4.511719
-4.639  -2.74292  4.49646
-4.648  -2.89917  4.480591
-4.658  -3.05603  4.466553
-4.668  -3.36853  4.441528
-4.678  -3.52478  4.429321
-4.688  -3.68103  4.418335
-4.697  -3.837891  4.40918
-4.707  -3.99292  4.398193
-4.717  -4.30481  4.381714
-4.727  -4.46106  4.373779
-4.736  -4.616089  4.365845
-4.746  -4.772339  4.359741
-4.756  -4.904175  4.352417
-4.766  -4.614868  4.34082
-4.775  -4.436646  4.335327
-4.785  -4.259033  4.330444
-4.795  -4.082642  4.324951
-4.805  -3.907471  4.321899
-4.814  -3.562012  4.312744
-4.824  -3.391113  4.309692
-4.834  -3.219604  4.30603
-4.844  -3.049927  4.302368
-4.854  -2.88269  4.299927
-4.863  -2.547607  4.293823
-4.873  -2.381592  4.291382
-4.883  -2.215576  4.289551
-4.893  -2.050171  4.287109
-4.902  -1.886597  4.284668
-4.912  -1.722412  4.284058
-4.922  -1.395874  4.279175
-4.932  -1.23291  4.277344
-4.941  -1.072388  4.276123
-4.951  -0.910034  4.274292
-4.961  -0.747681  4.273682
-4.971  -0.425415  4.271851
-4.98  -0.267334  4.269409
-4.99  -0.107422  4.268799
