time	V(vref)	V(n001)	V(n002)	V(n003)
1.336224850900336e-003	-1.000000e+000	-4.595409e+000	-4.562927e+000	2.244970e+000
1.337706682168619e-003	-1.000000e+000	-4.577548e+000	-4.558446e+000	2.541336e+000
1.339188513436902e-003	-1.000000e+000	-4.562576e+000	-4.553966e+000	2.837703e+000
1.340670344705185e-003	-1.000000e+000	-4.550493e+000	-4.549487e+000	3.134069e+000
1.342152175973468e-003	-1.000000e+000	-4.541299e+000	-4.545008e+000	3.430435e+000
1.343634007241751e-003	-1.000000e+000	-4.534994e+000	-4.540530e+000	3.726801e+000
1.345115838510033e-003	-1.000000e+000	-4.531578e+000	-4.536053e+000	4.023168e+000
1.346597669778316e-003	-1.000000e+000	-4.531050e+000	-4.531577e+000	4.319534e+000
1.350000000000003e-003	-1.000000e+000	-4.232773e+000	-4.521300e+000	5.000000e+000
1.350340233022171e-003	-1.000000e+000	-4.420226e+000	-4.520272e+000	4.931953e+000
1.351020699066508e-003	-1.000000e+000	-4.517944e+000	-4.518218e+000	4.795860e+000
1.354705450182335e-003	-1.000000e+000	-4.504051e+000	-4.507095e+000	4.058910e+000
1.358390201298162e-003	-1.000000e+000	-4.492037e+000	-4.495976e+000	3.321960e+000
1.362074952413988e-003	-1.000000e+000	-4.481902e+000	-4.484861e+000	2.585009e+000
1.365759703529815e-003	-1.000000e+000	-4.473646e+000	-4.473749e+000	1.848059e+000
1.369444454645642e-003	-1.000000e+000	-4.467269e+000	-4.462641e+000	1.111109e+000
1.373129205761468e-003	-1.000000e+000	-4.462770e+000	-4.451537e+000	3.741588e-001
1.376813956877295e-003	-1.000000e+000	-4.460151e+000	-4.440436e+000	-3.627914e-001
1.378132206489393e-003	-1.000000e+000	-4.487391e+000	-4.436466e+000	-6.264413e-001
1.379385718405577e-003	-1.000000e+000	-4.550001e+000	-4.432693e+000	-8.771437e-001
1.380244513942859e-003	-1.000000e+000	-4.669335e+000	-4.430109e+000	-1.048903e+000
1.381061132787406e-003	-1.000000e+000	-5.626784e+000	-4.427656e+000	-1.212227e+000
1.382011308086322e-003	-1.000000e+000	-8.199732e+000	-4.424809e+000	-1.402262e+000
1.382131870359387e-003	-1.000000e+000	-8.404965e+000	-4.424449e+000	-1.426374e+000
1.383797844306124e-003	-1.000000e+000	-8.460639e+000	-4.419557e+000	-1.759569e+000
1.387135490945561e-003	-1.000000e+000	-8.475652e+000	-4.410067e+000	-2.427098e+000
1.400000000000003e-003	-1.000000e+000	-8.477138e+000	-4.377749e+000	-5.000000e+000
1.402577713676478e-003	-1.000000e+000	-8.478411e+000	-4.372156e+000	-4.484457e+000
1.405155427352954e-003	-1.000000e+000	-8.479010e+000	-4.366819e+000	-3.968914e+000
1.407733141029429e-003	-1.000000e+000	-8.478934e+000	-4.361736e+000	-3.453372e+000
1.410310854705905e-003	-1.000000e+000	-8.478184e+000	-4.356907e+000	-2.937829e+000
1.412888568382380e-003	-1.000000e+000	-8.476759e+000	-4.352334e+000	-2.422286e+000
1.415466282058856e-003	-1.000000e+000	-8.474660e+000	-4.348015e+000	-1.906744e+000
1.418043995735331e-003	-1.000000e+000	-8.471886e+000	-4.343951e+000	-1.391201e+000
1.419927974804208e-003	-1.000000e+000	-8.452409e+000	-4.341198e+000	-1.014405e+000
1.420793988634863e-003	-1.000000e+000	-8.004138e+000	-4.339980e+000	-8.412023e-001
1.421656953902009e-003	-1.000000e+000	-5.613075e+000	-4.338791e+000	-6.686092e-001
1.422287505279940e-003	-1.000000e+000	-1.364079e+000	-4.337929e+000	-5.424989e-001
1.422910211104870e-003	-1.000000e+000	3.996030e+000	-4.337066e+000	-4.179578e-001
1.423510046336383e-003	-1.000000e+000	8.390500e+000	-4.336217e+000	-2.979907e-001
1.423520553758669e-003	-1.000000e+000	8.424589e+000	-4.336202e+000	-2.958893e-001
1.424579049088294e-003	-1.000000e+000	8.446998e+000	-4.334576e+000	-8.419018e-002
1.425637544417920e-003	-1.000000e+000	8.464395e+000	-4.332802e+000	1.275089e-001
1.426696039747545e-003	-1.000000e+000	8.476783e+000	-4.330881e+000	3.392080e-001
1.427754535077171e-003	-1.000000e+000	8.484159e+000	-4.328813e+000	5.509070e-001
1.428813030406796e-003	-1.000000e+000	8.486525e+000	-4.326598e+000	7.626061e-001
1.429871525736422e-003	-1.000000e+000	8.483881e+000	-4.324236e+000	9.743051e-001
1.430930021066047e-003	-1.000000e+000	8.476226e+000	-4.321727e+000	1.186004e+000
1.433116027665947e-003	-1.000000e+000	8.476378e+000	-4.316161e+000	1.623206e+000
1.435041980848268e-003	-1.000000e+000	4.044487e+000	-4.310826e+000	2.008396e+000
1.436221938078157e-003	-1.000000e+000	-4.378242e+000	-4.307380e+000	2.244388e+000
1.436376756829584e-003	-1.000000e+000	-4.870521e+000	-4.306918e+000	2.275351e+000
1.436686394332438e-003	-1.000000e+000	-4.351369e+000	-4.305990e+000	2.337279e+000
1.438189864598658e-003	-1.000000e+000	-4.328384e+000	-4.301482e+000	2.637973e+000
1.439693334864878e-003	-1.000000e+000	-4.309399e+000	-4.296975e+000	2.938667e+000
1.441196805131098e-003	-1.000000e+000	-4.294414e+000	-4.292468e+000	3.239361e+000
1.442700275397318e-003	-1.000000e+000	-4.283429e+000	-4.287963e+000	3.540055e+000
1.444203745663538e-003	-1.000000e+000	-4.276445e+000	-4.283458e+000	3.840749e+000
1.445707215929758e-003	-1.000000e+000	-4.273461e+000	-4.278954e+000	4.141443e+000
1.447210686195978e-003	-1.000000e+000	-4.274477e+000	-4.274451e+000	4.442137e+000
1.450000000000003e-003	-1.000000e+000	-4.213696e+000	-4.266097e+000	5.000000e+000
1.450278931380405e-003	-1.000000e+000	-4.246959e+000	-4.265262e+000	4.944214e+000
1.450836794141210e-003	-1.000000e+000	-4.263510e+000	-4.263592e+000	4.832641e+000
1.454512017884058e-003	-1.000000e+000	-4.250177e+000	-4.252591e+000	4.097596e+000
1.458187241626906e-003	-1.000000e+000	-4.238231e+000	-4.241595e+000	3.362552e+000
1.461862465369754e-003	-1.000000e+000	-4.227672e+000	-4.230601e+000	2.627507e+000
1.465537689112602e-003	-1.000000e+000	-4.218499e+000	-4.219612e+000	1.892462e+000
1.469212912855450e-003	-1.000000e+000	-4.210712e+000	-4.208626e+000	1.157417e+000
1.472888136598298e-003	-1.000000e+000	-4.204313e+000	-4.197643e+000	4.223727e-001
1.476563360341146e-003	-1.000000e+000	-4.199299e+000	-4.186665e+000	-3.126721e-001
1.478656807188795e-003	-1.000000e+000	-4.252008e+000	-4.180414e+000	-7.313614e-001
1.479446835893596e-003	-1.000000e+000	-4.298446e+000	-4.178057e+000	-8.893672e-001
1.480341702022007e-003	-1.000000e+000	-4.452464e+000	-4.175387e+000	-1.068340e+000
1.481201518877362e-003	-1.000000e+000	-5.565574e+000	-4.172827e+000	-1.240304e+000
1.482069690635384e-003	-1.000000e+000	-8.181949e+000	-4.170248e+000	-1.413938e+000
1.482188002611968e-003	-1.000000e+000	-8.407819e+000	-4.169898e+000	-1.437600e+000
1.483808375288212e-003	-1.000000e+000	-8.461082e+000	-4.165182e+000	-1.761675e+000
1.486682519390692e-003	-1.000000e+000	-8.475114e+000	-4.157078e+000	-2.336504e+000
1.500000000000003e-003	-1.000000e+000	-8.477130e+000	-4.124197e+000	-5.000000e+000
1.502560136384644e-003	-1.000000e+000	-8.477967e+000	-4.118885e+000	-4.487973e+000
1.505120272769285e-003	-1.000000e+000	-8.478252e+000	-4.113822e+000	-3.975945e+000
1.507680409153925e-003	-1.000000e+000	-8.477982e+000	-4.109009e+000	-3.463918e+000
1.510240545538566e-003	-1.000000e+000	-8.477160e+000	-4.104444e+000	-2.951891e+000
1.512800681923207e-003	-1.000000e+000	-8.475784e+000	-4.100128e+000	-2.439863e+000
1.515360818307848e-003	-1.000000e+000	-8.473854e+000	-4.096062e+000	-1.927836e+000
1.517920954692489e-003	-1.000000e+000	-8.471372e+000	-4.092245e+000	-1.415809e+000
1.520189267798547e-003	-1.000000e+000	-8.446715e+000	-4.089190e+000	-9.621465e-001
1.521012929237457e-003	-1.000000e+000	-7.706600e+000	-4.088140e+000	-7.974141e-001
1.521807597264163e-003	-1.000000e+000	-4.682545e+000	-4.087146e+000	-6.384805e-001
1.522474586192562e-003	-1.000000e+000	4.166157e-001	-4.086316e+000	-5.050828e-001
1.523082543151877e-003	-1.000000e+000	5.649449e+000	-4.085546e+000	-3.834914e-001
1.523546377739055e-003	-1.000000e+000	8.280770e+000	-4.084942e+000	-2.907245e-001
1.523630550215245e-003	-1.000000e+000	8.434106e+000	-4.084829e+000	-2.738900e-001
1.524928961737465e-003	-1.000000e+000	8.453025e+000	-4.082965e+000	-1.420767e-002
1.526227373259685e-003	-1.000000e+000	8.467651e+000	-4.080879e+000	2.454746e-001
1.527525784781905e-003	-1.000000e+000	8.477982e+000	-4.078574e+000	5.051569e-001
1.528824196304126e-003	-1.000000e+000	8.484018e+000	-4.076048e+000	7.648392e-001
1.530122607826346e-003	-1.000000e+000	8.485761e+000	-4.073301e+000	1.024522e+000
1.531421019348566e-003	-1.000000e+000	8.483209e+000	-4.070334e+000	1.284204e+000
1.532719430870786e-003	-1.000000e+000	8.476363e+000	-4.067147e+000	1.543886e+000
1.536271530691750e-003	-1.000000e+000	2.561307e+000	-4.057619e+000	2.254306e+000
1.537810190241789e-003	-1.000000e+000	-8.346075e+000	-4.053194e+000	2.562038e+000
1.537834445715139e-003	-1.000000e+000	-8.476903e+000	-4.053122e+000	2.566889e+000
1.537979978555239e-003	-1.000000e+000	-8.464895e+000	-4.052687e+000	2.595996e+000
1.538174022342039e-003	-1.000000e+000	-7.486394e+000	-4.052108e+000	2.634804e+000
1.538562109915639e-003	-1.000000e+000	-4.821479e+000	-4.050953e+000	2.712422e+000
1.538999593454806e-003	-1.000000e+000	-4.058677e+000	-4.049652e+000	2.799919e+000
1.539482540077587e-003	-1.000000e+000	-4.078014e+000	-4.048216e+000	2.896508e+000
1.540129652650619e-003	-1.000000e+000	-4.502278e+000	-4.046293e+000	3.025931e+000
1.540291430793877e-003	-1.000000e+000	-4.435320e+000	-4.045812e+000	3.058286e+000
1.540614987080394e-003	-1.000000e+000	-4.054185e+000	-4.044850e+000	3.122998e+000
1.547217024975381e-003	-1.000000e+000	-4.025469e+000	-4.025235e+000	4.443405e+000
1.550000000000003e-003	-1.000000e+000	-4.070315e+000	-4.016969e+000	5.000000e+000
1.550278297502465e-003	-1.000000e+000	-4.034787e+000	-4.016143e+000	4.944341e+000
1.550834892507389e-003	-1.000000e+000	-4.014523e+000	-4.014490e+000	4.833022e+000
1.554508347946798e-003	-1.000000e+000	-4.001257e+000	-4.003587e+000	4.098330e+000
1.558181803386207e-003	-1.000000e+000	-3.989374e+000	-3.992687e+000	3.363639e+000
1.561855258825616e-003	-1.000000e+000	-3.978876e+000	-3.981790e+000	2.628948e+000
1.565528714265025e-003	-1.000000e+000	-3.969762e+000	-3.970897e+000	1.894257e+000
1.569202169704434e-003	-1.000000e+000	-3.962031e+000	-3.960008e+000	1.159566e+000
1.572875625143843e-003	-1.000000e+000	-3.955684e+000	-3.949122e+000	4.248749e-001
1.576549080583252e-003	-1.000000e+000	-3.950721e+000	-3.938240e+000	-3.098161e-001
1.578646476447521e-003	-1.000000e+000	-4.003202e+000	-3.932030e+000	-7.292953e-001
1.579436094844335e-003	-1.000000e+000	-4.049182e+000	-3.929693e+000	-8.872190e-001
1.580332244039904e-003	-1.000000e+000	-4.200224e+000	-3.927042e+000	-1.066449e+000
1.581188567301044e-003	-1.000000e+000	-5.369000e+000	-3.924513e+000	-1.237713e+000
1.582052011186829e-003	-1.000000e+000	-8.167668e+000	-3.921970e+000	-1.410402e+000
1.582163146788411e-003	-1.000000e+000	-8.399220e+000	-3.921644e+000	-1.432629e+000
1.583713506416067e-003	-1.000000e+000	-8.459663e+000	-3.917173e+000	-1.742701e+000
1.586637033446548e-003	-1.000000e+000	-8.475059e+000	-3.909021e+000	-2.327407e+000
1.600000000000003e-003	-1.000000e+000	-8.477122e+000	-3.876738e+000	-5.000000e+000
1.602583938109846e-003	-1.000000e+000	-8.478320e+000	-3.871526e+000	-4.483212e+000
1.605167876219690e-003	-1.000000e+000	-8.478857e+000	-3.866599e+000	-3.966425e+000
1.607751814329533e-003	-1.000000e+000	-8.478734e+000	-3.861955e+000	-3.449637e+000
1.610335752439377e-003	-1.000000e+000	-8.477951e+000	-3.857596e+000	-2.932849e+000
1.612919690549220e-003	-1.000000e+000	-8.476507e+000	-3.853521e+000	-2.416062e+000
1.615503628659064e-003	-1.000000e+000	-8.474402e+000	-3.849729e+000	-1.899274e+000
1.618087566768907e-003	-1.000000e+000	-8.471638e+000	-3.846222e+000	-1.382487e+000
1.619867222991287e-003	-1.000000e+000	-8.453770e+000	-3.844037e+000	-1.026555e+000
1.620697914102599e-003	-1.000000e+000	-8.276233e+000	-3.843066e+000	-8.604172e-001
1.621513092342507e-003	-1.000000e+000	-6.614250e+000	-3.842141e+000	-6.973816e-001
1.622131137468551e-003	-1.000000e+000	-2.843490e+000	-3.841451e+000	-5.737725e-001
1.622792923413016e-003	-1.000000e+000	3.017753e+000	-3.840708e+000	-4.414153e-001
1.623393766138869e-003	-1.000000e+000	8.353622e+000	-3.840019e+000	-3.212468e-001
1.623406208198046e-003	-1.000000e+000	8.408208e+000	-3.840004e+000	-3.187584e-001
1.624229537345940e-003	-1.000000e+000	8.436509e+000	-3.838980e+000	-1.540925e-001
1.625052866493835e-003	-1.000000e+000	8.458597e+000	-3.837870e+000	1.057331e-002
1.625876195641729e-003	-1.000000e+000	8.474474e+000	-3.836674e+000	1.752391e-001
1.626699524789624e-003	-1.000000e+000	8.484138e+000	-3.835394e+000	3.399050e-001
1.627522853937519e-003	-1.000000e+000	8.487590e+000	-3.834028e+000	5.045708e-001
1.628346183085413e-003	-1.000000e+000	8.484830e+000	-3.832577e+000	6.692366e-001
1.629169512233308e-003	-1.000000e+000	8.475858e+000	-3.831040e+000	8.339024e-001
1.633503779033311e-003	-1.000000e+000	8.476393e+000	-3.821470e+000	1.700756e+000
1.637408624905745e-003	-1.000000e+000	2.510966e+000	-3.811185e+000	2.481725e+000
1.639052074075837e-003	-1.000000e+000	-8.343440e+000	-3.806513e+000	2.810415e+000
1.639078006292161e-003	-1.000000e+000	-8.474185e+000	-3.806437e+000	2.815601e+000
1.639233599590102e-003	-1.000000e+000	-8.454768e+000	-3.805975e+000	2.846720e+000
1.639441057320690e-003	-1.000000e+000	-7.074773e+000	-3.805363e+000	2.888211e+000
1.639855972781866e-003	-1.000000e+000	-3.967275e+000	-3.804139e+000	2.971195e+000
1.640233123768331e-003	-1.000000e+000	-3.794530e+000	-3.803027e+000	3.046625e+000
1.640640269707183e-003	-1.000000e+000	-3.904041e+000	-3.801826e+000	3.128054e+000
1.641454561584889e-003	-1.000000e+000	-4.953238e+000	-3.799426e+000	3.290912e+000
1.641610547608082e-003	-1.000000e+000	-4.731493e+000	-3.798966e+000	3.322109e+000
1.641922519654467e-003	-1.000000e+000	-3.811131e+000	-3.798047e+000	3.384504e+000
1.643794351932781e-003	-1.000000e+000	-3.796056e+000	-3.792530e+000	3.758870e+000
1.648396945757215e-003	-1.000000e+000	-3.778678e+000	-3.778970e+000	4.679389e+000
1.650000000000003e-003	-1.000000e+000	-3.657939e+000	-3.774248e+000	5.000000e+000
1.650160305424282e-003	-1.000000e+000	-3.731948e+000	-3.773776e+000	4.967939e+000
1.650480916272840e-003	-1.000000e+000	-3.772467e+000	-3.772831e+000	4.903817e+000
1.654178396580634e-003	-1.000000e+000	-3.759923e+000	-3.761946e+000	4.164321e+000
1.657875876888428e-003	-1.000000e+000	-3.748547e+000	-3.751064e+000	3.424825e+000
1.661573357196222e-003	-1.000000e+000	-3.738339e+000	-3.740186e+000	2.685329e+000
1.665270837504016e-003	-1.000000e+000	-3.729301e+000	-3.729311e+000	1.945833e+000
1.668968317811811e-003	-1.000000e+000	-3.721431e+000	-3.718439e+000	1.206337e+000
1.672665798119605e-003	-1.000000e+000	-3.714729e+000	-3.707572e+000	4.668404e-001
1.676363278427399e-003	-1.000000e+000	-3.709197e+000	-3.696708e+000	-2.726557e-001
1.677705589891466e-003	-1.000000e+000	-3.730654e+000	-3.692765e+000	-5.411180e-001
1.678976109168204e-003	-1.000000e+000	-3.777701e+000	-3.689035e+000	-7.952218e-001
1.679805881710865e-003	-1.000000e+000	-3.842847e+000	-3.686599e+000	-9.611763e-001
1.680598742614508e-003	-1.000000e+000	-4.099421e+000	-3.684274e+000	-1.119748e+000
1.681451093848542e-003	-1.000000e+000	-5.435903e+000	-3.681780e+000	-1.290219e+000
1.682335935170494e-003	-1.000000e+000	-8.418023e+000	-3.679198e+000	-1.467187e+000
1.683485136754227e-003	-1.000000e+000	-8.442337e+000	-3.675898e+000	-1.697027e+000
1.684634338337960e-003	-1.000000e+000	-8.461341e+000	-3.672663e+000	-1.926868e+000
1.685783539921693e-003	-1.000000e+000	-8.475036e+000	-3.669495e+000	-2.156708e+000
1.686932741505425e-003	-1.000000e+000	-8.483421e+000	-3.666392e+000	-2.386548e+000
1.688081943089158e-003	-1.000000e+000	-8.486496e+000	-3.663355e+000	-2.616389e+000
1.689231144672891e-003	-1.000000e+000	-8.484262e+000	-3.660384e+000	-2.846229e+000
1.690380346256624e-003	-1.000000e+000	-8.476719e+000	-3.657479e+000	-3.076069e+000
1.700000000000003e-003	-1.000000e+000	-8.477116e+000	-3.635499e+000	-5.000000e+000
1.702662934288318e-003	-1.000000e+000	-8.479355e+000	-3.630287e+000	-4.467413e+000
1.705325868576633e-003	-1.000000e+000	-8.480425e+000	-3.625400e+000	-3.934826e+000
1.707988802864948e-003	-1.000000e+000	-8.480325e+000	-3.620838e+000	-3.402239e+000
1.710651737153263e-003	-1.000000e+000	-8.479055e+000	-3.616602e+000	-2.869653e+000
1.713314671441578e-003	-1.000000e+000	-8.476616e+000	-3.612691e+000	-2.337066e+000
1.715977605729893e-003	-1.000000e+000	-8.473007e+000	-3.609105e+000	-1.804479e+000
1.718640540018208e-003	-1.000000e+000	-8.468228e+000	-3.605844e+000	-1.271892e+000
1.720490879941751e-003	-1.000000e+000	-8.433887e+000	-3.603823e+000	-9.018240e-001
1.721320329136715e-003	-1.000000e+000	-7.268453e+000	-3.602968e+000	-7.359342e-001
1.721997790593169e-003	-1.000000e+000	-3.794313e+000	-3.602287e+000	-6.004419e-001
1.722602333799483e-003	-1.000000e+000	1.454294e+000	-3.601681e+000	-4.795332e-001
1.723160388483309e-003	-1.000000e+000	6.240014e+000	-3.601108e+000	-3.679223e-001
1.723594804890099e-003	-1.000000e+000	8.341123e+000	-3.600648e+000	-2.810390e-001
1.723672551042015e-003	-1.000000e+000	8.436431e+000	-3.600564e+000	-2.654898e-001
1.724933617027276e-003	-1.000000e+000	8.454142e+000	-3.599070e+000	-1.327659e-002
1.726194683012537e-003	-1.000000e+000	8.467852e+000	-3.597377e+000	2.389366e-001
1.727455748997798e-003	-1.000000e+000	8.477559e+000	-3.595484e+000	4.911498e-001
1.728716814983059e-003	-1.000000e+000	8.483265e+000	-3.593391e+000	7.433630e-001
1.729977880968320e-003	-1.000000e+000	8.484968e+000	-3.591099e+000	9.955762e-001
1.731238946953580e-003	-1.000000e+000	8.482670e+000	-3.588606e+000	1.247789e+000
1.732500012938841e-003	-1.000000e+000	8.476370e+000	-3.585914e+000	1.500003e+000
1.735958829229645e-003	-1.000000e+000	8.476428e+000	-3.577674e+000	2.191766e+000
1.738251182654651e-003	-1.000000e+000	3.962591e+000	-3.571601e+000	2.650237e+000
1.739654193295954e-003	-1.000000e+000	-4.199413e+000	-3.567615e+000	2.930839e+000
1.739837008136850e-003	-1.000000e+000	-4.472740e+000	-3.567082e+000	2.967402e+000
1.740202637818642e-003	-1.000000e+000	-3.605444e+000	-3.566013e+000	3.040528e+000
1.743216023842990e-003	-1.000000e+000	-3.563308e+000	-3.557202e+000	3.643205e+000
1.748977507971822e-003	-1.000000e+000	-3.539693e+000	-3.540363e+000	4.795502e+000
1.750000000000003e-003	-1.000000e+000	-3.484387e+000	-3.537376e+000	5.000000e+000
1.750102249202822e-003	-1.000000e+000	-3.517228e+000	-3.537077e+000	4.979550e+000
1.750306747608458e-003	-1.000000e+000	-3.536125e+000	-3.536480e+000	4.938651e+000
1.776940110062620e-003	-1.000000e+000	-3.469425e+000	-3.458779e+000	-3.880220e-001
1.778706631717875e-003	-1.000000e+000	-3.526076e+000	-3.453634e+000	-7.413263e-001
1.779537079236705e-003	-1.000000e+000	-3.580932e+000	-3.451216e+000	-9.074159e-001
1.780506341549047e-003	-1.000000e+000	-3.859051e+000	-3.448395e+000	-1.101268e+000
1.781466990774884e-003	-1.000000e+000	-5.209097e+000	-3.445608e+000	-1.293398e+000
1.782548775849251e-003	-1.000000e+000	-8.393666e+000	-3.442481e+000	-1.509755e+000
1.782569605497966e-003	-1.000000e+000	-8.431334e+000	-3.442421e+000	-1.513921e+000
1.783935747381544e-003	-1.000000e+000	-8.450974e+000	-3.438550e+000	-1.787149e+000
1.785301889265123e-003	-1.000000e+000	-8.466236e+000	-3.434778e+000	-2.060378e+000
1.786668031148701e-003	-1.000000e+000	-8.477118e+000	-3.431105e+000	-2.333606e+000
1.788034173032279e-003	-1.000000e+000	-8.483623e+000	-3.427529e+000	-2.606835e+000
1.789400314915858e-003	-1.000000e+000	-8.485749e+000	-3.424052e+000	-2.880063e+000
1.790766456799436e-003	-1.000000e+000	-8.483497e+000	-3.420674e+000	-3.153291e+000
1.792132598683015e-003	-1.000000e+000	-8.476866e+000	-3.417393e+000	-3.426520e+000
1.800000000000003e-003	-1.000000e+000	-8.477108e+000	-3.400120e+000	-5.000000e+000
1.817555361838236e-003	-1.000000e+000	-8.472815e+000	-3.373198e+000	-1.488928e+000
1.819847906760136e-003	-1.000000e+000	-8.454449e+000	-3.370820e+000	-1.030419e+000
1.820657989604011e-003	-1.000000e+000	-8.143863e+000	-3.370051e+000	-8.684021e-001
1.821590928919495e-003	-1.000000e+000	-5.901065e+000	-3.369200e+000	-6.818142e-001
1.822257833865623e-003	-1.000000e+000	-1.593246e+000	-3.368604e+000	-5.484332e-001
1.822915898302415e-003	-1.000000e+000	3.887596e+000	-3.368008e+000	-4.168203e-001
1.823588808526799e-003	-1.000000e+000	8.403563e+000	-3.367382e+000	-2.822383e-001
1.823617678394980e-003	-1.000000e+000	8.432365e+000	-3.367353e+000	-2.764643e-001
1.824629405806789e-003	-1.000000e+000	8.450924e+000	-3.366294e+000	-7.411883e-002
1.825641133218599e-003	-1.000000e+000	8.465385e+000	-3.365110e+000	1.282266e-001
1.826652860630408e-003	-1.000000e+000	8.475748e+000	-3.363802e+000	3.305721e-001
1.827664588042217e-003	-1.000000e+000	8.482014e+000	-3.362370e+000	5.329176e-001
1.828676315454027e-003	-1.000000e+000	8.484182e+000	-3.360814e+000	7.352631e-001
1.829688042865836e-003	-1.000000e+000	8.482252e+000	-3.359134e+000	9.376086e-001
1.830699770277645e-003	-1.000000e+000	8.476225e+000	-3.357330e+000	1.139954e+000
1.836475284184241e-003	-1.000000e+000	8.476436e+000	-3.344695e+000	2.295057e+000
1.839157164796905e-003	-1.000000e+000	4.326994e+000	-3.337750e+000	2.831433e+000
1.840926497518436e-003	-1.000000e+000	-3.764417e+000	-3.332796e+000	3.185299e+000
1.841129581748563e-003	-1.000000e+000	-4.043231e+000	-3.332211e+000	3.225916e+000
1.841535750208819e-003	-1.000000e+000	-3.365815e+000	-3.331032e+000	3.307150e+000
1.844749373888820e-003	-1.000000e+000	-3.326483e+000	-3.321711e+000	3.949875e+000
1.848206262827502e-003	-1.000000e+000	-3.312210e+000	-3.311688e+000	4.641253e+000
1.850000000000003e-003	-1.000000e+000	-3.242923e+000	-3.306489e+000	5.000000e+000
1.850179373717254e-003	-1.000000e+000	-3.283249e+000	-3.305969e+000	4.964125e+000
1.850538121151754e-003	-1.000000e+000	-3.304794e+000	-3.304929e+000	4.892376e+000
1.875826911374262e-003	-1.000000e+000	-3.235846e+000	-3.231730e+000	-1.653823e-001
1.878104195856913e-003	-1.000000e+000	-3.275170e+000	-3.225149e+000	-6.208392e-001
1.878944561430537e-003	-1.000000e+000	-3.309683e+000	-3.222720e+000	-7.889123e-001
1.879942915694025e-003	-1.000000e+000	-3.403390e+000	-3.219837e+000	-9.885831e-001
1.880868673799733e-003	-1.000000e+000	-4.077668e+000	-3.217166e+000	-1.173735e+000
1.881738652251060e-003	-1.000000e+000	-5.731462e+000	-3.214667e+000	-1.347730e+000
1.882834562028408e-003	-1.000000e+000	-8.418850e+000	-3.211536e+000	-1.566912e+000
1.882971814018581e-003	-1.000000e+000	-8.446598e+000	-3.211149e+000	-1.594363e+000
1.884259957621163e-003	-1.000000e+000	-8.459374e+000	-3.207560e+000	-1.851992e+000
1.885548101223746e-003	-1.000000e+000	-8.469332e+000	-3.204062e+000	-2.109620e+000
1.886836244826329e-003	-1.000000e+000	-8.476472e+000	-3.200655e+000	-2.367249e+000
1.888124388428912e-003	-1.000000e+000	-8.480793e+000	-3.197340e+000	-2.624878e+000
1.889412532031494e-003	-1.000000e+000	-8.482296e+000	-3.194116e+000	-2.882506e+000
1.890700675634077e-003	-1.000000e+000	-8.480981e+000	-3.190983e+000	-3.140135e+000
1.891988819236660e-003	-1.000000e+000	-8.476847e+000	-3.187942e+000	-3.397764e+000
1.900000000000004e-003	-1.000000e+000	-8.477102e+000	-3.170778e+000	-5.000000e+000
1.902592667888377e-003	-1.000000e+000	-8.478060e+000	-3.166132e+000	-4.481466e+000
1.905185335776750e-003	-1.000000e+000	-8.478378e+000	-3.161796e+000	-3.962933e+000
1.907778003665123e-003	-1.000000e+000	-8.478057e+000	-3.157771e+000	-3.444399e+000
1.910370671553496e-003	-1.000000e+000	-8.477096e+000	-3.154056e+000	-2.925866e+000
1.912963339441870e-003	-1.000000e+000	-8.475496e+000	-3.150652e+000	-2.407332e+000
1.915556007330243e-003	-1.000000e+000	-8.473256e+000	-3.147558e+000	-1.888799e+000
1.918148675218616e-003	-1.000000e+000	-8.470377e+000	-3.144774e+000	-1.370265e+000
1.920160031016627e-003	-1.000000e+000	-8.447541e+000	-3.142959e+000	-9.679938e-001
1.920967413169035e-003	-1.000000e+000	-7.842602e+000	-3.142294e+000	-8.065174e-001
1.921730615875774e-003	-1.000000e+000	-5.222639e+000	-3.141691e+000	-6.538768e-001
1.922369266205832e-003	-1.000000e+000	-5.764647e-001	-3.141196e+000	-5.261468e-001
1.922954044819867e-003	-1.000000e+000	4.584930e+000	-3.140736e+000	-4.091910e-001
1.923463120856102e-003	-1.000000e+000	8.385770e+000	-3.140323e+000	-3.073758e-001
1.923473866478529e-003	-1.000000e+000	8.420987e+000	-3.140314e+000	-3.052267e-001
1.924496662316034e-003	-1.000000e+000	8.444980e+000	-3.139379e+000	-1.006675e-001
1.925519458153538e-003	-1.000000e+000	8.463606e+000	-3.138320e+000	1.038916e-001
1.926542253991043e-003	-1.000000e+000	8.476865e+000	-3.137136e+000	3.084508e-001
1.927565049828547e-003	-1.000000e+000	8.484756e+000	-3.135827e+000	5.130100e-001
1.928587845666052e-003	-1.000000e+000	8.487280e+000	-3.134394e+000	7.175692e-001
1.929610641503556e-003	-1.000000e+000	8.484437e+000	-3.132837e+000	9.221283e-001
1.930633437341061e-003	-1.000000e+000	8.476226e+000	-3.131155e+000	1.126688e+000
1.932776405607730e-003	-1.000000e+000	8.476395e+000	-3.127187e+000	1.555281e+000
1.936338102584390e-003	-1.000000e+000	8.025402e+000	-3.119310e+000	2.267621e+000
1.941495554678167e-003	-1.000000e+000	2.171839e+000	-3.106346e+000	3.299111e+000
