time	V(vref)	V(n001)	V(n002)	V(n003)
3.350000000000007e-003	-1.000000e+000	8.476522e+000	-5.672151e-001	5.000000e+000
3.353062012094137e-003	-1.000000e+000	8.476522e+000	-5.607536e-001	4.387598e+000
3.356328158327877e-003	-1.000000e+000	6.581030e+000	-5.530505e-001	3.734368e+000
3.358355449461145e-003	-1.000000e+000	1.332672e+000	-5.479793e-001	3.328910e+000
3.358546470465651e-003	-1.000000e+000	4.411244e-001	-5.474835e-001	3.290706e+000
3.358928512474664e-003	-1.000000e+000	-5.750664e-001	-5.464815e-001	3.214298e+000
3.359692596492690e-003	-1.000000e+000	-5.684282e-001	-5.444776e-001	3.061481e+000
3.361053880681603e-003	-1.000000e+000	-5.511705e-001	-5.409082e-001	2.789224e+000
3.362315376950857e-003	-1.000000e+000	-5.424690e-001	-5.376009e-001	2.536925e+000
3.364028438963742e-003	-1.000000e+000	-5.342634e-001	-5.331106e-001	2.194312e+000
3.373988833998165e-003	-1.000000e+000	-5.065160e-001	-5.070179e-001	2.022332e-001
3.376020042700143e-003	-1.000000e+000	-5.099309e-001	-5.016995e-001	-2.040085e-001
3.377286669376536e-003	-1.000000e+000	-5.256111e-001	-4.983840e-001	-4.573339e-001
3.378635116443382e-003	-1.000000e+000	-5.682616e-001	-4.948553e-001	-7.270233e-001
3.379424377908070e-003	-1.000000e+000	-6.117871e-001	-4.927906e-001	-8.848756e-001
3.380348467646256e-003	-1.000000e+000	-7.813268e-001	-4.903748e-001	-1.069694e+000
3.381243184318688e-003	-1.000000e+000	-2.126819e+000	-4.880401e-001	-1.248637e+000
3.382049254587723e-003	-1.000000e+000	-5.032594e+000	-4.859503e-001	-1.409851e+000
3.382879605083361e-003	-1.000000e+000	-8.398602e+000	-4.838164e-001	-1.575921e+000
3.382899719365548e-003	-1.000000e+000	-8.435355e+000	-4.837652e-001	-1.579944e+000
3.384156654517044e-003	-1.000000e+000	-8.453252e+000	-4.806489e-001	-1.831331e+000
3.385413589668541e-003	-1.000000e+000	-8.467154e+000	-4.776638e-001	-2.082718e+000
3.386670524820038e-003	-1.000000e+000	-8.477061e+000	-4.748098e-001	-2.334105e+000
3.387927459971535e-003	-1.000000e+000	-8.482973e+000	-4.720870e-001	-2.585492e+000
3.389184395123032e-003	-1.000000e+000	-8.484890e+000	-4.694953e-001	-2.836879e+000
3.390441330274528e-003	-1.000000e+000	-8.482812e+000	-4.670348e-001	-3.088266e+000
3.391698265426025e-003	-1.000000e+000	-8.476739e+000	-4.647054e-001	-3.339653e+000
3.400000000000006e-003	-1.000000e+000	-8.477021e+000	-4.521869e-001	-5.000000e+000
3.402552783698617e-003	-1.000000e+000	-8.477855e+000	-4.496972e-001	-4.489443e+000
3.405105567397228e-003	-1.000000e+000	-8.478195e+000	-4.476623e-001	-3.978887e+000
3.407658351095839e-003	-1.000000e+000	-8.478042e+000	-4.460820e-001	-3.468330e+000
3.410211134794450e-003	-1.000000e+000	-8.477396e+000	-4.449564e-001	-2.957773e+000
3.412763918493061e-003	-1.000000e+000	-8.476256e+000	-4.442854e-001	-2.447216e+000
3.415316702191671e-003	-1.000000e+000	-8.474624e+000	-4.440692e-001	-1.936660e+000
3.417869485890283e-003	-1.000000e+000	-8.472498e+000	-4.443076e-001	-1.426103e+000
3.419591754961597e-003	-1.000000e+000	-8.457935e+000	-4.449041e-001	-1.081649e+000
3.420556087677049e-003	-1.000000e+000	-8.237660e+000	-4.453427e-001	-8.887824e-001
3.421519189217306e-003	-1.000000e+000	-6.225903e+000	-4.458434e-001	-6.961622e-001
3.422224558417183e-003	-1.000000e+000	-1.812515e+000	-4.462435e-001	-5.550883e-001
3.422916154343181e-003	-1.000000e+000	4.094937e+000	-4.466454e-001	-4.167691e-001
3.423504778390604e-003	-1.000000e+000	8.393126e+000	-4.469810e-001	-2.990443e-001
3.423534589998015e-003	-1.000000e+000	8.426774e+000	-4.469973e-001	-2.930820e-001
3.424497787792221e-003	-1.000000e+000	8.447727e+000	-4.474711e-001	-1.004424e-001
3.425460985586427e-003	-1.000000e+000	8.464052e+000	-4.478603e-001	9.219714e-002
3.426424183380633e-003	-1.000000e+000	8.475748e+000	-4.481647e-001	2.848367e-001
3.427387381174840e-003	-1.000000e+000	8.482816e+000	-4.483844e-001	4.774763e-001
3.428350578969046e-003	-1.000000e+000	8.485255e+000	-4.485193e-001	6.701158e-001
3.429313776763252e-003	-1.000000e+000	8.483066e+000	-4.485696e-001	8.627553e-001
3.430276974557458e-003	-1.000000e+000	8.476248e+000	-4.485351e-001	1.055395e+000
3.440016632689423e-003	-1.000000e+000	8.476527e+000	-4.434666e-001	3.003327e+000
3.441442828019506e-003	-1.000000e+000	8.476527e+000	-4.421539e-001	3.288566e+000
3.442869023349590e-003	-1.000000e+000	8.476527e+000	-4.406405e-001	3.573805e+000
3.444295218679673e-003	-1.000000e+000	8.476526e+000	-4.389264e-001	3.859044e+000
3.445721414009757e-003	-1.000000e+000	8.476526e+000	-4.370116e-001	4.144283e+000
3.447147609339840e-003	-1.000000e+000	8.476526e+000	-4.348962e-001	4.429522e+000
3.448573804669924e-003	-1.000000e+000	8.476526e+000	-4.325800e-001	4.714761e+000
3.450000000000007e-003	-1.000000e+000	8.476526e+000	-4.300632e-001	5.000000e+000
3.454572588522271e-003	-1.000000e+000	8.471576e+000	-4.205853e-001	4.085482e+000
3.458825722894718e-003	-1.000000e+000	7.643563e+000	-4.105424e-001	3.234855e+000
3.458932534418156e-003	-1.000000e+000	5.130743e+000	-4.102740e-001	3.213493e+000
3.459146157465031e-003	-1.000000e+000	-3.087325e+000	-4.097165e-001	3.170768e+000
3.459199563226750e-003	-1.000000e+000	-2.791480e+000	-4.095772e-001	3.160087e+000
3.459306374750187e-003	-1.000000e+000	-5.225660e-001	-4.092985e-001	3.138725e+000
3.459519997797062e-003	-1.000000e+000	-4.232973e-001	-4.087411e-001	3.096000e+000
3.459947243890812e-003	-1.000000e+000	-4.513536e-001	-4.076264e-001	3.010551e+000
3.460801736078312e-003	-1.000000e+000	-4.233107e-001	-4.053973e-001	2.839653e+000
3.463297819152191e-003	-1.000000e+000	-4.017835e-001	-3.988875e-001	2.340436e+000
3.464959304463726e-003	-1.000000e+000	-3.971393e-001	-3.945554e-001	2.008139e+000
3.466977637082696e-003	-1.000000e+000	-3.878622e-001	-3.892940e-001	1.604473e+000
3.474631746403522e-003	-1.000000e+000	-3.745324e-001	-3.693505e-001	7.365072e-002
3.476566354290471e-003	-1.000000e+000	-3.754361e-001	-3.643118e-001	-3.132709e-001
3.477759391632051e-003	-1.000000e+000	-4.005288e-001	-3.612054e-001	-5.518783e-001
3.478965494627463e-003	-1.000000e+000	-4.400555e-001	-3.580660e-001	-7.930989e-001
3.479796038451199e-003	-1.000000e+000	-5.153770e-001	-3.559050e-001	-9.592077e-001
3.480596587608057e-003	-1.000000e+000	-7.552624e-001	-3.538237e-001	-1.119318e+000
3.481463112582499e-003	-1.000000e+000	-2.435675e+000	-3.515751e-001	-1.292623e+000
3.482096937388867e-003	-1.000000e+000	-5.268578e+000	-3.499399e-001	-1.419387e+000
3.482721515199356e-003	-1.000000e+000	-8.381140e+000	-3.483407e-001	-1.544303e+000
3.482740753789574e-003	-1.000000e+000	-8.424833e+000	-3.482918e-001	-1.548151e+000
3.484054918789776e-003	-1.000000e+000	-8.447455e+000	-3.450396e-001	-1.810984e+000
3.485369083789977e-003	-1.000000e+000	-8.465009e+000	-3.419334e-001	-2.073817e+000
3.486683248790179e-003	-1.000000e+000	-8.477494e+000	-3.389734e-001	-2.336650e+000
3.487997413790381e-003	-1.000000e+000	-8.484911e+000	-3.361595e-001	-2.599483e+000
3.489311578790582e-003	-1.000000e+000	-8.487261e+000	-3.334917e-001	-2.862316e+000
3.490625743790784e-003	-1.000000e+000	-8.484541e+000	-3.309700e-001	-3.125149e+000
3.491939908790985e-003	-1.000000e+000	-8.476754e+000	-3.285944e-001	-3.387982e+000
3.500000000000007e-003	-1.000000e+000	-8.477017e+000	-3.167629e-001	-5.000000e+000
3.502532357821422e-003	-1.000000e+000	-8.477719e+000	-3.143850e-001	-4.493528e+000
3.505064715642838e-003	-1.000000e+000	-8.477955e+000	-3.124659e-001	-3.987057e+000
3.507597073464254e-003	-1.000000e+000	-8.477725e+000	-3.110056e-001	-3.480585e+000
3.510129431285670e-003	-1.000000e+000	-8.477030e+000	-3.100041e-001	-2.974114e+000
3.512661789107086e-003	-1.000000e+000	-8.475870e+000	-3.094614e-001	-2.467642e+000
3.515194146928502e-003	-1.000000e+000	-8.474245e+000	-3.093775e-001	-1.961171e+000
3.517726504749918e-003	-1.000000e+000	-8.472154e+000	-3.097524e-001	-1.454699e+000
3.520012982928646e-003	-1.000000e+000	-8.450870e+000	-3.106865e-001	-9.974034e-001
3.520823532989085e-003	-1.000000e+000	-7.924092e+000	-3.111278e-001	-8.352934e-001
3.521692083258394e-003	-1.000000e+000	-5.226906e+000	-3.116512e-001	-6.615834e-001
3.522353575800768e-003	-1.000000e+000	-5.383029e-001	-3.120739e-001	-5.292848e-001
3.523033497465158e-003	-1.000000e+000	5.302564e+000	-3.125125e-001	-3.933005e-001
3.523527549072593e-003	-1.000000e+000	8.270518e+000	-3.128234e-001	-2.944902e-001
3.523606281047229e-003	-1.000000e+000	8.433517e+000	-3.128711e-001	-2.787438e-001
3.524796449774359e-003	-1.000000e+000	8.452402e+000	-3.135150e-001	-4.071004e-002
3.525986618501488e-003	-1.000000e+000	8.467035e+000	-3.140299e-001	1.973237e-001
3.527176787228618e-003	-1.000000e+000	8.477418e+000	-3.144157e-001	4.353575e-001
3.528366955955748e-003	-1.000000e+000	8.483550e+000	-3.146726e-001	6.733912e-001
3.529557124682877e-003	-1.000000e+000	8.485431e+000	-3.148004e-001	9.114250e-001
3.530747293410007e-003	-1.000000e+000	8.483060e+000	-3.147992e-001	1.149459e+000
3.531937462137137e-003	-1.000000e+000	8.476439e+000	-3.146690e-001	1.387492e+000
3.539210431251825e-003	-1.000000e+000	8.476530e+000	-3.111192e-001	2.842086e+000
3.543164062500007e-003	-1.000000e+000	8.476530e+000	-3.071522e-001	3.632813e+000
3.550000000000007e-003	-1.000000e+000	8.476530e+000	-2.980335e-001	5.000000e+000
3.552050781250007e-003	-1.000000e+000	8.476530e+000	-2.942195e-001	4.589844e+000
3.554785156250007e-003	-1.000000e+000	8.346542e+000	-2.884626e-001	4.042969e+000
3.560253906250007e-003	-1.000000e+000	4.134755e+000	-2.758225e-001	2.949219e+000
3.560360717773445e-003	-1.000000e+000	2.618600e+000	-2.755572e-001	2.927856e+000
3.560574340820320e-003	-1.000000e+000	-2.869745e-001	-2.750027e-001	2.885132e+000
3.561001586914070e-003	-1.000000e+000	-3.182176e-001	-2.738937e-001	2.799683e+000
3.561614841836622e-003	-1.000000e+000	-2.888269e-001	-2.723020e-001	2.677032e+000
3.562841351681725e-003	-1.000000e+000	-2.812280e-001	-2.691192e-001	2.431730e+000
3.563967497148329e-003	-1.000000e+000	-2.686710e-001	-2.661974e-001	2.206501e+000
3.565696914298780e-003	-1.000000e+000	-2.635487e-001	-2.617111e-001	1.860617e+000
3.567351498435388e-003	-1.000000e+000	-2.545500e-001	-2.574199e-001	1.529700e+000
3.573939429240310e-003	-1.000000e+000	-2.434925e-001	-2.403402e-001	2.121142e-001
3.575692018791103e-003	-1.000000e+000	-2.349807e-001	-2.357982e-001	-1.384038e-001
3.576740023964695e-003	-1.000000e+000	-2.479206e-001	-2.330827e-001	-3.480048e-001
3.577766749661170e-003	-1.000000e+000	-2.676983e-001	-2.304228e-001	-5.533499e-001
3.578698917663807e-003	-1.000000e+000	-3.030085e-001	-2.280085e-001	-7.397835e-001
3.579702347517230e-003	-1.000000e+000	-3.682048e-001	-2.254107e-001	-9.404695e-001
3.580624996898397e-003	-1.000000e+000	-7.685349e-001	-2.230242e-001	-1.124999e+000
3.581542650269634e-003	-1.000000e+000	-2.895892e+000	-2.206575e-001	-1.308530e+000
3.582293355951474e-003	-1.000000e+000	-6.059898e+000	-2.187382e-001	-1.458671e+000
3.583046477285223e-003	-1.000000e+000	-8.356149e+000	-2.168353e-001	-1.609295e+000
3.583163864803189e-003	-1.000000e+000	-8.445632e+000	-2.165426e-001	-1.632773e+000
3.584579173025388e-003	-1.000000e+000	-8.459384e+000	-2.131216e-001	-1.915835e+000
3.585994481247588e-003	-1.000000e+000	-8.470037e+000	-2.098721e-001	-2.198896e+000
3.587409789469788e-003	-1.000000e+000	-8.477590e+000	-2.067940e-001	-2.481958e+000
3.588825097691987e-003	-1.000000e+000	-8.482044e+000	-2.038874e-001	-2.765019e+000
3.590240405914187e-003	-1.000000e+000	-8.483399e+000	-2.011523e-001	-3.048081e+000
3.591655714136386e-003	-1.000000e+000	-8.481655e+000	-1.985887e-001	-3.331143e+000
3.593071022358586e-003	-1.000000e+000	-8.476811e+000	-1.961966e-001	-3.614204e+000
3.600000000000007e-003	-1.000000e+000	-8.477014e+000	-1.865375e-001	-5.000000e+000
3.602556636321102e-003	-1.000000e+000	-8.478078e+000	-1.841602e-001	-4.488673e+000
3.605113272642196e-003	-1.000000e+000	-8.478575e+000	-1.822858e-001	-3.977345e+000
3.607669908963291e-003	-1.000000e+000	-8.478503e+000	-1.809142e-001	-3.466018e+000
3.610226545284385e-003	-1.000000e+000	-8.477862e+000	-1.800456e-001	-2.954691e+000
3.612783181605479e-003	-1.000000e+000	-8.476653e+000	-1.796798e-001	-2.443364e+000
3.615339817926574e-003	-1.000000e+000	-8.474875e+000	-1.798169e-001	-1.932036e+000
3.617896454247668e-003	-1.000000e+000	-8.472529e+000	-1.804569e-001	-1.420709e+000
3.620554153833675e-003	-1.000000e+000	-8.424830e+000	-1.818155e-001	-8.891692e-001
3.621388786691639e-003	-1.000000e+000	-7.106681e+000	-1.823582e-001	-7.222427e-001
3.622051242025638e-003	-1.000000e+000	-3.417048e+000	-1.828217e-001	-5.897516e-001
3.622662532559253e-003	-1.000000e+000	2.122642e+000	-1.832636e-001	-4.674935e-001
3.623218964913088e-003	-1.000000e+000	6.819362e+000	-1.836619e-001	-3.562070e-001
3.623626517275461e-003	-1.000000e+000	8.403057e+000	-1.839453e-001	-2.746966e-001
3.623696445435528e-003	-1.000000e+000	8.438853e+000	-1.839924e-001	-2.607109e-001
3.624862383287348e-003	-1.000000e+000	8.455154e+000	-1.847042e-001	-2.752333e-002
3.626028321139169e-003	-1.000000e+000	8.467812e+000	-1.852939e-001	2.056642e-001
3.627194258990989e-003	-1.000000e+000	8.476825e+000	-1.857617e-001	4.388518e-001
3.628360196842809e-003	-1.000000e+000	8.482194e+000	-1.861074e-001	6.720394e-001
3.629526134694629e-003	-1.000000e+000	8.483920e+000	-1.863311e-001	9.052270e-001
3.630692072546450e-003	-1.000000e+000	8.482002e+000	-1.864328e-001	1.138415e+000
3.631858010398270e-003	-1.000000e+000	8.476439e+000	-1.864124e-001	1.371602e+000
3.634897550707701e-003	-1.000000e+000	8.476521e+000	-1.857369e-001	1.979510e+000
3.639027284113127e-003	-1.000000e+000	8.476535e+000	-1.836407e-001	2.805457e+000
3.643164062500007e-003	-1.000000e+000	8.476534e+000	-1.799179e-001	3.632813e+000
3.650000000000007e-003	-1.000000e+000	8.476534e+000	-1.715344e-001	5.000000e+000
3.654785156250007e-003	-1.000000e+000	8.476534e+000	-1.624952e-001	4.042969e+000
3.660253906250007e-003	-1.000000e+000	4.961800e+000	-1.502183e-001	2.949219e+000
3.662814099694104e-003	-1.000000e+000	-5.439096e-001	-1.439561e-001	2.437180e+000
3.663139035371195e-003	-1.000000e+000	-7.440187e-001	-1.431233e-001	2.372193e+000
3.663788906725377e-003	-1.000000e+000	-1.596833e-001	-1.414452e-001	2.242219e+000
3.665088649433740e-003	-1.000000e+000	-1.462445e-001	-1.380896e-001	1.982270e+000
3.666557416769290e-003	-1.000000e+000	-1.376216e-001	-1.342982e-001	1.688517e+000
3.668428623705832e-003	-1.000000e+000	-1.302331e-001	-1.294689e-001	1.314275e+000
3.674338694500474e-003	-1.000000e+000	-1.148224e-001	-1.142218e-001	1.322611e-001
3.675970167068644e-003	-1.000000e+000	-1.147856e-001	-1.100141e-001	-1.940334e-001
3.676979108701166e-003	-1.000000e+000	-1.266387e-001	-1.074126e-001	-3.958218e-001
3.678284838948360e-003	-1.000000e+000	-1.600723e-001	-1.040466e-001	-6.569678e-001
3.679086461953685e-003	-1.000000e+000	-1.970244e-001	-1.019807e-001	-8.172924e-001
3.680067369708373e-003	-1.000000e+000	-3.001246e-001	-9.945405e-002	-1.013474e+000
3.680909619483794e-003	-1.000000e+000	-9.745249e-001	-9.728717e-002	-1.181924e+000
3.681744837972826e-003	-1.000000e+000	-3.310207e+000	-9.515043e-002	-1.348968e+000
3.682825190484548e-003	-1.000000e+000	-8.381855e+000	-9.240826e-002	-1.565038e+000
3.682842464789823e-003	-1.000000e+000	-8.427832e+000	-9.236483e-002	-1.568493e+000
3.684060093921459e-003	-1.000000e+000	-8.448885e+000	-8.938713e-002	-1.812019e+000
3.685277723053096e-003	-1.000000e+000	-8.465247e+000	-8.653834e-002	-2.055545e+000
3.686495352184732e-003	-1.000000e+000	-8.476919e+000	-8.381845e-002	-2.299070e+000
3.687712981316369e-003	-1.000000e+000	-8.483901e+000	-8.122745e-002	-2.542596e+000
3.688930610448005e-003	-1.000000e+000	-8.486191e+000	-7.876535e-002	-2.786122e+000
3.690148239579641e-003	-1.000000e+000	-8.483792e+000	-7.643215e-002	-3.029648e+000
3.691365868711277e-003	-1.000000e+000	-8.476702e+000	-7.422785e-002	-3.273174e+000
3.695813282321069e-003	-1.000000e+000	-8.476904e+000	-6.704690e-002	-4.162656e+000
3.700000000000007e-003	-1.000000e+000	-8.477010e+000	-6.185850e-002	-5.000000e+000
3.702544209928109e-003	-1.000000e+000	-8.477948e+000	-5.956186e-002	-4.491158e+000
3.705088419856212e-003	-1.000000e+000	-8.478376e+000	-5.777262e-002	-3.982316e+000
3.707632629784314e-003	-1.000000e+000	-8.478294e+000	-5.649080e-002	-3.473474e+000
3.710176839712416e-003	-1.000000e+000	-8.477704e+000	-5.571639e-002	-2.964632e+000
3.712721049640518e-003	-1.000000e+000	-8.476603e+000	-5.544938e-002	-2.455790e+000
3.715265259568621e-003	-1.000000e+000	-8.474993e+000	-5.568979e-002	-1.946948e+000
3.717809469496723e-003	-1.000000e+000	-8.472874e+000	-5.643760e-002	-1.438106e+000
3.720460090912882e-003	-1.000000e+000	-8.434834e+000	-5.791010e-002	-9.079818e-001
3.721294616288591e-003	-1.000000e+000	-7.289374e+000	-5.849166e-002	-7.410768e-001
3.721972968289962e-003	-1.000000e+000	-3.886711e+000	-5.899956e-002	-6.054063e-001
3.722535958208439e-003	-1.000000e+000	9.306758e-001	-5.943653e-002	-4.928084e-001
3.723082453979499e-003	-1.000000e+000	5.812827e+000	-5.986026e-002	-3.835092e-001
3.723491296111855e-003	-1.000000e+000	8.276099e+000	-6.017083e-002	-3.017408e-001
3.723567548658131e-003	-1.000000e+000	8.430136e+000	-6.022720e-002	-2.864903e-001
3.724725021398811e-003	-1.000000e+000	8.450498e+000	-6.101319e-002	-5.499572e-002
3.725882494139490e-003	-1.000000e+000	8.466278e+000	-6.168085e-002	1.764988e-001
3.727039966880170e-003	-1.000000e+000	8.477474e+000	-6.223017e-002	4.079934e-001
3.728197439620849e-003	-1.000000e+000	8.484088e+000	-6.266115e-002	6.394879e-001
3.729354912361529e-003	-1.000000e+000	8.486118e+000	-6.297381e-002	8.709825e-001
3.730512385102208e-003	-1.000000e+000	8.483565e+000	-6.316813e-002	1.102477e+000
3.731669857842888e-003	-1.000000e+000	8.476429e+000	-6.324411e-002	1.333972e+000
3.734540585093907e-003	-1.000000e+000	8.476521e+000	-6.287678e-002	1.908117e+000
3.738562737650435e-003	-1.000000e+000	8.476538e+000	-6.121501e-002	2.712548e+000
3.743164062500007e-003	-1.000000e+000	8.476538e+000	-5.751552e-002	3.632813e+000
3.750000000000007e-003	-1.000000e+000	8.476538e+000	-4.976711e-002	5.000000e+000
3.752050781250007e-003	-1.000000e+000	8.476538e+000	-4.636617e-002	4.589844e+000
3.754785156250007e-003	-1.000000e+000	8.476538e+000	-4.116958e-002	4.042969e+000
3.760253906250007e-003	-1.000000e+000	6.976222e+000	-2.936514e-002	2.949219e+000
3.763098034415692e-003	-1.000000e+000	2.312442e+000	-2.260275e-002	2.380393e+000
3.763159006294941e-003	-1.000000e+000	1.494778e+000	-2.244866e-002	2.368199e+000
3.763280950053439e-003	-1.000000e+000	-1.328595e-002	-2.213520e-002	2.343810e+000
3.763524837570436e-003	-1.000000e+000	-7.274920e-002	-2.150831e-002	2.295033e+000
3.764012612604429e-003	-1.000000e+000	-3.869080e-002	-2.025465e-002	2.197478e+000
3.764988162672416e-003	-1.000000e+000	-3.497447e-002	-1.774766e-002	2.002367e+000
3.766242335284415e-003	-1.000000e+000	-2.052752e-002	-1.452517e-002	1.751533e+000
3.767816908172485e-003	-1.000000e+000	-1.358614e-002	-1.048014e-002	1.436618e+000
3.769560232360387e-003	-1.000000e+000	-5.328695e-003	-6.002487e-003	1.087954e+000
3.772196887020762e-003	-1.000000e+000	-9.689813e-005	7.679971e-004	5.606226e-001
3.775729559727096e-003	-1.000000e+000	-1.340800e-001	9.837461e-003	-1.459119e-001
3.775866526861368e-003	-1.000000e+000	-9.061395e-002	1.018904e-002	-1.733054e-001
3.776140461129913e-003	-1.000000e+000	6.911164e-003	1.089212e-002	-2.280922e-001
3.776688329667003e-003	-1.000000e+000	6.874580e-004	1.229818e-002	-3.376659e-001
3.777528877239807e-003	-1.000000e+000	-1.772741e-002	1.445514e-002	-5.057755e-001
3.778462845823257e-003	-1.000000e+000	-4.698558e-002	1.685134e-002	-6.925691e-001
3.779389322834154e-003	-1.000000e+000	-9.880000e-002	1.922748e-002	-8.778645e-001
3.780381828264520e-003	-1.000000e+000	-2.863338e-001	2.177134e-002	-1.076366e+000
3.781289813285114e-003	-1.000000e+000	-1.712998e+000	2.409410e-002	-1.257963e+000
3.782066746939710e-003	-1.000000e+000	-4.724675e+000	2.606824e-002	-1.413349e+000
3.782872791335619e-003	-1.000000e+000	-8.384186e+000	2.809768e-002	-1.574558e+000
3.782895604340632e-003	-1.000000e+000	-8.432372e+000	2.815455e-002	-1.579121e+000
3.784204383598219e-003	-1.000000e+000	-8.451888e+000	3.132314e-002	-1.840877e+000
3.785513162855806e-003	-1.000000e+000	-8.467011e+000	3.434027e-002	-2.102633e+000
3.786821942113393e-003	-1.000000e+000	-8.477742e+000	3.720594e-002	-2.364389e+000
3.788130721370979e-003	-1.000000e+000	-8.484081e+000	3.992015e-002	-2.626144e+000
3.789439500628566e-003	-1.000000e+000	-8.486028e+000	4.248289e-002	-2.887900e+000
3.790748279886153e-003	-1.000000e+000	-8.483583e+000	4.489418e-002	-3.149656e+000
3.792057059143740e-003	-1.000000e+000	-8.476746e+000	4.715400e-002	-3.411412e+000
3.794879240761104e-003	-1.000000e+000	-8.476871e+000	5.143690e-002	-3.975848e+000
3.800000000000007e-003	-1.000000e+000	-8.477007e+000	5.808614e-002	-5.000000e+000
3.801536227771678e-003	-1.000000e+000	-8.477011e+000	5.949539e-002	-4.692754e+000
3.803584531467240e-003	-1.000000e+000	-8.476981e+000	6.100092e-002	-4.283094e+000
3.807681138858363e-003	-1.000000e+000	-8.476888e+000	6.278656e-002	-3.463772e+000
3.814517076358363e-003	-1.000000e+000	-8.476197e+000	6.352191e-002	-2.096585e+000
3.816909378138992e-003	-1.000000e+000	-8.474055e+000	6.302457e-002	-1.618124e+000
3.820272062491884e-003	-1.000000e+000	-8.443737e+000	6.117285e-002	-9.455875e-001
3.821082037773075e-003	-1.000000e+000	-7.587292e+000	6.057127e-002	-7.835925e-001
3.821849803589070e-003	-1.000000e+000	-4.416724e+000	5.995822e-002	-6.300393e-001
3.822449944854778e-003	-1.000000e+000	3.048303e-001	5.945975e-002	-5.100110e-001
3.823067830811448e-003	-1.000000e+000	5.762467e+000	5.894445e-002	-3.864338e-001
3.823486677134719e-003	-1.000000e+000	8.273586e+000	5.860142e-002	-3.026646e-001
3.823566213801478e-003	-1.000000e+000	8.430944e+000	5.853795e-002	-2.867572e-001
3.824745600877498e-003	-1.000000e+000	8.451004e+000	5.766782e-002	-5.087982e-002
3.825924987953518e-003	-1.000000e+000	8.466544e+000	5.691897e-002	1.849976e-001
3.827104375029538e-003	-1.000000e+000	8.477564e+000	5.629139e-002	4.208750e-001
3.828283762105558e-003	-1.000000e+000	8.484063e+000	5.578507e-002	6.567524e-001
3.829463149181578e-003	-1.000000e+000	8.486043e+000	5.540003e-002	8.926298e-001
3.830642536257598e-003	-1.000000e+000	8.483503e+000	5.513626e-002	1.128507e+000
3.831821923333618e-003	-1.000000e+000	8.476443e+000	5.499376e-002	1.364385e+000
3.834747077096389e-003	-1.000000e+000	8.476527e+000	5.521231e-002	1.949415e+000
3.838921510149898e-003	-1.000000e+000	8.476542e+000	5.668919e-002	2.784302e+000
3.843164062500007e-003	-1.000000e+000	8.476542e+000	5.981206e-002	3.632813e+000
3.850000000000007e-003	-1.000000e+000	8.476542e+000	6.703565e-002	5.000000e+000
3.852050781250007e-003	-1.000000e+000	8.476542e+000	7.024900e-002	4.589844e+000
3.854785156250007e-003	-1.000000e+000	8.476542e+000	7.518647e-002	4.042969e+000
3.860253906250007e-003	-1.000000e+000	8.347421e+000	8.652742e-002	2.949219e+000
3.863512463728474e-003	-1.000000e+000	4.570591e+000	9.406781e-002	2.297507e+000
3.863614293649676e-003	-1.000000e+000	3.009452e+000	9.432180e-002	2.277141e+000
3.863817953492080e-003	-1.000000e+000	8.699320e-002	9.484296e-002	2.236409e+000
3.864225273176888e-003	-1.000000e+000	5.004648e-002	9.588519e-002	2.154945e+000
3.864813355571922e-003	-1.000000e+000	8.125523e-002	9.738976e-002	2.037329e+000
3.865989520361990e-003	-1.000000e+000	8.700798e-002	1.003984e-001	1.802096e+000
3.867126339058161e-003	-1.000000e+000	1.004092e-001	1.033060e-001	1.574732e+000
3.868831418162444e-003	-1.000000e+000	1.056012e-001	1.076661e-001	1.233716e+000
3.870479647231408e-003	-1.000000e+000	1.147918e-001	1.118801e-001	9.040706e-001
3.873532295243743e-003	-1.000000e+000	1.208730e-001	1.196828e-001	2.935410e-001
3.875835006688678e-003	-1.000000e+000	1.152611e-001	1.255675e-001	-1.670013e-001
3.877079461818073e-003	-1.000000e+000	1.053901e-001	1.287469e-001	-4.158924e-001
3.878473606622371e-003	-1.000000e+000	5.860884e-002	1.323079e-001	-6.947213e-001
3.879241347123320e-003	-1.000000e+000	2.673734e-002	1.342682e-001	-8.482694e-001
3.880228704757337e-003	-1.000000e+000	-1.336752e-001	1.367877e-001	-1.045741e+000
3.881179611947021e-003	-1.000000e+000	-1.525461e+000	1.392089e-001	-1.235922e+000
3.882118180278312e-003	-1.000000e+000	-4.781663e+000	1.415790e-001	-1.423636e+000
3.883095242647893e-003	-1.000000e+000	-8.409605e+000	1.440186e-001	-1.619048e+000
3.883115908555626e-003	-1.000000e+000	-8.442114e+000	1.440696e-001	-1.623182e+000
3.884382162095569e-003	-1.000000e+000	-8.457165e+000	1.470972e-001	-1.876432e+000
3.885648415635512e-003	-1.000000e+000	-8.468848e+000	1.499812e-001	-2.129683e+000
3.886914669175456e-003	-1.000000e+000	-8.477163e+000	1.527214e-001	-2.382934e+000
3.888180922715399e-003	-1.000000e+000	-8.482109e+000	1.553180e-001	-2.636185e+000
3.889447176255343e-003	-1.000000e+000	-8.483686e+000	1.577710e-001	-2.889435e+000
3.890713429795286e-003	-1.000000e+000	-8.481895e+000	1.600802e-001	-3.142686e+000
