[s],CH2[V]
-2.1805E-02,-8.79961E-01
-2.1800E-02,-8.59961E-01
-2.1795E-02,-8.69961E-01
-2.1790E-02,-8.59961E-01
-2.1785E-02,-8.79961E-01
-2.1780E-02,-8.79961E-01
-2.1775E-02,-8.69961E-01
-2.1770E-02,-8.79961E-01
-2.1765E-02,-8.69961E-01
-2.1760E-02,-8.79961E-01
-2.1755E-02,-8.79961E-01
-2.1750E-02,-8.69961E-01
-2.1745E-02,-8.89961E-01
-2.1740E-02,-8.59961E-01
-2.1735E-02,-8.69961E-01
-2.1730E-02,-8.89961E-01
-2.1725E-02,-8.69961E-01
-2.1720E-02,-8.79961E-01
-2.1715E-02,-8.69961E-01
-2.1710E-02,-8.79961E-01
-2.1705E-02,-8.79961E-01
-2.1700E-02,-8.69961E-01
-2.1695E-02,-8.89961E-01
-2.1690E-02,-8.59961E-01
-2.1685E-02,-8.69961E-01
-2.1680E-02,-8.79961E-01
-2.1675E-02,-8.69961E-01
-2.1670E-02,-8.69961E-01
-2.1665E-02,-8.59961E-01
-2.1660E-02,-8.69961E-01
-2.1655E-02,-8.69961E-01
-2.1650E-02,-8.79961E-01
-2.1645E-02,-8.59961E-01
-2.1640E-02,-8.79961E-01
-2.1635E-02,-8.79961E-01
-2.1630E-02,-8.69961E-01
-2.1625E-02,-8.69961E-01
-2.1620E-02,-8.69961E-01
-2.1615E-02,-8.59961E-01
-2.1610E-02,-8.69961E-01
-2.1605E-02,-8.79961E-01
-2.1600E-02,-8.69961E-01
-2.1595E-02,-8.79961E-01
-2.1590E-02,-8.59961E-01
-2.1585E-02,-8.69961E-01
-2.1580E-02,-8.69961E-01
-2.1575E-02,-8.69961E-01
-2.1570E-02,-8.79961E-01
-2.1565E-02,-8.69961E-01
-2.1560E-02,-8.69961E-01
-2.1555E-02,-8.89961E-01
-2.1550E-02,-8.79961E-01
-2.1545E-02,-8.79961E-01
-2.1540E-02,-8.89961E-01
-2.1535E-02,-8.69961E-01
-2.1530E-02,-8.69961E-01
-2.1525E-02,-8.89961E-01
-2.1520E-02,-8.79961E-01
-2.1515E-02,-8.59961E-01
-2.1510E-02,-8.79961E-01
-2.1505E-02,-8.69961E-01
-2.1500E-02,-8.69961E-01
-2.1495E-02,-8.69961E-01
-2.1490E-02,-8.69961E-01
-2.1485E-02,-8.89961E-01
-2.1480E-02,-8.69961E-01
-2.1475E-02,-8.79961E-01
-2.1470E-02,-8.69961E-01
-2.1465E-02,-8.69961E-01
-2.1460E-02,-8.59961E-01
-2.1455E-02,-8.69961E-01
-2.1450E-02,-8.79961E-01
-2.1445E-02,-8.69961E-01
-2.1440E-02,-8.79961E-01
-2.1435E-02,-8.69961E-01
-2.1430E-02,-8.79961E-01
-2.1425E-02,-8.79961E-01
-2.1420E-02,-8.69961E-01
-2.1415E-02,-8.79961E-01
-2.1410E-02,-8.79961E-01
-2.1405E-02,-8.69961E-01
-2.1400E-02,-8.69961E-01
-2.1395E-02,-8.69961E-01
-2.1390E-02,-8.69961E-01
-2.1385E-02,-8.69961E-01
-2.1380E-02,-8.79961E-01
-2.1375E-02,-8.79961E-01
-2.1370E-02,-8.79961E-01
-2.1365E-02,-8.79961E-01
-2.1360E-02,-8.69961E-01
-2.1355E-02,-8.69961E-01
-2.1350E-02,-8.79961E-01
-2.1345E-02,-8.69961E-01
-2.1340E-02,-8.79961E-01
-2.1335E-02,-8.89961E-01
-2.1330E-02,-8.69961E-01
-2.1325E-02,-8.69961E-01
-2.1320E-02,-8.69961E-01
-2.1315E-02,-8.69961E-01
-2.1310E-02,-8.79961E-01
-2.1305E-02,-8.79961E-01
-2.1300E-02,-8.69961E-01
-2.1295E-02,-8.79961E-01
-2.1290E-02,-8.69961E-01
-2.1285E-02,-8.69961E-01
-2.1280E-02,-8.69961E-01
-2.1275E-02,-8.69961E-01
-2.1270E-02,-8.89961E-01
-2.1265E-02,-8.79961E-01
-2.1260E-02,-8.69961E-01
-2.1255E-02,-8.69961E-01
-2.1250E-02,-8.69961E-01
-2.1245E-02,-8.69961E-01
-2.1240E-02,-8.69961E-01
-2.1235E-02,-8.69961E-01
-2.1230E-02,-8.79961E-01
-2.1225E-02,-8.69961E-01
-2.1220E-02,-8.79961E-01
-2.1215E-02,-8.79961E-01
-2.1210E-02,-8.89961E-01
-2.1205E-02,-8.79961E-01
-2.1200E-02,-8.69961E-01
-2.1195E-02,-8.69961E-01
-2.1190E-02,-8.79961E-01
-2.1185E-02,-8.69961E-01
-2.1180E-02,-8.69961E-01
-2.1175E-02,-8.69961E-01
-2.1170E-02,-8.69961E-01
-2.1165E-02,-8.69961E-01
-2.1160E-02,-8.59961E-01
-2.1155E-02,-8.79961E-01
-2.1150E-02,-8.79961E-01
-2.1145E-02,-8.79961E-01
-2.1140E-02,-8.69961E-01
-2.1135E-02,-8.69961E-01
-2.1130E-02,-8.59961E-01
