0.000000000000000e+000,8.444195e+000
9.714285714291221e-007,8.442143e+000
1.942857142858244e-006,8.439525e+000
2.914285714287366e-006,8.436343e+000
3.885714285716488e-006,8.432595e+000
4.857142857145610e-006,8.428282e+000
5.828571428574732e-006,8.423404e+000
6.800000000003852e-006,8.417961e+000
7.042857142861132e-006,8.416304e+000
7.285714285718412e-006,8.414425e+000
7.528571428575693e-006,8.412325e+000
7.771428571432973e-006,8.410004e+000
8.014285714290255e-006,8.407461e+000
8.257142857147535e-006,8.404696e+000
8.500000000004815e-006,8.401711e+000
8.700000000004928e-006,8.398808e+000
8.800000000004984e-006,8.397214e+000
8.900000000005041e-006,8.395506e+000
9.000000000005098e-006,8.393664e+000
9.200000000005211e-006,8.389489e+000
9.400000000005324e-006,8.384420e+000
9.500000000005381e-006,8.381412e+000
9.600000000005438e-006,8.377966e+000
9.700000000005494e-006,8.373929e+000
9.800000000005551e-006,8.369059e+000
9.900000000005607e-006,8.362926e+000
1.000000000000566e-005,8.354649e+000
1.010000000000572e-005,8.341906e+000
1.020000000000578e-005,8.319510e+000
1.026730152937656e-005,8.290483e+000
1.031307515270900e-005,8.252311e+000
1.037486671596880e-005,8.171773e+000
1.041921531265162e-005,8.092834e+000
1.046786298296385e-005,7.978176e+000
1.052355122544953e-005,7.805104e+000
1.058548931302870e-005,7.538681e+000
1.066839910263779e-005,7.023657e+000
1.076839910263785e-005,6.166569e+000
1.083609517308726e-005,5.427951e+000
1.090156666657348e-005,4.611864e+000
1.097041677118019e-005,3.720268e+000
1.103989523250273e-005,2.815452e+000
1.111279601643243e-005,1.865268e+000
1.118868735074975e-005,8.750113e-001
1.122651525424750e-005,3.810027e-001
1.125142316876771e-005,5.552628e-002
1.127314285550869e-005,-2.283931e-001
1.129616425957214e-005,-5.294242e-001
1.130730901411758e-005,-6.752009e-001
1.131964602807531e-005,-8.366206e-001
1.133385803088450e-005,-1.022621e+000
1.134921028829862e-005,-1.223594e+000
1.135961426297042e-005,-1.359820e+000
1.137220985209832e-005,-1.524778e+000
1.138657787529986e-005,-1.712991e+000
1.140389231831787e-005,-1.939859e+000
1.142465539252660e-005,-2.212002e+000
1.145277213358245e-005,-2.580700e+000
1.150164080640612e-005,-3.221894e+000
1.154605140905570e-005,-3.804987e+000
1.158885516493050e-005,-4.367414e+000
1.163858236782759e-005,-5.021447e+000
1.173803677362176e-005,-6.331084e+000
1.183803677362182e-005,-7.649356e+000
1.187927714051996e-005,-8.138504e+000
1.190506516344689e-005,-8.319595e+000
1.193320783693884e-005,-8.380973e+000
1.194499455228911e-005,-8.388864e+000
1.195688975947468e-005,-8.394110e+000
1.197062030351540e-005,-8.398982e+000
1.199077430010811e-005,-8.404860e+000
1.200621104313626e-005,-8.408648e+000
1.202103924407292e-005,-8.411743e+000
1.203919894179439e-005,-8.415062e+000
1.205596585212546e-005,-8.417765e+000
1.207635431728208e-005,-8.420670e+000
1.209763153462253e-005,-8.423349e+000
1.212656844515195e-005,-8.426523e+000
1.216600802577197e-005,-8.430267e+000
1.220521849352963e-005,-8.433441e+000
1.226082603712937e-005,-8.437263e+000
1.231179123185855e-005,-8.440189e+000
1.241179123185861e-005,-8.444886e+000
1.251179123185867e-005,-8.448750e+000
1.261179123185872e-005,-8.451902e+000
1.281179123185884e-005,-8.456774e+000
