0.000000000000000e+000,8.476663e+000
1.023000000000579e-004,8.476663e+000
2.047000000001159e-004,8.472787e+000
2.099714285715475e-004,8.471563e+000
2.152428571429791e-004,8.468996e+000
2.205142857144106e-004,8.465086e+000
2.257857142858422e-004,8.459833e+000
2.310571428572737e-004,8.453237e+000
2.363285714287053e-004,8.445299e+000
2.416000000001368e-004,8.436017e+000
2.424142857144230e-004,8.434017e+000
2.432285714287092e-004,8.431545e+000
2.440428571429954e-004,8.428602e+000
2.448571428572815e-004,8.425187e+000
2.456714285715677e-004,8.421300e+000
2.464857142858539e-004,8.416941e+000
2.473000000001401e-004,8.412110e+000
2.475285714287117e-004,8.410499e+000
2.477571428572832e-004,8.408680e+000
2.479857142858547e-004,8.406653e+000
2.482142857144263e-004,8.404418e+000
2.484428571429979e-004,8.401975e+000
2.486714285715694e-004,8.399324e+000
2.489000000001410e-004,8.396464e+000
2.491000000001411e-004,8.393517e+000
2.492000000001412e-004,8.391891e+000
2.493000000001412e-004,8.390144e+000
2.494000000001413e-004,8.388258e+000
2.495000000001413e-004,8.386206e+000
2.496000000001414e-004,8.383957e+000
2.497000000001414e-004,8.381467e+000
2.498000000001415e-004,8.378680e+000
2.499000000001416e-004,8.375515e+000
2.500000000001416e-004,8.371852e+000
2.501000000001417e-004,8.367504e+000
2.502000000001417e-004,8.362163e+000
2.503000000001418e-004,8.355246e+000
2.504000000001418e-004,8.345448e+000
2.505000000001419e-004,8.328837e+000
2.506000000001419e-004,8.297210e+000
2.506606077878409e-004,8.257035e+000
2.507302433598132e-004,8.177567e+000
2.507854124009410e-004,8.085405e+000
2.508463387735028e-004,7.944683e+000
2.509063085800838e-004,7.754335e+000
2.509753012875254e-004,7.440229e+000
2.510667222227838e-004,6.832554e+000
2.511667222227839e-004,5.921803e+000
2.512309664708496e-004,5.192519e+000
2.512984839708101e-004,4.337845e+000
2.513705996161485e-004,3.401470e+000
2.514386269563832e-004,2.515255e+000
2.515184030162569e-004,1.475015e+000
2.516050567601068e-004,3.437970e-001
2.516407620860414e-004,-1.227390e-001
2.516752591717880e-004,-5.737827e-001
2.516868614916490e-004,-7.255421e-001
2.516978852911851e-004,-8.697823e-001
2.517123857580098e-004,-1.059562e+000
2.517305742198597e-004,-1.297668e+000
2.517420276412585e-004,-1.447642e+000
2.517551793844244e-004,-1.619895e+000
2.517702473428722e-004,-1.817291e+000
2.517886399577760e-004,-2.058310e+000
2.518113568054782e-004,-2.356099e+000
2.518437721976262e-004,-2.781208e+000
2.518770627100170e-004,-3.218017e+000
2.519135744202001e-004,-3.697376e+000
2.519557990302089e-004,-4.252110e+000
2.520060279629054e-004,-4.912590e+000
2.520934378423640e-004,-6.063300e+000
2.521934378423641e-004,-7.381327e+000
2.522467221557020e-004,-8.040160e+000
2.522772805076379e-004,-8.299767e+000
2.523004130426303e-004,-8.374069e+000
2.523168655465468e-004,-8.386751e+000
2.523271602283992e-004,-8.391857e+000
2.523405520756872e-004,-8.396897e+000
2.523673357702632e-004,-8.405037e+000
2.523799085022264e-004,-8.408210e+000
2.523944010024680e-004,-8.411274e+000
2.524117126227676e-004,-8.414496e+000
2.524302213608054e-004,-8.417526e+000
2.524504132275962e-004,-8.420435e+000
2.524732331428781e-004,-8.423325e+000
2.525017512923177e-004,-8.426458e+000
2.525434505275352e-004,-8.430401e+000
2.525848810410708e-004,-8.433722e+000
2.526433481455012e-004,-8.437673e+000
2.526978726547756e-004,-8.440736e+000
2.527978726547756e-004,-8.445326e+000
2.528978726547757e-004,-8.449102e+000
2.530978726547758e-004,-8.454782e+000
2.533978726547760e-004,-8.460552e+000
2.536550155119189e-004,-8.463612e+000
2.539121583690620e-004,-8.466255e+000
2.541693012262050e-004,-8.468481e+000
2.544264440833480e-004,-8.470290e+000
2.546835869404910e-004,-8.471681e+000
2.549407297976340e-004,-8.472655e+000
2.551978726547770e-004,-8.473212e+000
2.565978726547778e-004,-8.474782e+000
2.579978726547786e-004,-8.476019e+000
2.593978726547794e-004,-8.476922e+000
2.607978726547802e-004,-8.477493e+000
2.621978726547809e-004,-8.477730e+000
2.635978726547817e-004,-8.477634e+000
2.649978726547825e-004,-8.477204e+000
3.041978726548047e-004,-8.477180e+000
4.065978726548627e-004,-8.477102e+000
5.089978726549207e-004,-8.477024e+000
6.113978726549787e-004,-8.476945e+000
7.137978726550367e-004,-8.476867e+000
8.161978726550947e-004,-8.476788e+000
8.308121583693887e-004,-8.477272e+000
8.454264440836827e-004,-8.476880e+000
8.600407297979767e-004,-8.475614e+000
