-2.412;-8.53
-2.211;-8.53
-2.015;-8.53
-1.797;-8.49
-1.604;-8.45
-1.404;-7.85
-1.218;-6.81
-1.028;-5.75
-0.817;-4.571
-0.600;-3.385
-0.454;-2.546
-0.298;-1.667
-0.214;-1.197
-0.0977;-0.551
-0.006;-0.065
0.1024;0.578
0.1993;1.118
0.295;1.651
0.457;2.557
0.609;3.413
0.806;4.507
1.021;5.71
1.202;6.72
1.414;7.91
1.625;9.02
1.806;9.02
2.000;9.02
2.204;9.02
2.407;9.02
