1.000000000000000000e+01,7.766879220526570760e-02,-2.219506896647717298e+01
1.071519305237606545e+01,7.359598136843314986e-02,-2.266291798421815429e+01
1.148153621496882870e+01,7.447726214917384235e-02,-2.255952593574393816e+01
1.230268770812381796e+01,7.379659717636556648e-02,-2.263927326803747420e+01
1.318256738556407370e+01,7.343919961242155459e-02,-2.268144130002595915e+01
1.412537544622754027e+01,7.419489120043218366e-02,-2.259251995367726451e+01
1.513561248436207940e+01,7.409560690370703417e-02,-2.260415080776474639e+01
1.621810097358929781e+01,7.399893056278615544e-02,-2.261549113349854068e+01
1.737800828749375270e+01,7.321261673413749504e-02,-2.270828141001858924e+01
1.862087136662867692e+01,7.443539817071008480e-02,-2.256440968311027717e+01
1.995262314968879735e+01,7.384265899488569318e-02,-2.263385346444930590e+01
2.137962089502232388e+01,7.148377482781338721e-02,-2.291585043737281424e+01
2.290867652767772356e+01,7.251786242553592832e-02,-2.279110011758583099e+01
2.454708915685031201e+01,7.242509911444897086e-02,-2.280221803575186001e+01
2.630267991895381385e+01,7.371635517902198897e-02,-2.264872292233399165e+01
2.818382931264453362e+01,7.209397659395863633e-02,-2.284202037587014900e+01
3.019951720402016093e+01,7.389059788572893694e-02,-2.262821638666949298e+01
3.235936569296282528e+01,7.447332102870322934e-02,-2.255998557996601050e+01
3.467368504525316553e+01,7.411552340162740060e-02,-2.260181640138652170e+01
3.715352290971723903e+01,7.367907104311474664e-02,-2.265311716854567692e+01
3.981071705534973404e+01,7.236584239455022549e-02,-2.280932756004565576e+01
4.265795188015925277e+01,7.267204092890780509e-02,-2.277265285731104072e+01
4.570881896148749490e+01,7.315526320879073285e-02,-2.271508845562458845e+01
4.897788193684461078e+01,7.326678565456835879e-02,-2.270185722643439874e+01
5.248074602497725749e+01,7.418100731883345289e-02,-2.259414547190320377e+01
5.623413251903490817e+01,7.424644726189340294e-02,-2.258648645542575650e+01
6.025595860743577958e+01,7.327512618566846270e-02,-2.270086849997618828e+01
6.456542290346556001e+01,7.372327699985062321e-02,-2.264790737266165976e+01
6.918309709189362877e+01,7.264313236886121850e-02,-2.277610874646251560e+01
7.413102413009177383e+01,7.322826649236618968e-02,-2.270642493291521191e+01
7.943282347242814012e+01,7.354611877834767164e-02,-2.266880482382010342e+01
8.511380382023763502e+01,7.335915814690326109e-02,-2.269091322349252593e+01
9.120108393559097237e+01,7.344346155985952140e-02,-2.268093724046162052e+01
9.772372209558106704e+01,7.301147705057278725e-02,-2.273217731048172041e+01
1.047128548050899610e+02,8.005613013741562367e-02,-2.193210814486970506e+01
1.122018454301963004e+02,7.599970318535249902e-02,-2.238376207680924779e+01
1.202264434617413116e+02,7.220114159852958347e-02,-2.282911871175891605e+01
1.288249551693133697e+02,7.435972921484911013e-02,-2.257324400810254872e+01
1.380384264602883775e+02,7.608550908290032111e-02,-2.237396098406182432e+01
1.479108388168207284e+02,8.474255590703884400e-02,-2.143796882898438483e+01
1.584893192461114211e+02,6.934178632052226399e-02,-2.318009949265992020e+01
1.698243652461744375e+02,6.900615188965797397e-02,-2.322224380478071026e+01
1.819700858609982674e+02,5.780161437867811086e-02,-2.476120063437123520e+01
1.949844599758045547e+02,8.537571529212066579e-02,-2.137331289405721435e+01
2.089296130854038722e+02,6.694705255359903462e-02,-2.348537077420017027e+01
2.238721138568337778e+02,7.396142358097937408e-02,-2.261989476599177351e+01
2.398832919019489793e+02,8.194153047051978833e-02,-2.172991857463479093e+01
2.570395782768864592e+02,8.776616596631130196e-02,-2.113345746457458674e+01
2.754228703338166042e+02,8.321054407900486949e-02,-2.159643276620814234e+01
2.951209226666384211e+02,1.101465190675052913e-01,-1.916058446389328651e+01
3.162277660168379612e+02,1.049826720609068065e-01,-1.957764755181122140e+01
3.388441561392027666e+02,1.169103547793164943e-01,-1.864294043127793543e+01
3.630780547701014029e+02,1.215431785355249594e-01,-1.830538820782591003e+01
3.890451449942804629e+02,1.260513992394356741e-01,-1.798904658109255905e+01
4.168693834703354923e+02,1.314042485722933529e-01,-1.762781185813143026e+01
4.466835921509630225e+02,1.456006195380853963e-01,-1.673673554147620024e+01
4.786300923226380064e+02,1.576733784414930117e-01,-1.604483253442812085e+01
5.128613839913648462e+02,1.618815990201838695e-01,-1.581605028844948180e+01
5.495408738576247742e+02,1.838649010719423382e-01,-1.471002335168404507e+01
5.888436553555890214e+02,1.900309294088600165e-01,-1.442351415163779116e+01
6.309573444801930009e+02,2.136437505674924076e-01,-1.340619612983515907e+01
6.760829753919819041e+02,2.199714875937305025e-01,-1.315267216384620141e+01
7.244359600749899073e+02,2.271883086601620694e-01,-1.287228043237369057e+01
7.762471166286911739e+02,2.423255686831701783e-01,-1.231201518797546512e+01
8.317637711026708303e+02,2.518666469336569569e-01,-1.197658678991116332e+01
8.912509381337458763e+02,2.637791272610794380e-01,-1.157519145964277030e+01
9.549925860214359545e+02,2.809875809693529458e-01,-1.102625749055816051e+01
1.023292992280753651e+03,3.009748275684645535e-01,-1.042939651372218712e+01
1.096478196143185187e+03,3.074741700715986625e-01,-1.024382724112381915e+01
1.174897554939529073e+03,3.652100555862734521e-01,-8.749145464731263644e+00
1.258925411794167530e+03,2.933480346827655461e-01,-1.065233634082544789e+01
1.348962882591653170e+03,3.465878566288128626e-01,-9.203733153935747424e+00
1.445439770745927945e+03,3.548750620153175994e-01,-8.998490371440340141e+00
1.548816618912481090e+03,3.625536562142458452e-01,-8.812554216433820642e+00
1.659586907437559603e+03,4.068090525399151169e-01,-7.812187829617648127e+00
1.778279410038922833e+03,3.702825739007704064e-01,-8.629334521464093299e+00
1.905460717963246225e+03,4.053242843071513390e-01,-7.843947509442110722e+00
2.041737944669529497e+03,4.317358773562849361e-01,-7.295637197343241453e+00
2.187761623949551904e+03,4.557103389520452130e-01,-6.826222364542103627e+00
2.344228815319922887e+03,4.421267900961908248e-01,-7.089063375782509446e+00
2.511886431509579779e+03,4.416906963250190055e-01,-7.097634970560492640e+00
2.691534803926913810e+03,4.693562553605681309e-01,-6.569947793717969553e+00
2.884031503126605912e+03,4.582543632461998917e-01,-6.777867824653637463e+00
3.090295432513588821e+03,4.540683323204619537e-01,-6.857575713050999333e+00
3.311311214825911065e+03,4.560001067199480618e-01,-6.820701113909583668e+00
3.548133892335752989e+03,4.790299093429005728e-01,-6.392747391121803346e+00
3.801893963205612636e+03,4.767332734016811457e-01,-6.434490712226905273e+00
4.073802778041126203e+03,4.765376420378635292e-01,-6.438055768985058158e+00
4.365158322401656733e+03,4.889182004656952296e-01,-6.215275907834606706e+00
4.677351412871980756e+03,4.867714179102982097e-01,-6.253498609178985035e+00
5.011872336272719622e+03,4.876155886261280825e-01,-6.238448376655948202e+00
5.370317963702526868e+03,4.822649464620361037e-01,-6.334286074494521301e+00
5.754399373371566071e+03,4.937503730473101204e-01,-6.129851264785026288e+00
6.165950018614822511e+03,4.928716754018194757e-01,-6.145322787652176544e+00
6.606934480075957254e+03,4.970031785032857363e-01,-6.072816675956149268e+00
7.079457843841380964e+03,5.012888461442499555e-01,-5.998239169733530218e+00
7.585775750291835720e+03,4.994620020771667890e-01,-6.029950926174290515e+00
8.128305161640986626e+03,5.006628713491660942e-01,-6.009092284906223824e+00
8.709635899560806138e+03,5.023169637040945101e-01,-5.980443101404665285e+00
9.332543007969905375e+03,5.025579183528138261e-01,-5.976277596695496186e+00
1.000000000000000000e+04,5.044697184863248252e-01,-5.943297955795784127e+00
