TIME  IN1  IN2  OUT1
161.133  1.45813  -0.990601  0.5
160.156  1.45813  -1.135864  0.5
159.18  1.45874  -1.281128  0.5
158.203  1.45813  -1.426392  0.5
157.227  1.45813  -1.571655  0.5
156.25  1.45813  -1.716919  0.5
155.273  1.45813  -1.861572  0.5
154.297  1.45813  -2.006836  0.5
153.32  1.45813  -2.142334  0.5
152.344  1.45874  -2.287598  0.5
151.367  1.45874  -2.432861  0.5
150.391  1.45874  -2.577515  0.5
149.414  -1.484985  -2.589722  -0.5
148.438  -1.473999  -2.442627  -0.5
147.461  -1.474609  -2.296143  -0.5
146.484  -1.474609  -2.148438  -0.5
145.508  -1.474609  -2.001953  -0.5
144.531  -1.47522  -1.854858  -0.5
143.555  -1.47522  -1.717529  -0.5
142.578  -1.47522  -1.570435  -0.5
141.602  -1.47522  -1.42395  -0.5
140.625  -1.47522  -1.276855  -0.5
139.648  -1.47522  -1.129761  -0.5
138.672  -1.47522  -0.982666  -0.5
137.695  -1.47522  -0.835571  -0.5
136.719  -1.47522  -0.689087  -0.5
135.742  -1.474609  -0.541992  -0.5
134.766  -1.474609  -0.395508  -0.5
133.789  -1.474609  -0.258179  -0.5
132.813  -1.473999  -0.111084  -0.5
131.836  -1.474609  0.036011  -0.5
130.859  -1.474609  0.182495  -0.5
129.883  -1.474609  0.32959  -0.5
128.906  -1.473999  0.476074  -0.5
127.93  -1.473999  0.623169  -0.5
126.953  -1.473999  0.769653  -0.5
125.977  -1.473999  0.916138  -0.5
125  -1.474609  1.063232  -0.5
124.023  -1.473999  1.200562  -0.5
123.047  -1.474609  1.346436  -0.5
122.07  -1.473999  1.49353  -0.5
121.094  -1.472778  1.640015  -0.5
120.117  -1.473389  1.786499  -0.5
119.141  -1.473389  1.932983  -0.5
118.164  -1.472778  2.079468  -0.5
117.188  -1.473389  2.226562  -0.5
116.211  -1.473389  2.372437  -0.5
115.234  -1.472778  2.519531  -0.5
114.258  -1.472778  2.65564  -0.5
113.281  -1.472778  2.802734  -0.5
112.305  -1.472778  2.949219  -0.5
111.328  -1.472778  3.095703  -0.5
110.352  -1.472778  3.242188  -0.5
109.375  -1.472778  3.389282  -0.5
108.398  -1.472778  3.535767  -0.5
107.422  -1.472168  3.682861  -0.5
106.445  -1.472168  3.829346  -0.5
105.469  -1.472778  3.97644  -0.5
104.492  -1.472778  4.113159  -0.5
103.516  -1.472778  4.260254  -0.5
102.539  -1.472778  4.326782  -0.5
101.563  -1.472778  4.329834  -0.5
100.586  -1.472778  4.333496  -0.5
99.609  1.489258  4.614258  0.5
98.633  1.45813  4.511108  0.5
97.656  1.45813  4.387817  0.5
96.68  1.45813  4.241943  0.5
95.703  1.45813  4.095459  0.5
94.727  1.45874  3.959351  0.5
93.75  1.45813  3.814087  0.5
92.773  1.45874  3.668213  0.5
91.797  1.45813  3.52356  0.5
90.82  1.45874  3.377686  0.5
89.844  1.45874  3.232422  0.5
88.867  1.45874  3.086548  0.5
87.891  1.45813  2.941895  0.5
86.914  1.45813  2.796021  0.5
85.938  1.45813  2.651367  0.5
