TIME  IN1  IN2  OUT1
500  -0.493164  4.366455  -0.5
499.023  0.489502  4.475098  0.5
498.047  0.484619  4.440918  0.5
497.07  0.484619  4.400024  0.5
496.094  0.484619  4.352417  0.5
495.117  0.484619  4.303589  0.5
494.141  0.484619  4.254761  0.5
493.164  0.484619  4.206543  0.5
492.188  0.484619  4.157715  0.5
491.211  0.484619  4.109497  0.5
490.234  0.484619  4.060669  0.5
489.258  0.484619  4.015503  0.5
488.281  0.484619  3.967285  0.5
487.305  0.484619  3.918457  0.5
486.328  0.484619  3.87085  0.5
485.352  0.484619  3.821411  0.5
484.375  0.484619  3.773193  0.5
483.398  0.484619  3.724976  0.5
482.422  0.484619  3.676758  0.5
481.445  0.484619  3.62793  0.5
480.469  0.484619  3.579712  0.5
479.492  0.484619  3.534546  0.5
478.516  0.484619  3.485718  0.5
477.539  0.484619  3.4375  0.5
476.563  0.484619  3.389893  0.5
475.586  0.484619  3.340454  0.5
474.609  0.484619  3.292236  0.5
473.633  0.484619  3.244019  0.5
472.656  0.484619  3.195801  0.5
471.68  0.484619  3.147583  0.5
470.703  0.484619  3.099365  0.5
469.727  0.484619  3.054199  0.5
468.75  0.484619  3.005981  0.5
467.773  0.484619  2.957153  0.5
466.797  0.485229  2.909546  0.5
465.82  0.484619  2.861328  0.5
464.844  0.484619  2.81311  0.5
463.867  0.485229  2.764282  0.5
462.891  0.485229  2.716064  0.5
461.914  0.484619  2.667236  0.5
460.938  0.484619  2.619019  0.5
459.961  0.484619  2.574463  0.5
458.984  0.484619  2.525635  0.5
458.008  0.484619  2.477417  0.5
457.031  0.484619  2.429199  0.5
456.055  0.484619  2.380371  0.5
455.078  0.484619  2.332153  0.5
454.102  0.484619  2.283936  0.5
453.125  0.485229  2.235718  0.5
452.148  0.484619  2.1875  0.5
451.172  0.484619  2.139282  0.5
450.195  0.484619  2.094116  0.5
449.219  -0.50415  2.073975  -0.5
448.242  -0.492554  2.123413  -0.5
447.266  -0.492554  2.172241  -0.5
446.289  -0.492554  2.221069  -0.5
445.313  -0.493164  2.270508  -0.5
444.336  -0.492554  2.319336  -0.5
443.359  -0.493164  2.368774  -0.5
442.383  -0.493164  2.417603  -0.5
441.406  -0.493164  2.466431  -0.5
440.43  -0.493164  2.512207  -0.5
439.453  -0.493164  2.561035  -0.5
438.477  -0.493164  2.610474  -0.5
437.5  -0.493164  2.659302  -0.5
436.523  -0.493164  2.70813  -0.5
435.547  -0.493164  2.756958  -0.5
434.57  -0.493164  2.806396  -0.5
433.594  -0.493164  2.855225  -0.5
432.617  -0.493774  2.904663  -0.5
431.641  -0.493774  2.953491  -0.5
430.664  -0.493164  2.999268  -0.5
429.688  -0.493164  3.048096  -0.5
428.711  -0.493164  3.097534  -0.5
427.734  -0.493164  3.146362  -0.5
426.758  -0.493164  3.195801  -0.5
425.781  -0.493164  3.244019  -0.5
424.805  -0.492554  3.293457  -0.5
423.828  -0.493164  3.342285  -0.5
422.852  -0.493164  3.391724  -0.5
421.875  -0.493164  3.439941  -0.5
420.898  -0.493164  3.486328  -0.5
419.922  -0.493164  3.535156  -0.5
418.945  -0.493164  3.583984  -0.5
417.969  -0.493164  3.632812  -0.5
416.992  -0.493774  3.681641  -0.5
416.016  -0.493774  3.730469  -0.5
415.039  -0.493164  3.779907  -0.5
414.063  -0.493164  3.829346  -0.5
413.086  -0.493164  3.878174  -0.5
412.109  -0.493164  3.927612  -0.5
411.133  -0.493164  3.977051  -0.5
410.156  -0.493164  4.022217  -0.5
409.18  -0.493164  4.071655  -0.5
408.203  -0.493164  4.121094  -0.5
407.227  -0.493164  4.170532  -0.5
406.25  -0.493164  4.21936  -0.5
405.273  -0.492554  4.268799  -0.5
404.297  -0.493164  4.318237  -0.5
403.32  -0.493164  4.360352  -0.5
402.344  -0.493164  4.362183  -0.5
401.367  -0.493164  4.364014  -0.5
400.391  -0.493164  4.365234  -0.5
399.414  0.518188  4.487305  0.5
398.438  0.484009  4.449463  0.5
397.461  0.484619  4.412842  0.5
396.484  0.484009  4.364014  0.5
395.508  0.484619  4.315796  0.5
394.531  0.484009  4.266968  0.5
393.555  0.484009  4.21814  0.5
392.578  0.484009  4.169922  0.5
391.602  0.484619  4.121094  0.5
390.625  0.484009  4.075928  0.5
389.648  0.484619  4.02771  0.5
388.672  0.484619  3.979492  0.5
387.695  0.485229  3.931274  0.5
386.719  0.484619  3.882446  0.5
385.742  0.485229  3.834229  0.5
384.766  0.484619  3.7854  0.5
383.789  0.484619  3.737183  0.5
382.813  0.484619  3.688965  0.5
381.836  0.484619  3.640137  0.5
380.859  0.484619  3.594971  0.5
379.883  0.484619  3.546753  0.5
378.906  0.484619  3.497925  0.5
377.93  0.484619  3.450317  0.5
376.953  0.484619  3.401489  0.5
375.977  0.484619  3.352661  0.5
375  0.484619  3.304443  0.5
374.023  0.484619  3.255615  0.5
373.047  0.484619  3.208008  0.5
372.07  0.484619  3.15979  0.5
371.094  0.484619  3.114624  0.5
370.117  0.484619  3.066406  0.5
369.141  0.484619  3.018188  0.5
368.164  0.484619  2.969971  0.5
367.188  0.484619  2.921143  0.5
366.211  0.484619  2.873535  0.5
365.234  0.484619  2.824707  0.5
364.258  0.484619  2.776489  0.5
363.281  0.484619  2.728271  0.5
362.305  0.484619  2.679443  0.5
361.328  0.484619  2.634888  0.5
360.352  0.484619  2.58606  0.5
359.375  0.484619  2.537842  0.5
358.398  0.484619  2.489624  0.5
357.422  0.484619  2.440796  0.5
356.445  0.484619  2.392578  0.5
355.469  0.484009  2.34436  0.5
354.492  0.484619  2.296143  0.5
353.516  0.484619  2.248535  0.5
352.539  0.484619  2.199707  0.5
351.563  0.484619  2.154541  0.5
350.586  0.484619  2.106934  0.5
349.609  -0.08667  2.061157  -0.5
348.633  -0.492554  2.109375  -0.5
347.656  -0.493164  2.157593  -0.5
346.68  -0.493164  2.207031  -0.5
345.703  -0.493164  2.255859  -0.5
344.727  -0.493164  2.304688  -0.5
343.75  -0.493164  2.354736  -0.5
342.773  -0.493164  2.402954  -0.5
341.797  -0.493164  2.44873  -0.5
340.82  -0.493164  2.498169  -0.5
339.844  -0.493774  2.546997  -0.5
338.867  -0.493164  2.595825  -0.5
337.891  -0.493774  2.644653  -0.5
336.914  -0.493164  2.693481  -0.5
335.938  -0.493164  2.74292  -0.5
334.961  -0.493774  2.791748  -0.5
333.984  -0.493774  2.840576  -0.5
333.008  -0.493774  2.890015  -0.5
332.031  -0.493774  2.935791  -0.5
331.055  -0.493774  2.984619  -0.5
330.078  -0.494385  3.034058  -0.5
329.102  -0.493774  3.082886  -0.5
328.125  -0.494385  3.132324  -0.5
327.148  -0.493774  3.181152  -0.5
326.172  -0.493774  3.230591  -0.5
325.195  -0.494385  3.279419  -0.5
324.219  -0.493774  3.328857  -0.5
323.242  -0.494385  3.377686  -0.5
322.266  -0.493774  3.427124  -0.5
321.289  -0.493774  3.47229  -0.5
320.313  -0.493774  3.521729  -0.5
319.336  -0.494385  3.570557  -0.5
318.359  -0.494385  3.619385  -0.5
