Freq	Ampl	phase
1.25892541179417e+008	-1.76106335795502e+001   2.70512128639963e-002
1.58489319246112e+008	-1.76401774395438e+001   1.36362704735871e-002
1.99526231496889e+008	-1.76588993032933e+001   6.86857721789058e-003
2.51188643150959e+008	-1.76707444653596e+001   3.46067301892965e-003
3.16227766016840e+008	-1.76782312422597e+001   1.74607053508166e-003
3.98107170553499e+008	-1.76829602638007e+001   8.83436589605772e-004
5.01187233627275e+008	-1.76859461425833e+001   4.49095404843190e-004
6.30957344480197e+008	-1.76878309289511e+001   2.30016665526714e-004
7.94328234724286e+008	-1.76890204771248e+001   1.19173264687072e-004
1.00000000000000e+009	-1.76897711620704e+001   6.28104169491212e-005
