1.000000000000000000e+00 3.433402008426107710e-02
5.263167368421052815e+05 -3.258722641582185164e-01
1.052632473684210563e+06 -4.056658606530218203e-02
1.578948210526315961e+06 3.361105549480939425e-01
2.105263947368421126e+06 9.006209519911789751e-01
2.631579684210526291e+06 2.226256892681059973e-01
3.157895421052631922e+06 -5.050165123758402430e+00
3.684211157894737087e+06 -9.429710634058942276e+00
4.210526894736842252e+06 -1.311484062190556443e+01
4.736842631578947417e+06 -1.636560044638931899e+01
5.263158368421052583e+06 -1.934499494269996589e+01
5.789474105263157748e+06 -2.209010181341212586e+01
6.315789842105263844e+06 -2.462818957902936390e+01
6.842105578947369009e+06 -2.696818992558769423e+01
7.368421315789474174e+06 -2.948958053698359194e+01
7.894737052631579340e+06 -3.158407660038118792e+01
8.421052789473684505e+06 -3.302376962645548986e+01
8.947368526315789670e+06 -3.401770317608960426e+01
9.473684263157894835e+06 -3.456736193121856360e+01
1.000000000000000000e+07 -3.453039997389887361e+01
