1.000000000000000000e+00 5.127622844624159626e+01
1.389495494373137685e+00 4.830051495662551986e+01
1.930697728883250086e+00 4.154211557473108485e+01
2.682695795279725459e+00 3.553405673949625054e+01
3.727593720314939851e+00 2.960828805840601774e+01
5.179474679231209855e+00 2.636025251729225261e+01
7.196856730011519154e+00 1.574884031873337165e+01
1.000000000000000000e+01 9.403132872587724123e+00
1.389495494373137419e+01 2.954759681556440309e+00
1.930697728883249553e+01 -3.552337967827736698e+00
2.682695795279724749e+01 -1.002677803237272514e+01
3.727593720314939674e+01 -1.648740069243337203e+01
5.179474679231209677e+01 -2.304520296659267586e+01
7.196856730011518266e+01 -2.930198057341753781e+01
1.000000000000000000e+02 -3.571194700384391751e+01
1.389495494373137490e+02 -3.261467755784521216e+01
1.930697728883249624e+02 -3.716541764043165585e+01
2.682695795279724393e+02 -4.043393224021590981e+01
3.727593720314937968e+02 -4.312343157944201977e+01
5.179474679231207119e+02 -4.547372383918731487e+01
7.196856730011513719e+02 -4.793423821340478952e+01
1.000000000000000000e+03 -3.721191703128140205e+01
1.389495494373137490e+03 -3.798142080677533983e+01
1.930697728883249511e+03 -3.850564386222387014e+01
2.682695795279724734e+03 -3.837518085116325750e+01
3.727593720314937855e+03 -3.862349055005011422e+01
5.179474679231207119e+03 -3.818546671585940544e+01
7.196856730011513719e+03 -3.873733025135447150e+01
1.000000000000000000e+04 -3.811621078202905011e+01
1.389495494373135989e+04 -3.791876652694030270e+01
1.930697728883249511e+04 -3.744681360255310665e+01
2.682695795279722006e+04 -3.734602274780803555e+01
3.727593720314937673e+04 -3.585831221148595915e+01
5.179474679231212940e+04 -3.507605610755800285e+01
7.196856730011514446e+04 -3.151812620614706617e+01
1.000000000000000000e+05 -2.781766833892070423e+01
1.389495494373136025e+05 -2.554121375102436176e+01
1.930697728883249511e+05 -2.336302529044059639e+01
2.682695795279722079e+05 -1.616636723216107896e+01
3.727593720314938109e+05 -1.703785149059843107e+01
5.179474679231201881e+05 -1.685646815589916514e+01
7.196856730011514155e+05 -1.537044814972236750e+01
1.000000000000000000e+06 -1.740275972330167065e+01
1.389495494373135967e+06 -2.213752375568832775e+01
1.930697728883249685e+06 -2.355263040812879183e+01
2.682695795279721729e+06 -2.544511291068754133e+01
3.727593720314938109e+06 -2.786628814076716765e+01
5.179474679231202230e+06 -2.960649885241242529e+01
7.196856730011513457e+06 -3.166211450330764166e+01
1.000000000000000000e+07 -3.916318552895467064e+01
