5.000000000000000000e-01 1.529342316894531262e+00 8.560959830322264708e+00
4.749999999999999778e-01 1.453599766845703245e+00 8.559380978393555495e+00
4.500000000000000111e-01 1.376017910156249968e+00 8.557408109741210467e+00
4.249999999999999889e-01 1.299451881896972472e+00 8.555783875732421606e+00
4.000000000000000222e-01 1.221881887329101524e+00 8.554092537231445803e+00
3.750000000000000000e-01 1.144567183593750093e+00 8.553770352783203634e+00
3.499999999999999778e-01 1.069254791137695282e+00 8.551384888305664234e+00
3.249999999999999556e-01 9.904066893310548014e-01 8.549617912597655689e+00
2.999999999999999889e-01 9.143354754028322207e-01 8.547669720458983988e+00
2.750000000000000222e-01 8.364346080932617555e-01 8.545039403076170714e+00
2.500000000000000000e-01 7.588900610961913928e-01 8.545427556762694721e+00
2.249999999999999778e-01 6.819863991088868094e-01 8.542022081298828340e+00
1.999999999999999556e-01 6.048457971191405491e-01 8.540766927490233584e+00
1.749999999999999889e-01 5.293907279663085941e-01 8.539377285156250608e+00
1.499999999999999667e-01 4.525266693725585876e-01 8.537258162841796505e+00
1.250000000000000000e-01 3.747594438659668237e-01 8.536882103881834993e+00
9.999999999999997780e-02 2.988496218023681816e-01 8.533841649780274707e+00
7.499999999999995559e-02 2.203493276367187725e-01 8.534150003051758304e+00
4.999999999999998890e-02 1.439628521911621162e-01 8.531287695922852521e+00
2.499999999999996669e-02 6.511644811279297673e-02 8.530321322021483965e+00
0.000000000000000000e+00 -1.737557004699706933e-02 8.526817772216796598e+00
-2.500000000000002220e-02 -8.876947065734863695e-02 8.526331193847656920e+00
-5.000000000000004441e-02 -1.655992849407958989e-01 8.524448218994141513e+00
-7.500000000000006661e-02 -2.412683792034912011e-01 8.522095375366211201e+00
-1.000000000000000888e-01 -3.182772248193359577e-01 8.520679696044922480e+00
-1.250000000000000000e-01 -3.957852226257324579e-01 8.520359564208984438e+00
-1.500000000000000222e-01 -4.740001991577147966e-01 8.517588734741210033e+00
-1.750000000000000444e-01 -5.507746884155273470e-01 8.515521877441406318e+00
-2.000000000000000666e-01 -6.270655939941405244e-01 8.514138917846679533e+00
-2.250000000000000888e-01 -7.033451050415038264e-01 8.511773576660155882e+00
-2.500000000000000000e-01 -7.817608029785155788e-01 8.511453264770507232e+00
-2.750000000000000222e-01 -8.604040903930664230e-01 -8.087618950195313516e+00
-3.000000000000000444e-01 -9.364968507080078108e-01 -8.089432136230470860e+00
-3.250000000000000666e-01 -1.013205917663574374e+00 -8.091451856079102001e+00
-3.500000000000000888e-01 -1.090284790588378794e+00 -8.092573471679687103e+00
-3.750000000000000000e-01 -1.166538450073242084e+00 -8.093824189453126650e+00
-4.000000000000000222e-01 -1.245625652587890597e+00 -8.094861229248046186e+00
-4.250000000000000444e-01 -1.322912628784179701e+00 -8.096698143920898261e+00
-4.500000000000000666e-01 -1.397554780273437602e+00 -8.098255315551757150e+00
-4.750000000000000888e-01 -1.475014265747070397e+00 -8.099605578613280343e+00
-5.000000000000000000e-01 -1.561412144775390587e+00 -8.101874798583985182e+00
