,0,1,2,3,4
0,0.276289,0.276289,0.276289,0.276289,0.276289
1,0.27615,0.27615,0.27615,0.27615,0.27615
2,0.276428,0.276428,0.276428,0.276428,0.276428
3,0.278373,0.278373,0.278373,0.278373,0.278373
4,0.278096,0.278096,0.278096,0.278096,0.278096
5,0.277123,0.277123,0.277123,0.277123,0.277123
6,0.278512,0.278512,0.278512,0.278512,0.278512
7,0.279207,0.279207,0.279207,0.279207,0.279207
8,0.277957,0.277957,0.277957,0.277957,0.277957
9,0.278512,0.278512,0.278512,0.278512,0.278512
10,0.279346,0.279346,0.279346,0.279346,0.279346
11,0.280458,0.280458,0.280458,0.280458,0.280458
12,0.280458,0.280458,0.280458,0.280458,0.280458
13,0.280458,0.280458,0.280458,0.280458,0.280458
14,0.280736,0.280736,0.280736,0.280736,0.280736
15,0.281014,0.281014,0.281014,0.281014,0.281014
16,0.280319,0.280319,0.280319,0.280319,0.280319
17,0.280458,0.280458,0.280458,0.280458,0.280458
18,0.282543,0.282543,0.282543,0.282543,0.282543
19,0.283099,0.283099,0.283099,0.283099,0.283099
20,0.283238,0.283238,0.283238,0.283238,0.283238
21,0.283238,0.283238,0.283238,0.283238,0.283238
22,0.283377,0.283377,0.283377,0.283377,0.283377
23,0.283099,0.283099,0.283099,0.283099,0.283099
24,0.283655,0.283655,0.283655,0.283655,0.283655
25,0.283238,0.283238,0.283238,0.283238,0.283238
26,0.284766,0.284766,0.284766,0.284766,0.284766
27,0.284766,0.284766,0.284766,0.284766,0.284766
28,0.285183,0.285183,0.285183,0.285183,0.285183
29,0.285044,0.285044,0.285044,0.285044,0.285044
30,0.285044,0.285044,0.285044,0.285044,0.285044
31,0.28435,0.28435,0.28435,0.28435,0.28435
32,0.284766,0.284766,0.284766,0.284766,0.284766
33,0.286156,0.286156,0.286156,0.286156,0.286156
34,0.28699,0.28699,0.28699,0.28699,0.28699
35,0.28699,0.28699,0.28699,0.28699,0.28699
36,0.287407,0.287407,0.287407,0.287407,0.287407
37,0.287129,0.287129,0.287129,0.287129,0.287129
38,0.287407,0.287407,0.287407,0.287407,0.287407
39,0.287129,0.287129,0.287129,0.287129,0.287129
40,0.286851,0.286851,0.286851,0.286851,0.286851
41,0.288102,0.288102,0.288102,0.288102,0.288102
42,0.288936,0.288936,0.288936,0.288936,0.288936
