TIME  IN1  IN2  OUT1
-1.631  -0.515747  3.599243  -0.5
-1.641  -0.514526  3.598022  -0.5
-1.65  -0.512695  3.598633  -0.5
-1.66  -0.510254  3.598022  -0.5
-1.67  -0.508423  3.599243  -0.5
-1.68  -0.506592  3.600464  -0.5
-1.689  -0.505981  3.601074  -0.5
-1.699  -0.504761  3.601685  -0.5
-1.709  -0.50354  3.604126  -0.5
-1.719  -0.501709  3.607178  -0.5
-1.729  -0.501099  3.609619  -0.5
-1.738  -0.500488  3.612061  -0.5
-1.748  -0.50293  2.698364  -0.5
-1.758  -0.512085  -0.915527  -0.5
-1.768  -0.507202  -2.191162  -0.5
-1.777  -0.499268  0.22583  -0.5
-1.787  -0.496826  1.743164  -0.5
-1.797  -0.499268  1.257935  -0.5
-1.807  -0.50354  -0.332642  -0.5
-1.816  -0.50293  -1.065063  -0.5
-1.826  -0.498657  -0.013428  -0.5
-1.836  -0.496826  0.704956  -0.5
-1.846  -0.497437  0.553589  -0.5
-1.855  -0.499268  -0.123291  -0.5
-1.865  -0.498657  -0.510254  -0.5
