time	V(vf1)	V(vf2)	V(vf3)	V(vg)
8.590741979890535e-006	1.413090e-005	4.065178e-002	-2.119744e-002	0.000000e+000
8.600507604890535e-006	1.622418e-005	3.731214e-002	-1.945143e-002	0.000000e+000
8.610273229890535e-006	1.727913e-005	3.424694e-002	-1.784899e-002	0.000000e+000
8.620038854890534e-006	1.755991e-005	3.143364e-002	-1.637832e-002	0.000000e+000
8.629804479890534e-006	1.729816e-005	2.885158e-002	-1.502859e-002	0.000000e+000
8.639570104890533e-006	1.668761e-005	2.648177e-002	-1.378986e-002	0.000000e+000
8.649335729890533e-006	1.588312e-005	2.430678e-002	-1.265300e-002	0.000000e+000
8.659101354890533e-006	1.500268e-005	2.231060e-002	-1.160964e-002	0.000000e+000
8.668866979890532e-006	1.413123e-005	2.047855e-002	-1.065209e-002	0.000000e+000
8.678632604890532e-006	1.332557e-005	1.879713e-002	-9.773288e-003	0.000000e+000
8.688398229890531e-006	1.261960e-005	1.725397e-002	-8.966762e-003	0.000000e+000
8.698163854890531e-006	1.202939e-005	1.583770e-002	-8.226567e-003	0.000000e+000
8.707929479890531e-006	1.155788e-005	1.453790e-002	-7.547249e-003	0.000000e+000
8.717695104890530e-006	1.119892e-005	1.334498e-002	-6.923802e-003	0.000000e+000
8.727460729890530e-006	1.094063e-005	1.225016e-002	-6.351630e-003	0.000000e+000
8.737226354890529e-006	1.076810e-005	1.124538e-002	-5.826517e-003	0.000000e+000
8.746991979890529e-006	1.066535e-005	1.032323e-002	-5.344592e-003	0.000000e+000
8.756757604890529e-006	1.061682e-005	9.476912e-003	-4.902304e-003	0.000000e+000
8.766523229890528e-006	1.060827e-005	8.700200e-003	-4.496392e-003	0.000000e+000
8.776288854890528e-006	1.062732e-005	7.987366e-003	-4.123865e-003	0.000000e+000
8.786054479890527e-006	1.066372e-005	7.333158e-003	-3.781977e-003	0.000000e+000
8.795820104890527e-006	1.070936e-005	6.732753e-003	-3.468208e-003	0.000000e+000
8.805585729890527e-006	1.075812e-005	6.181727e-003	-3.180245e-003	0.000000e+000
8.815351354890526e-006	1.080564e-005	5.676020e-003	-2.915967e-003	0.000000e+000
8.825116979890526e-006	1.084907e-005	5.211905e-003	-2.673425e-003	0.000000e+000
8.834882604890525e-006	1.088676e-005	4.785960e-003	-2.450830e-003	0.000000e+000
8.844648229890525e-006	1.091799e-005	4.395047e-003	-2.246544e-003	0.000000e+000
8.854413854890525e-006	1.094270e-005	4.036285e-003	-2.059059e-003	0.000000e+000
8.864179479890524e-006	1.096132e-005	3.707029e-003	-1.886995e-003	0.000000e+000
8.873945104890524e-006	1.097455e-005	3.404853e-003	-1.729082e-003	0.000000e+000
8.883710729890524e-006	1.098323e-005	3.127530e-003	-1.584157e-003	0.000000e+000
8.893476354890523e-006	1.098823e-005	2.873016e-003	-1.451152e-003	0.000000e+000
8.903241979890523e-006	1.099040e-005	2.639434e-003	-1.329086e-003	0.000000e+000
8.922773229890522e-006	1.098924e-005	2.228324e-003	-1.114246e-003	0.000000e+000
8.942304479890521e-006	1.098452e-005	1.882057e-003	-9.332935e-004	0.000000e+000
8.961835729890520e-006	1.097925e-005	1.590407e-003	-7.808823e-004	0.000000e+000
8.981366979890520e-006	1.097490e-005	1.344758e-003	-6.525107e-004	0.000000e+000
8.992557893353500e-006	1.097314e-005	1.223036e-003	-5.889012e-004	0.000000e+000
9.003748806816478e-006	1.097171e-005	1.110807e-003	-5.302524e-004	0.000000e+000
9.014939720279458e-006	1.097061e-005	1.008070e-003	-4.765642e-004	0.000000e+000
9.026130633742438e-006	1.096985e-005	9.148258e-004	-4.278367e-004	0.000000e+000
9.037321547205418e-006	1.096942e-005	8.310742e-004	-3.840698e-004	0.000000e+000
9.048512460668397e-006	1.096933e-005	7.568152e-004	-3.452635e-004	0.000000e+000
9.059703374131377e-006	1.096957e-005	6.920488e-004	-3.114179e-004	0.000000e+000
9.089000249131376e-006	1.096992e-005	5.424409e-004	-2.332358e-004	0.000000e+000
9.118297124131375e-006	1.097033e-005	4.267945e-004	-1.728013e-004	0.000000e+000
9.147593999131373e-006	1.097059e-005	3.374001e-004	-1.260857e-004	0.000000e+000
9.176890874131372e-006	1.097070e-005	2.682985e-004	-8.997464e-005	0.000000e+000
9.200607391988514e-006	1.097069e-005	2.269471e-004	-6.836527e-005	0.000000e+000
9.224323909845657e-006	1.097068e-005	1.907791e-004	-4.946464e-005	0.000000e+000
9.248040427702798e-006	1.097068e-005	1.597945e-004	-3.327274e-005	0.000000e+000
9.271756945559940e-006	1.097067e-005	1.339933e-004	-1.978959e-005	0.000000e+000
9.295473463417081e-006	1.097066e-005	1.133756e-004	-9.015170e-006	0.000000e+000
9.319189981274224e-006	1.097065e-005	9.794118e-005	-9.494890e-007	0.000000e+000
9.342906499131365e-006	1.097065e-005	8.769020e-005	4.407455e-006	0.000000e+000
9.388944445559935e-006	1.097065e-005	7.248272e-005	1.235456e-005	0.000000e+000
9.434982391988504e-006	1.097065e-005	5.989307e-005	1.893365e-005	0.000000e+000
9.481020338417073e-006	1.097065e-005	4.992125e-005	2.414471e-005	0.000000e+000
9.527058284845644e-006	1.097065e-005	4.256726e-005	2.798775e-005	0.000000e+000
9.573096231274214e-006	1.097065e-005	3.783111e-005	3.046277e-005	0.000000e+000
9.619134177702783e-006	1.097065e-005	3.571278e-005	3.156976e-005	0.000000e+000
9.665172124131352e-006	1.097065e-005	3.621228e-005	3.130873e-005	0.000000e+000
9.997203374131339e-006	1.097065e-005	3.316552e-005	3.290090e-005	0.000000e+000
1.000000000000000e-005	1.097065e-005	3.316121e-005	3.290315e-005	0.000000e+000
